n,gamma,K,sigma_K,gamma_K,status
0,8.039737155681,192,0.500632762,8.043871779,ok
0,8.039737155681,136,0.500884183,8.045570405,ok
0,8.039737155681,96,0.501234492,8.047993809,ok
0,8.039737155681,68,0.501708046,8.051381504,ok
0,8.039737155681,48,0.502352179,8.056214422,ok
0,8.039737155681,34,0.503194783,8.062977354,ok
0,8.039737155681,24,0.504292198,8.072660755,ok
0,8.039737155681,16,0.505928216,8.089299715,ok
0,8.039737155681,11,0.507889936,8.112694482,ok
0,8.039737155681,8,0.510365881,8.142507932,ok
0,8.039737155681,6,0.514931390,8.182477592,ok
0,8.039737155681,4,0.537830142,8.275189814,ok
0,8.039737155681,3,0.593643764,8.377882446,ok
0,8.039737155681,2,0.834106751,8.529129034,ok
1,11.249206207773,192,0.501022660,11.254765710,ok
1,11.249206207773,136,0.501430789,11.257054654,ok
1,11.249206207773,96,0.502001894,11.260325365,ok
1,11.249206207773,68,0.502779938,11.264907850,ok
1,11.249206207773,48,0.503853806,11.271466925,ok
1,11.249206207773,34,0.505299112,11.280690542,ok
1,11.249206207773,24,0.507293548,11.293996502,ok
1,11.249206207773,16,0.510708259,11.317164122,ok
2,15.704619176722,192,0.498944525,15.711335561,ok
2,15.704619176722,136,0.498487096,15.714089208,ok
2,15.704619176722,96,0.497810188,15.718014310,ok
2,15.704619176722,68,0.496815402,15.723498361,ok
2,15.704619176722,48,0.495296170,15.731327725,ok
2,15.704619176722,34,0.492966122,15.742328630,ok
2,15.704619176722,24,0.489195797,15.758276869,ok
2,15.704619176722,16,0.481472474,15.786765180,ok
3,18.261997495693,192,0.499584467,18.267771161,ok
3,18.261997495693,136,0.499387013,18.270145914,ok
3,18.261997495693,96,0.499079479,18.273541688,ok
3,18.261997495693,68,0.498600469,18.278313066,ok
3,18.261997495693,48,0.497822736,18.285196192,ok
3,18.261997495693,34,0.496560948,18.295058438,ok
3,18.261997495693,24,0.494447009,18.309905759,ok
3,18.261997495693,16,0.490358353,18.338774184,ok
4,20.455770807742,192,0.502657586,20.463194807,ok
4,20.455770807742,136,0.503722973,20.466268982,ok
4,20.455770807742,96,0.505220466,20.470683001,ok
4,20.455770807742,68,0.507277014,20.476916081,ok
4,20.455770807742,48,0.510158646,20.485957041,ok
4,20.455770807742,34,0.514154176,20.498971132,ok
4,20.455770807742,24,0.520032083,20.518573022,ok
4,20.455770807742,16,0.532113129,20.556086314,ok
5,24.059414856493,192,0.498331712,24.067532405,ok
5,24.059414856493,136,0.497604157,24.070860363,ok
5,24.059414856493,96,0.496521877,24.075608621,ok
5,24.059414856493,68,0.494917861,24.082260318,ok
5,24.059414856493,48,0.492433012,24.091818465,ok
5,24.059414856493,34,0.488526092,24.105454498,ok
5,24.059414856493,24,0.481922644,24.125962677,ok
5,24.059414856493,16,0.467514266,24.166989806,ok
6,26.577868735775,192,0.498142493,26.585802300,ok
6,26.577868735775,136,0.497319455,26.589054882,ok
6,26.577868735775,96,0.496080283,26.593703173,ok
6,26.577868735775,68,0.494210212,26.600243653,ok
6,26.577868735775,48,0.491231083,26.609742575,ok
6,26.577868735775,34,0.486335948,26.623629053,ok
6,26.577868735775,24,0.477464866,26.645729595,ok
6,26.577868735775,16,0.456158358,26.697468451,ok
7,28.218164506233,192,0.502530093,28.226808907,ok
7,28.218164506233,136,0.503523300,28.230409613,ok
7,28.218164506233,96,0.504904164,28.235611186,ok
7,28.218164506233,68,0.506782049,28.243038783,ok
7,28.218164506233,48,0.509411725,28.254044485,ok
7,28.218164506233,34,0.513179884,28.270570264,ok
7,28.218164506233,24,0.519579018,28.297753617,ok
7,28.218164506233,16,0.542519180,28.361679097,ok
8,30.745040261382,192,0.502002339,30.754072455,ok
8,30.745040261382,136,0.502778477,30.757818261,ok
8,30.745040261382,96,0.503844982,30.763211369,ok
8,30.745040261382,68,0.505266089,30.770873704,ok
8,30.745040261382,59,0.505981358,30.774947882,ok
8,30.745040261382,48,0.507184736,30.782139501,ok
8,30.745040261382,42,0.508085489,30.787792083,ok
8,30.745040261382,34,0.509766089,30.798858075,ok
8,30.745040261382,30,0.510968480,30.807020484,ok
8,30.745040261382,24,0.513836986,30.825926469,ok
8,30.745040261382,21,0.516525829,30.841184808,ok
8,30.745040261382,16,0.530701121,30.888456692,ok
8,30.745040261382,15,0.538665977,30.904151088,ok
8,30.745040261382,11,0.660561644,30.972742279,ok
8,30.745040261382,8,0.675532265,30.807408754,ok
9,33.897388927259,192,0.495233361,33.907171203,ok
9,33.897388927259,136,0.493191575,33.911150905,ok
9,33.897388927259,96,0.490180407,33.916807958,ok
9,33.897388927259,68,0.485748632,33.924709276,ok
9,33.897388927259,48,0.478879510,33.936073322,ok
9,33.897388927259,34,0.467839025,33.952522647,ok
9,33.897388927259,24,0.447734975,33.978978951,ok
9,33.897388927259,16,0.398546092,34.053003106,ok
10,35.608412653939,192,0.501694055,35.618174101,ok
10,35.608412653939,136,0.502297603,35.622244814,ok
10,35.608412653939,96,0.503064836,35.628149686,ok
10,35.608412653939,68,0.503947075,35.636667703,ok
10,35.608412653939,48,0.504795380,35.649591254,ok
10,35.608412653939,34,0.505073595,35.670090532,ok
10,35.608412653939,24,0.503664853,35.708723213,ok
10,35.608412653939,16,0.520175686,35.839307666,ok
11,37.551796556365,192,0.499707870,37.562471138,ok
11,37.551796556365,136,0.499501412,37.566902522,ok
11,37.551796556365,96,0.499130322,37.573307302,ok
11,37.551796556365,68,0.498477909,37.582496553,ok
11,37.551796556365,48,0.497328265,37.596331122,ok
11,37.551796556365,34,0.495495769,37.618069349,ok
11,37.551796556365,24,0.494292082,37.658704198,ok
11,37.551796556365,16,0.548558508,37.783280661,ok
12,39.485207260929,192,0.504566710,39.495532412,ok
12,39.485207260929,136,0.506389256,39.499863853,ok
12,39.485207260929,96,0.508953266,39.506161726,ok
12,39.485207260929,68,0.512499960,39.515257185,ok
12,39.485207260929,48,0.517597320,39.529026209,ok
12,39.485207260929,34,0.525282144,39.550656610,ok
12,39.485207260929,24,0.540921760,39.590175252,ok
12,39.485207260929,16,0.646015177,39.677483553,ok
13,42.616379226158,192,0.492751758,42.627315425,ok
13,42.616379226158,136,0.489652180,42.631732728,ok
13,42.616379226158,96,0.485076757,42.637989835,ok
13,42.616379226158,68,0.478313251,42.646705286,ok
13,42.616379226158,48,0.467688249,42.659262043,ok
13,42.616379226158,34,0.449956605,42.677845270,ok
13,42.616379226158,24,0.414664381,42.712186506,ok
13,42.616379226158,16,0.359368011,42.864987999,ok
14,44.120572912072,192,0.503760148,44.132377577,ok
14,44.120572912072,136,0.505170538,44.137354659,ok
14,44.120572912072,96,0.507044655,44.144648780,ok
14,44.120572912072,68,0.509378009,44.155362552,ok
14,44.120572912072,48,0.512059209,44.172185277,ok
14,44.120572912072,34,0.514291598,44.200919959,ok
14,44.120572912072,24,0.516528972,44.266236259,ok
14,44.120572912072,16,0.697178692,44.518172687,ok
15,46.274118023513,192,0.493661669,46.286226614,ok
15,46.274118023513,136,0.490883370,46.291175200,ok
15,46.274118023513,96,0.486726667,46.298285572,ok
15,46.274118023513,68,0.480487336,46.308478522,ok
15,46.274118023513,48,0.470521610,46.324082427,ok
15,46.274118023513,34,0.453678336,46.350486937,ok
15,46.274118023513,24,0.423908999,46.414952564,ok
15,46.274118023513,16,0.620501318,46.730939173,ok
16,47.514104510117,192,0.509832381,47.526251923,ok
16,47.514104510117,136,0.513835220,47.531481144,ok
16,47.514104510117,96,0.519566068,47.539235728,ok
16,47.514104510117,91,0.520642921,47.540726206,ok
16,47.514104510117,68,0.527734933,47.550781179,ok
16,47.514104510117,64,0.529526107,47.553380285,ok
16,47.514104510117,48,0.540152821,47.569169114,ok
16,47.514104510117,46,0.542115557,47.572132710,ok
16,47.514104510117,34,0.561315891,47.600904312,ok
16,47.514104510117,32,0.567024151,47.609059970,ok
16,47.514104510117,24,0.621457267,47.667858594,ok
16,47.514104510117,23,0.638222341,47.679679947,ok
16,47.514104510117,16,0.973343169,47.390638899,ok
16,47.514104510117,12,0.704168573,47.531633990,ok
17,50.375138650636,192,0.497099484,50.386804893,ok
17,50.375138650636,136,0.495782112,50.391613888,ok
17,50.375138650636,96,0.493757946,50.398545278,ok
17,50.375138650636,68,0.490598990,50.408485983,ok
17,50.375138650636,48,0.485254591,50.423596348,ok
17,50.375138650636,34,0.475479948,50.448671489,ok
17,50.375138650636,24,0.460621892,50.509023266,ok
17,50.375138650636,16,0.612773448,50.565654386,ok
18,52.496749599061,192,0.496743084,52.510190847,ok
18,52.496749599061,136,0.495199066,52.515727469,ok
18,52.496749599061,96,0.492740058,52.523716066,ok
18,52.496749599061,68,0.488680321,52.535214403,ok
18,52.496749599061,48,0.481155909,52.552878509,ok
18,52.496749599061,34,0.465063097,52.583317937,ok
18,52.496749599061,24,0.430187273,52.669681541,ok
18,52.496749599061,16,0.691876345,52.784889500,ok
19,54.193843101552,192,0.498236642,54.206966343,ok
19,54.193843101552,136,0.497292511,54.212457321,ok
19,54.193843101552,96,0.495689989,54.220518182,ok
19,54.193843101552,68,0.492849674,54.232509556,ok
19,54.193843101552,48,0.487168939,54.252183299,ok
19,54.193843101552,34,0.474364603,54.290951573,ok
19,54.193843101552,24,0.463140567,54.422401848,ok
19,54.193843101552,16,0.834684052,54.242508654,ok
20,55.642558700216,192,0.503464041,55.657006840,ok
20,55.642558700216,136,0.504758956,55.663157629,ok
20,55.642558700216,96,0.506530123,55.672270136,ok
20,55.642558700216,68,0.508959957,55.685957294,ok
20,55.642558700216,48,0.512762098,55.708596018,ok
20,55.642558700216,34,0.522113199,55.752963083,ok
20,55.642558700216,24,0.612880989,55.873722626,ok
20,55.642558700216,16,0.607414128,55.613370686,ok
21,57.584056360449,192,0.503914167,57.597290972,ok
21,57.584056360449,136,0.505424423,57.602897841,ok
21,57.584056360449,96,0.507516765,57.611159226,ok
21,57.584056360449,68,0.510393358,57.623437796,ok
21,57.584056360449,48,0.514729449,57.643328379,ok
21,57.584056360449,34,0.524198379,57.680777901,ok
21,57.584056360449,24,0.605240683,57.762927913,ok
21,57.584056360449,16,0.616511936,57.684874262,ok
22,60.026857456716,192,0.497037439,60.039876986,ok
22,60.026857456716,136,0.495640878,60.045267279,ok
22,60.026857456716,96,0.493427981,60.053089668,ok
22,60.026857456716,68,0.489797818,60.064485810,ok
22,60.026857456716,48,0.483099654,60.082537252,ok
22,60.026857456716,34,0.469198310,60.117143948,ok
22,60.026857456716,24,0.482401036,60.229870641,ok
22,60.026857456716,16,0.575979176,60.252850130,ok
23,62.206078122282,192,0.488340399,62.221994013,ok
23,62.206078122282,136,0.483132473,62.228324888,ok
23,62.206078122282,96,0.475118703,62.237245923,ok
23,62.206078122282,68,0.462364400,62.249679177,ok
23,62.206078122282,48,0.439255405,62.268086570,ok
23,62.206078122282,34,0.387466602,62.302208472,ok
23,62.206078122282,24,0.284049554,62.468756845,ok
23,62.206078122282,16,0.337546437,62.702949833,ok
24,63.176992767339,192,0.510333499,63.191283879,ok
24,63.176992767339,136,0.514466256,63.197694844,ok
24,63.176992767339,121,0.516212516,63.200545569,ok
24,63.176992767339,96,0.520327485,63.207635752,ok
24,63.176992767339,85,0.522909216,63.212377763,ok
24,63.176992767339,68,0.528597766,63.223740879,ok
24,63.176992767339,61,0.531927688,63.231047273,ok
24,63.176992767339,48,0.541192554,63.254214998,ok
24,63.176992767339,43,0.546885805,63.270343082,ok
24,63.176992767339,34,0.568832131,63.331665048,ok
24,63.176992767339,31,0.589895808,63.375790718,ok
24,63.176992767339,24,0.894419515,63.572881123,ok
24,63.176992767339,22,1.212722686,63.436775738,ok
24,63.176992767339,16,1.311546796,62.906947736,ok
25,65.294925544084,192,0.494580229,65.311741469,ok
25,65.294925544084,136,0.492058408,65.318740513,ok
25,65.294925544084,96,0.488142077,65.329004350,ok
25,65.294925544084,68,0.481956511,65.344350532,ok
25,65.294925544084,48,0.471336954,65.370390008,ok
25,65.294925544084,34,0.455014869,65.430977492,ok
25,65.294925544084,24,0.657654978,65.593176909,ok
25,65.294925544084,16,0.550487202,65.323463275,ok
26,66.623134625533,192,0.511030432,66.637085604,ok
26,66.623134625533,136,0.515546156,66.643201048,ok
26,66.623134625533,96,0.522086342,66.652458409,ok
26,66.623134625533,68,0.531696745,66.666834124,ok
26,66.623134625533,48,0.547790954,66.692097050,ok
26,66.623134625533,34,0.590989016,66.747077906,ok
26,66.623134625533,24,0.821123407,66.620736320,ok
26,66.623134625533,16,0.643769415,66.677245008,ok
27,69.513022985980,192,0.487976753,69.526364810,ok
27,69.513022985980,136,0.482757572,69.531681574,ok
27,69.513022985980,96,0.474882843,69.539200954,ok
27,69.513022985980,68,0.462654787,69.549793038,ok
27,69.513022985980,48,0.440935893,69.566139522,ok
27,69.513022985980,34,0.392697099,69.605283401,ok
27,69.513022985980,24,0.439762880,69.768299255,ok
27,69.513022985980,16,0.420998860,69.802155483,ok
28,70.819798695547,192,0.504020760,70.838716736,ok
28,70.819798695547,136,0.505265091,70.846849083,ok
28,70.819798695547,96,0.506555268,70.859077367,ok
28,70.819798695547,68,0.507152143,70.878078454,ok
28,70.819798695547,48,0.504326672,70.912583030,ok
28,70.819798695547,34,0.495467923,71.007497335,ok
28,70.819798695547,24,0.853963885,71.120930600,ok
28,70.819798695547,16,1.065620428,71.064891561,ok
29,72.656149070697,192,0.495462039,72.670764267,ok
29,72.656149070697,136,0.493260277,72.676947486,ok
29,72.656149070697,96,0.489670918,72.686238481,ok
29,72.656149070697,68,0.483440039,72.700890790,ok
29,72.656149070697,48,0.470491230,72.729208136,ok
29,72.656149070697,34,0.447782260,72.823535837,ok
29,72.656149070697,24,0.822814640,72.752538033,ok
29,72.656149070697,16,0.746313501,72.498125835,ok
30,74.005428521004,192,0.502760348,74.025343323,ok
30,74.005428521004,136,0.503618329,74.033944740,ok
30,74.005428521004,96,0.504647894,74.046960844,ok
30,74.005428521004,68,0.505876253,74.067516452,ok
30,74.005428521004,48,0.508435653,74.106614092,ok
30,74.005428521004,34,0.550000980,74.219829265,ok
30,74.005428521004,24,0.649706045,73.948773558,ok
30,74.005428521004,16,0.505258750,74.006406529,ok
31,75.622406964031,192,0.508277293,75.637260239,ok
31,75.622406964031,136,0.511637909,75.643752700,ok
31,75.622406964031,96,0.516519680,75.653621314,ok
31,75.622406964031,68,0.523854850,75.669209591,ok
31,75.622406964031,48,0.537643588,75.698360800,ok
31,75.622406964031,34,0.605910879,75.766136360,ok
31,75.622406964031,24,0.606893495,75.646106797,ok
31,75.622406964031,16,0.632033185,75.724364320,ok
32,78.217481270927,192,0.489943202,78.232632871,ok
32,78.217481270927,150,0.486917616,78.236817265,ok
32,78.217481270927,136,0.485451723,78.238788080,ok
32,78.217481270927,105,0.480604557,78.245058105,ok
32,78.217481270927,96,0.478503510,78.247664985,ok
32,78.217481270927,75,0.471082647,78.256392681,ok
32,78.217481270927,68,0.467221866,78.260672389,ok
32,78.217481270927,53,0.453379557,78.274985468,ok
32,78.217481270927,48,0.445250040,78.283070398,ok
32,78.217481270927,38,0.415605719,78.319578849,ok
32,78.217481270927,34,0.402075762,78.360792844,ok
32,78.217481270927,27,0.512045800,78.435882697,ok
32,78.217481270927,24,0.469685116,78.396469936,ok
32,78.217481270927,19,0.473255754,78.461803107,ok
32,78.217481270927,16,0.516160377,78.548612051,ok
33,79.637975751908,192,0.502416223,79.657162842,ok
33,79.637975751908,136,0.502961079,79.665421147,ok
33,79.637975751908,96,0.503167403,79.677916406,ok
33,79.637975751908,68,0.501923869,79.697723161,ok
33,79.637975751908,48,0.495020771,79.736665554,ok
33,79.637975751908,34,0.504315435,79.875315195,ok
33,79.637975751908,24,0.669105420,79.880364047,ok
33,79.637975751908,16,1.059960244,79.706257298,ok
34,81.611987609471,192,0.485561497,81.628590072,ok
34,81.611987609471,136,0.478952003,81.635260730,ok
34,81.611987609471,96,0.468447466,81.644971086,ok
34,81.611987609471,68,0.450450011,81.659773300,ok
34,81.611987609471,48,0.411177073,81.689159367,ok
34,81.611987609471,34,0.321264997,81.834955239,ok
34,81.611987609471,24,0.456782752,82.024070830,ok
34,81.611987609471,16,0.685880342,81.444450585,patched
35,82.470252512222,192,0.513928901,82.491271304,ok
35,82.470252512222,136,0.519561653,82.500934406,ok
35,82.470252512222,96,0.527820192,82.516323127,ok
35,82.470252512222,68,0.540637623,82.542835047,ok
35,82.470252512222,48,0.568125789,82.602962384,ok
35,82.470252512222,34,0.809050854,82.794559482,ok
35,82.470252512222,24,1.052592879,82.288269764,ok
35,82.470252512222,16,0.457883338,82.524370549,ok
36,84.412286638293,192,0.502982316,84.430015642,ok
36,84.412286638293,136,0.504019190,84.437702435,ok
36,84.412286638293,96,0.505391234,84.449413744,ok
36,84.412286638293,68,0.507331570,84.468282372,ok
36,84.412286638293,48,0.512995377,84.507125279,ok
36,84.412286638293,34,0.634949223,84.587897630,ok
36,84.412286638293,24,0.631069516,84.455964331,ok
36,84.412286638293,16,0.635161039,84.597789338,ok
37,86.327646283014,192,0.501260203,86.344214103,ok
37,86.327646283014,136,0.501523951,86.351333987,ok
37,86.327646283014,96,0.501620597,86.362114808,ok
37,86.327646283014,68,0.501111113,86.379345201,ok
37,86.327646283014,48,0.499659433,86.415018597,ok
37,86.327646283014,34,0.586083979,86.505120283,ok
37,86.327646283014,24,0.620930848,86.426644450,ok
37,86.327646283014,16,0.760384338,86.458179363,ok
38,88.652617208539,192,0.481852039,88.669444587,ok
38,88.652617208539,136,0.473747438,88.675928734,ok
38,88.652617208539,96,0.461066978,88.684902668,ok
38,88.652617208539,68,0.439699541,88.697251102,ok
38,88.652617208539,48,0.392184926,88.719058305,ok
38,88.652617208539,34,0.313737707,88.873288189,ok
38,88.652617208539,24,0.419553647,88.942012798,ok
38,88.652617208539,16,0.492184865,89.378294654,ok
39,89.646402756842,192,0.509463817,89.669465021,ok
39,89.646402756842,136,0.512726322,89.679989971,ok
39,89.646402756842,96,0.516616241,89.696840518,ok
39,89.646402756842,68,0.519923912,89.726543179,ok
39,89.646402756842,48,0.518660105,89.801502489,ok
39,89.646402756842,34,0.772309464,90.112653861,ok
39,89.646402756842,24,0.990655227,89.725449865,ok
39,89.646402756842,16,0.944447661,88.916560869,ok
40,91.335610354433,192,0.497015084,91.353974390,ok
40,91.335610354433,175,0.496651547,91.355832232,ok
40,91.335610354433,136,0.495377499,91.362025914,ok
40,91.335610354433,123,0.494718443,91.365080660,ok
40,91.335610354433,96,0.492547832,91.374676326,ok
40,91.335610354433,88,0.491534298,91.378997347,ok
40,91.335610354433,68,0.487286953,91.396818565,ok
40,91.335610354433,62,0.485112000,91.406269665,ok
40,91.335610354433,48,0.478304753,91.455841154,ok
40,91.335610354433,44,0.481420986,91.491806184,ok
40,91.335610354433,34,0.817440850,91.586513308,ok
40,91.335610354433,31,0.699194183,91.325368268,ok
40,91.335610354433,24,0.639672849,91.328978885,ok
40,91.335610354433,22,0.621929688,91.214408038,ok
40,91.335610354433,16,0.503593726,91.448574410,ok
41,92.753464387119,192,0.504095665,92.776109734,ok
41,92.753464387119,136,0.505473538,92.786105682,ok
41,92.753464387119,96,0.507287888,92.801678382,ok
41,92.753464387119,68,0.510015738,92.828157218,ok
41,92.753464387119,48,0.523344427,92.892677293,ok
41,92.753464387119,34,0.790857445,92.777560058,ok
41,92.753464387119,24,0.613398087,92.814005572,ok
41,92.753464387119,16,0.745089066,92.909201974,ok
42,94.394358797163,192,0.507648843,94.411438440,ok
42,94.394358797163,136,0.510708732,94.419035151,ok
42,94.394358797163,96,0.515159478,94.430904643,ok
42,94.394358797163,68,0.522142304,94.451076610,ok
42,94.394358797163,48,0.543328918,94.498914352,ok
42,94.394358797163,34,0.666673573,94.411742719,ok
42,94.394358797163,24,0.647127545,94.460783358,ok
42,94.394358797163,16,0.717675184,94.360852465,ok
43,96.874252089785,192,0.484484103,96.890345904,ok
43,96.874252089785,136,0.477509949,96.896740479,ok
43,96.874252089785,96,0.466475981,96.905890981,ok
43,96.874252089785,68,0.447263533,96.919502172,ok
43,96.874252089785,48,0.400760099,96.952487403,ok
43,96.874252089785,34,0.468643904,97.078530689,ok
43,96.874252089785,24,0.463550293,97.133525551,ok
43,96.874252089785,16,0.567087377,97.084528348,ok
44,98.126454904242,192,0.500860735,98.152731941,ok
44,98.126454904242,136,0.500195184,98.164243383,ok
44,98.126454904242,96,0.497752416,98.182164741,ok
44,98.126454904242,68,0.489548021,98.212903422,ok
44,98.126454904242,48,0.459966799,98.298363724,ok
44,98.126454904242,34,0.757711138,98.401695014,ok
44,98.126454904242,24,0.989433156,98.384070483,ok
44,98.126454904242,16,0.860438560,98.192357227,ok
45,99.533489264059,192,0.503350029,99.551326979,ok
45,99.533489264059,136,0.504383407,99.559528511,ok
45,99.533489264059,96,0.505460798,99.573046796,ok
45,99.533489264059,68,0.505921366,99.599094772,ok
45,99.533489264059,48,0.514985373,99.687276190,ok
45,99.533489264059,34,0.746248643,99.519275740,ok
45,99.533489264059,24,0.677805903,99.352212926,ok
45,99.533489264059,16,0.635648019,99.426639559,ok
46,101.374963467900,192,0.477457389,101.402052823,ok
46,101.374963467900,136,0.466761749,101.412815754,ok
46,101.374963467900,96,0.449483484,101.428540130,ok
46,101.374963467900,68,0.418905299,101.453852531,ok
46,101.374963467900,48,0.349853416,101.530582875,ok
46,101.374963467900,34,0.554425424,101.552229428,ok
46,101.374963467900,24,0.489786593,101.464482511,ok
46,101.374963467900,16,0.459719938,101.516362857,ok
47,102.116361845065,192,0.531439738,102.134416918,ok
47,102.116361845065,136,0.545189708,102.143895870,ok
47,102.116361845065,96,0.566568295,102.160473756,ok
47,102.116361845065,68,0.603786842,102.193748107,ok
47,102.116361845065,48,0.733093897,102.288332781,ok
47,102.116361845065,34,0.701853178,102.026776835,ok
47,102.116361845065,24,0.706141989,102.114836060,ok
47,102.116361845065,16,0.801021907,102.086167110,ok
48,104.765375470165,201,0.490429613,104.781960068,ok
48,104.765375470165,192,0.489942696,104.782738550,ok
48,104.765375470165,141,0.485832436,104.789095405,ok
48,104.765375470165,136,0.485235540,104.789988438,ok
48,104.765375470165,101,0.478941555,104.798996643,ok
48,104.765375470165,96,0.477545098,104.800904678,ok
48,104.765375470165,71,0.465796086,104.816055537,ok
48,104.765375470165,68,0.463372671,104.819071252,ok
48,104.765375470165,51,0.438481447,104.858275627,ok
48,104.765375470165,48,0.433837186,104.877686089,ok
48,104.765375470165,36,0.515801124,104.888583687,ok
48,104.765375470165,34,0.487315660,104.907594409,ok
48,104.765375470165,26,0.515056140,104.921655270,ok
48,104.765375470165,24,0.519691098,104.971003589,ok
48,104.765375470165,16,0.628158234,104.993487688,ok
49,106.246061848876,192,0.498201575,106.269719459,ok
49,106.246061848876,136,0.496622239,106.279993076,ok
49,106.246061848876,96,0.493071575,106.295964027,ok
49,106.246061848876,68,0.483688817,106.323951113,ok
49,106.246061848876,48,0.464109895,106.418365870,ok
49,106.246061848876,34,0.577123293,106.470487075,ok
49,106.246061848876,24,0.778460949,106.506061932,ok
49,106.246061848876,16,0.848751583,106.244042317,ok
50,107.970316117138,192,0.491262112,107.991733250,ok
50,107.970316117138,136,0.486528787,108.000938546,ok
50,107.970316117138,96,0.477716323,108.015336835,ok
50,107.970316117138,68,0.457518177,108.041502338,ok
50,107.970316117138,48,0.400190415,108.152047122,ok
50,107.970316117138,34,0.557306107,108.303007447,ok
50,107.970316117138,24,0.933398788,107.996505275,ok
50,107.970316117138,16,0.610031631,107.918339900,ok
51,109.137603914492,192,0.501457314,109.162519753,ok
51,109.137603914492,136,0.501376538,109.174059159,ok
51,109.137603914492,96,0.500435221,109.193433103,ok
51,109.137603914492,68,0.496762646,109.233368938,ok
51,109.137603914492,48,0.531773156,109.405500788,ok
51,109.137603914492,34,0.927081328,109.246598946,ok
51,109.137603914492,24,0.518201659,108.985949882,ok
51,109.137603914492,16,0.555208748,109.232680078,ok
52,110.523351036813,192,0.505988700,110.547911802,ok
52,110.523351036813,136,0.508230141,110.559186990,ok
52,110.523351036813,96,0.511591709,110.577731376,ok
52,110.523351036813,68,0.518598006,110.614328152,ok
52,110.523351036813,48,0.620423125,110.736572970,ok
52,110.523351036813,34,0.683636825,110.482036340,ok
52,110.523351036813,24,0.532783562,110.601116746,ok
52,110.523351036813,16,0.729137701,110.592602037,ok
53,112.154771842200,192,0.506501813,112.175343077,ok
53,112.154771842200,136,0.509023770,112.184680475,ok
53,112.154771842200,96,0.512731946,112.199807806,ok
53,112.154771842200,68,0.519641460,112.228678353,ok
53,112.154771842200,48,0.600628066,112.306548112,ok
53,112.154771842200,34,0.623524301,112.184857061,ok
53,112.154771842200,24,0.638608536,112.277566959,ok
53,112.154771842200,16,0.670859130,112.147153930,ok
54,114.217148271564,192,0.493616444,114.237079778,ok
54,114.217148271564,136,0.490297811,114.245647837,ok
54,114.217148271564,96,0.484383390,114.258982480,ok
54,114.217148271564,68,0.471763344,114.283316643,ok
54,114.217148271564,48,0.472826573,114.382386804,ok
54,114.217148271564,34,0.562296521,114.354006842,ok
54,114.217148271564,24,0.632255522,114.436505414,ok
54,114.217148271564,16,0.626436753,114.352765659,ok
55,115.898142441843,192,0.491438033,115.921415885,ok
55,115.898142441843,136,0.486737381,115.931348550,ok
55,115.898142441843,96,0.477865328,115.946756543,ok
55,115.898142441843,68,0.456681320,115.975091791,ok
55,115.898142441843,48,0.427758150,116.117494916,ok
55,115.898142441843,34,0.589442536,116.118087030,ok
55,115.898142441843,24,0.874199886,116.113474846,ok
55,115.898142441843,16,0.808225876,116.055175669,ok
56,117.369750996605,225,0.491062030,117.393144357,ok
56,117.369750996605,192,0.489124104,117.397260169,ok
56,117.369750996605,157,0.485867343,117.403664091,ok
56,117.369750996605,136,0.482760385,117.409278129,ok
56,117.369750996605,113,0.477261144,117.418289297,ok
56,117.369750996605,96,0.470181825,117.428595586,ok
56,117.369750996605,79,0.456500785,117.445923831,ok
56,117.369750996605,68,0.437958934,117.467058763,ok
56,117.369750996605,57,0.397320024,117.521050404,ok
56,117.369750996605,48,0.369850447,117.685204117,ok
56,117.369750996605,40,0.610100926,117.668246730,ok
56,117.369750996605,34,0.808034762,117.683268599,ok
56,117.369750996605,29,1.041403941,117.610436910,ok
56,117.369750996605,24,0.751195698,117.164760183,ok
56,117.369750996605,16,0.703909974,117.205714010,ok
57,118.299418307898,192,0.514915413,118.322411271,ok
57,118.299418307898,136,0.521351266,118.334004197,ok
57,118.299418307898,96,0.531800133,118.355044884,ok
57,118.299418307898,68,0.554394195,118.406105707,ok
57,118.299418307898,48,0.882428436,118.593279047,ok
57,118.299418307898,34,0.646654922,118.090365236,ok
57,118.299418307898,24,0.455096539,118.282402752,ok
57,118.299418307898,16,0.483600003,118.319479937,ok
58,120.255182238494,192,0.488094571,120.283532949,ok
58,120.255182238494,136,0.481985367,120.295846693,ok
58,120.255182238494,96,0.471424602,120.315583204,ok
58,120.255182238494,68,0.450316465,120.355760002,ok
58,120.255182238494,48,0.541574244,120.541964787,ok
58,120.255182238494,34,0.548513585,120.396019584,ok
58,120.255182238494,24,0.469537517,120.483001315,ok
58,120.255182238494,16,0.559804092,120.604385924,ok
59,121.278841596507,192,0.521328788,121.299127788,ok
59,121.278841596507,136,0.530633068,121.309171753,ok
59,121.278841596507,96,0.545543486,121.326673960,ok
59,121.278841596507,68,0.576791932,121.365094514,ok
59,121.278841596507,48,0.824658295,121.304338252,ok
59,121.278841596507,34,0.695111988,121.280961794,ok
59,121.278841596507,24,0.837900969,121.289579963,ok
59,121.278841596507,16,0.856301029,121.056866966,ok
60,123.890490659810,192,0.478566567,123.906898853,ok
60,123.890490659810,136,0.468739426,123.913259812,ok
60,123.890490659810,96,0.452403816,123.922383710,ok
60,123.890490659810,68,0.418256195,123.938448136,ok
