n,gamma,K,sigma_K,gamma_K,status
103,174.915088085401,64,0.623869248,174.985162513,ok
103,174.915088085401,45,0.634044085,174.989675300,ok
103,174.915088085401,32,0.740539556,174.970592478,ok
103,174.915088085401,21,0.702428624,174.979958819,ok
104,176.597302141918,450,0.489581984,176.610862181,ok
104,176.597302141918,315,0.484477692,176.616677341,ok
104,176.597302141918,256,0.480114792,176.621277535,ok
104,176.597302141918,225,0.476571877,176.624790711,ok
104,176.597302141918,181,0.468233385,176.632402142,ok
104,176.597302141918,158,0.460412039,176.638912646,ok
104,176.597302141918,128,0.438759195,176.656224698,ok
104,176.597302141918,113,0.414463385,176.684172245,ok
104,176.597302141918,91,0.517889029,176.792341565,ok
104,176.597302141918,79,0.530612255,176.790067755,ok
104,176.597302141918,64,0.564567357,176.770407048,ok
104,176.597302141918,57,0.542347750,176.778335718,ok
104,176.597302141918,45,0.624004311,176.778071175,ok
104,176.597302141918,32,0.694807503,176.607494967,ok
104,176.597302141918,21,0.721039299,176.584630840,ok
105,177.701212574574,256,0.475075132,177.749922053,ok
105,177.701212574574,181,0.457203563,177.772836106,ok
105,177.701212574574,128,0.410539900,177.819486195,ok
105,177.701212574574,91,0.993736757,178.068160623,patched
105,177.701212574574,64,0.843049749,177.891117601,patched
105,177.701212574574,45,0.807808702,177.728785821,patched
105,177.701212574574,32,0.503365904,177.722560665,patched
105,177.701212574574,21,0.443036466,177.712596720,patched
106,178.362374908986,256,0.544061280,178.387480631,ok
106,178.362374908986,181,0.567982174,178.406098624,ok
106,178.362374908986,128,0.624679098,178.462016926,ok
106,178.362374908986,91,0.461437619,178.104546468,ok
106,178.362374908986,64,0.525303695,178.176703996,ok
106,178.362374908986,45,0.518697056,178.244707883,ok
106,178.362374908986,32,0.675753404,178.357848549,ok
106,178.362374908986,21,0.738189968,178.384684590,ok
107,180.569310385286,256,0.478166885,180.593180856,ok
107,180.569310385286,181,0.466026005,180.603970437,ok
107,180.569310385286,128,0.437841374,180.627113206,ok
107,180.569310385286,91,0.501803461,180.691471029,ok
107,180.569310385286,64,0.491807239,180.699378264,ok
107,180.569310385286,45,0.498041384,180.730022548,ok
107,180.569310385286,32,0.597346288,180.808975507,ok
107,180.569310385286,21,0.712755628,180.711168664,ok
108,181.614913731704,256,0.500255692,181.653822359,ok
108,181.614913731704,181,0.496910417,181.674447920,ok
108,181.614913731704,128,0.482704566,181.723818303,ok
108,181.614913731704,91,0.631250241,181.751500142,ok
108,181.614913731704,64,0.662711312,181.781337507,ok
108,181.614913731704,45,0.777434072,181.762389117,ok
108,181.614913731704,32,0.805351128,181.513860313,ok
108,181.614913731704,21,0.608569015,181.516004956,ok
109,182.916768328969,256,0.497038868,182.948460670,ok
109,182.916768328969,181,0.493208067,182.966273203,ok
109,182.916768328969,128,0.480469644,183.013794632,ok
109,182.916768328969,91,0.619469908,183.010119832,ok
109,182.916768328969,64,0.684978328,183.008054349,ok
109,182.916768328969,45,0.699905671,182.871273181,ok
109,182.916768328969,32,0.546673564,182.885824237,ok
109,182.916768328969,21,0.607378303,183.008782598,ok
110,184.115032375368,256,0.499754886,184.150235758,ok
110,184.115032375368,181,0.498141673,184.169793061,ok
110,184.115032375368,128,0.494509970,184.221310402,ok
110,184.115032375368,91,0.602685759,184.187241369,ok
110,184.115032375368,64,0.652558695,184.150858329,ok
110,184.115032375368,45,0.574378348,184.108411373,ok
110,184.115032375368,32,0.586661068,184.219503299,ok
110,184.115032375368,21,0.687415787,184.091053117,ok
111,185.373996607700,256,0.507876876,185.405920433,ok
111,185.373996607700,181,0.510672400,185.423635122,ok
111,185.373996607700,128,0.517793324,185.469192310,ok
111,185.373996607700,91,0.594204804,185.440372047,ok
111,185.373996607700,64,0.628907276,185.403856993,ok
111,185.373996607700,45,0.599773099,185.428441814,ok
111,185.373996607700,32,0.701447215,185.409288916,ok
111,185.373996607700,21,0.588749757,185.379210358,ok
112,187.068760590694,477,0.494104267,187.083764995,ok
112,187.068760590694,334,0.491026522,187.090374837,ok
112,187.068760590694,256,0.487361079,187.097436354,ok
112,187.068760590694,239,0.486102989,187.099691318,ok
112,187.068760590694,181,0.478649124,187.111721884,ok
112,187.068760590694,167,0.475303074,187.116582400,ok
112,187.068760590694,128,0.454202428,187.147157829,ok
112,187.068760590694,120,0.446159381,187.165981541,ok
112,187.068760590694,91,0.513521879,187.197081657,ok
112,187.068760590694,84,0.565729230,187.209976508,ok
112,187.068760590694,64,0.581396906,187.203660404,ok
112,187.068760590694,60,0.587150170,187.213172576,ok
112,187.068760590694,45,0.598140235,187.242939451,ok
112,187.068760590694,32,0.674409376,187.139554453,ok
112,187.068760590694,21,0.698005669,187.267914134,ok
113,188.271374332271,256,0.492210799,188.304976397,ok
113,188.271374332271,181,0.485026713,188.323298166,ok
113,188.271374332271,128,0.461895514,188.373831167,ok
113,188.271374332271,91,0.561304398,188.432380990,ok
113,188.271374332271,64,0.671187170,188.372525852,ok
113,188.271374332271,45,0.766914644,188.333869562,ok
113,188.271374332271,32,0.624401449,188.254128668,ok
113,188.271374332271,21,0.713454887,188.087067139,ok
114,189.491731492129,256,0.487331734,189.534500269,ok
114,189.491731492129,181,0.477285303,189.557700205,ok
114,189.491731492129,128,0.448096020,189.621732156,ok
114,189.491731492129,91,0.576857453,189.701662427,ok
114,189.491731492129,64,0.656620330,189.565238023,ok
114,189.491731492129,45,0.642680875,189.460984274,ok
114,189.491731492129,32,0.589488989,189.592833218,ok
114,189.491731492129,21,0.417878209,189.540175749,ok
115,190.371187610756,256,0.528234128,190.401407854,ok
115,190.371187610756,181,0.543150807,190.420836557,ok
115,190.371187610756,128,0.587880851,190.479171807,ok
115,190.371187610756,91,0.715026430,190.372816237,ok
115,190.371187610756,64,0.619337675,190.318763448,ok
115,190.371187610756,45,0.575364607,190.335545709,ok
115,190.371187610756,32,0.673709966,190.310343457,ok
115,190.371187610756,21,0.770815450,190.447963194,ok
116,192.361137876056,256,0.483885186,192.386109674,ok
116,192.361137876056,181,0.473865680,192.398406799,ok
116,192.361137876056,128,0.446984838,192.431765149,ok
116,192.361137876056,91,0.497689488,192.494802916,ok
116,192.361137876056,64,0.524570190,192.488174097,ok
116,192.361137876056,45,0.534990598,192.506210191,ok
116,192.361137876056,32,0.603314396,192.488974865,ok
116,192.361137876056,21,0.725168994,192.379861971,ok
117,193.797072926147,256,0.440606864,193.833711282,ok
117,193.797072926147,181,0.407651257,193.841998940,ok
117,193.797072926147,128,0.329523485,193.855623090,ok
117,193.797072926147,91,0.294063325,193.974730455,ok
117,193.797072926147,64,0.307861971,194.019811981,ok
117,193.797072926147,45,0.295558361,194.068242603,ok
117,193.797072926147,32,0.355490131,194.107689179,ok
117,193.797072926147,21,0.451900145,193.787868480,ok
118,194.231883229361,256,0.561202124,194.273210731,ok
118,194.231883229361,181,0.588685132,194.310151172,ok
118,194.231883229361,128,0.647828048,194.435474426,ok
118,194.231883229361,91,1.032362750,194.395303852,ok
118,194.231883229361,64,1.095400882,194.174402802,ok
118,194.231883229361,45,1.152285260,193.998927096,ok
118,194.231883229361,32,0.989313446,193.869892159,ok
118,194.231883229361,21,0.756288289,194.279953462,ok
119,196.132005654684,256,0.481399930,196.163398419,ok
119,196.132005654684,181,0.469906429,196.179843508,ok
119,196.132005654684,128,0.441500086,196.230437103,ok
119,196.132005654684,91,0.560764489,196.283948924,ok
119,196.132005654684,64,0.570947504,196.223200758,ok
119,196.132005654684,45,0.532718709,196.196742408,ok
119,196.132005654684,32,0.525036397,196.255026047,ok
119,196.132005654684,21,0.676690009,196.158081574,ok
120,197.113446221576,502,0.507647156,197.131284631,ok
120,197.113446221576,352,0.510654850,197.139670790,ok
120,197.113446221576,256,0.514295412,197.151386390,ok
120,197.113446221576,251,0.514557195,197.152312713,ok
120,197.113446221576,181,0.519735357,197.173923967,ok
120,197.113446221576,176,0.520280284,197.176634640,ok
120,197.113446221576,128,0.538124217,197.242895538,ok
120,197.113446221576,126,0.542105256,197.250109206,ok
120,197.113446221576,91,0.693027438,197.170712110,ok
120,197.113446221576,88,0.641363891,197.148100837,ok
120,197.113446221576,64,0.648529439,197.134605473,ok
120,197.113446221576,63,0.636948123,197.152649265,ok
120,197.113446221576,45,0.642164316,197.171284622,ok
120,197.113446221576,32,0.730206316,197.152477237,ok
120,197.113446221576,21,0.572393883,197.103642643,ok
121,198.806475736147,256,0.489207712,198.835057093,ok
121,198.806475736147,181,0.480788928,198.850330352,ok
121,198.806475736147,128,0.455123792,198.899629898,ok
121,198.806475736147,91,0.574004009,198.944226488,ok
121,198.806475736147,64,0.583907325,198.918438419,ok
121,198.806475736147,45,0.628175824,198.951238750,ok
121,198.806475736147,32,0.693172805,198.863199640,ok
121,198.806475736147,21,0.721699132,198.982054425,ok
122,200.162039428699,256,0.468959699,200.196801684,ok
122,200.162039428699,181,0.448094797,200.213652192,ok
122,200.162039428699,128,0.384444702,200.268719738,ok
122,200.162039428699,91,0.529866333,200.440309294,ok
122,200.162039428699,64,0.593858975,200.394832251,ok
122,200.162039428699,45,0.823311810,200.294203165,ok
122,200.162039428699,32,0.630229393,200.150156590,ok
122,200.162039428699,21,0.708207755,199.960699380,ok
123,200.901617870769,256,0.523700752,200.949444628,ok
123,200.901617870769,181,0.533885232,200.981661575,ok
123,200.901617870769,128,0.571646794,201.098807646,ok
123,200.901617870769,91,0.832836775,200.820379267,ok
123,200.901617870769,64,0.732332362,200.800966257,ok
123,200.901617870769,45,0.533078801,200.747212654,ok
123,200.901617870769,32,0.567570108,200.916261813,ok
123,200.901617870769,21,0.432569069,200.983210924,ok
124,202.260577995932,256,0.512289096,202.290273955,ok
124,202.260577995932,181,0.518387026,202.308483532,ok
124,202.260577995932,128,0.550261243,202.368524803,ok
124,202.260577995932,91,0.598911003,202.264366565,ok
124,202.260577995932,64,0.604057313,202.273479590,ok
124,202.260577995932,45,0.577338279,202.282465446,ok
124,202.260577995932,32,0.654213223,202.297773722,ok
124,202.260577995932,21,0.743290721,202.352119199,ok
125,204.221070780158,256,0.463722239,204.245541312,ok
125,204.221070780158,181,0.442305556,204.255238518,ok
125,204.221070780158,128,0.379207849,204.289779733,ok
125,204.221070780158,91,0.446949415,204.366514854,ok
125,204.221070780158,64,0.441559529,204.417111353,ok
125,204.221070780158,45,0.426828785,204.447735043,ok
125,204.221070780158,32,0.549986368,204.644729799,ok
125,204.221070780158,21,0.433443570,204.947829850,ok
126,204.992003455098,256,0.512497543,205.040094634,ok
126,204.992003455098,181,0.513208044,205.070759420,ok
126,204.992003455098,128,0.513703788,205.185257538,ok
126,204.992003455098,91,0.708659612,205.113814623,ok
126,204.992003455098,64,0.848495660,205.071380106,ok
126,204.992003455098,45,0.942373139,205.006711216,ok
126,204.992003455098,32,0.807807085,204.616176305,ok
126,204.992003455098,21,0.797605679,204.218175405,ok
127,206.411911047611,256,0.487078844,206.451116662,ok
127,206.411911047611,181,0.476274161,206.474562129,ok
127,206.411911047611,128,0.448100070,206.570275096,ok
127,206.411911047611,91,0.601575444,206.534367685,ok
127,206.411911047611,64,0.663790358,206.441571362,ok
127,206.411911047611,45,0.628471745,206.369948851,ok
127,206.411911047611,32,0.524594293,206.475738119,ok
127,206.411911047611,21,0.717764940,206.733767337,patched
128,207.317377481888,528,0.510359530,207.332417857,ok
128,207.317377481888,370,0.514860532,207.339697037,ok
128,207.317377481888,264,0.521295489,207.350890132,ok
128,207.317377481888,256,0.522042262,207.352248315,ok
128,207.317377481888,185,0.533019614,207.373495539,ok
128,207.317377481888,181,0.534091144,207.375671624,ok
128,207.317377481888,132,0.582457883,207.447490845,ok
128,207.317377481888,128,0.602887807,207.461947939,ok
128,207.317377481888,93,0.623950076,207.285381896,ok
128,207.317377481888,91,0.642262138,207.317839223,ok
128,207.317377481888,66,0.627738567,207.269372200,ok
128,207.317377481888,64,0.590105150,207.271464797,ok
128,207.317377481888,45,0.559710431,207.298053034,ok
128,207.317377481888,32,0.674755178,207.333266650,ok
128,207.317377481888,21,0.635301915,207.032830914,ok
129,209.227752492648,256,0.472543775,209.259595504,ok
129,209.227752492648,181,0.454776189,209.274888700,ok
129,209.227752492648,128,0.404151093,209.335864482,ok
129,209.227752492648,91,0.472070173,209.379461170,ok
129,209.227752492648,64,0.497577056,209.384180214,ok
129,209.227752492648,45,0.488850182,209.427423365,ok
129,209.227752492648,32,0.655609007,209.453430158,ok
129,209.227752492648,21,0.480535387,209.370535495,ok
130,210.103185517399,256,0.515756902,210.143829407,ok
130,210.103185517399,181,0.520223797,210.170714882,ok
130,210.103185517399,128,0.549016842,210.280058445,ok
130,210.103185517399,91,0.689101683,210.219882699,ok
130,210.103185517399,64,0.726724192,210.162496833,ok
130,210.103185517399,45,0.822691899,210.116999529,ok
130,210.103185517399,32,0.687141955,209.935804361,ok
130,210.103185517399,21,0.845707912,210.102338248,ok
131,211.833411820424,256,0.462504211,211.859713764,ok
131,211.833411820424,181,0.438253497,211.872439895,ok
131,211.833411820424,128,0.362575138,211.941400777,ok
131,211.833411820424,91,0.451091396,212.037468454,ok
131,211.833411820424,64,0.544740259,212.064520241,ok
131,211.833411820424,45,0.699273874,211.923750225,ok
131,211.833411820424,32,0.532380925,211.930912755,ok
131,211.833411820424,21,0.629073331,211.738099355,ok
132,212.537607537213,256,0.518364377,212.595381893,ok
132,212.537607537213,181,0.523887602,212.634507013,ok
132,212.537607537213,128,0.575907981,212.803681557,ok
132,212.537607537213,91,0.840014627,212.635975140,ok
132,212.537607537213,64,0.781154555,212.447883751,ok
132,212.537607537213,45,0.559360641,212.453507926,ok
132,212.537607537213,32,0.697746533,212.555562780,ok
132,212.537607537213,21,0.484660264,212.640612421,ok
133,213.761842101278,256,0.519783143,213.792693884,ok
133,213.761842101278,181,0.530835405,213.813556354,ok
133,213.761842101278,128,0.614493960,213.886181901,ok
133,213.761842101278,91,0.640636349,213.743373080,ok
133,213.761842101278,64,0.602576543,213.737189821,ok
133,213.761842101278,45,0.598521569,213.780742271,ok
133,213.761842101278,32,0.639206621,213.726324260,ok
133,213.761842101278,21,0.747769237,213.785654907,ok
134,215.793818382016,256,0.465109519,215.815632128,ok
134,215.793818382016,181,0.443326557,215.824850956,ok
134,215.793818382016,128,0.375753611,215.883283008,ok
134,215.793818382016,91,0.452368103,215.953569825,ok
134,215.793818382016,64,0.472712223,215.957743598,ok
134,215.793818382016,45,0.459472538,216.026684262,ok
134,215.793818382016,32,0.547305155,216.021719749,ok
134,215.793818382016,21,0.740881197,215.861688762,ok
135,216.703415266203,256,0.487211408,216.760935278,ok
135,216.703415266203,181,0.469719920,216.794535161,ok
135,216.703415266203,128,0.413822948,216.948992420,ok
135,216.703415266203,91,0.756709948,217.041057461,patched
135,216.703415266203,64,0.827135174,216.914886239,patched
135,216.703415266203,45,1.035782095,216.726381303,patched
135,216.703415266203,32,0.858681448,216.614842602,patched
135,216.703415266203,21,0.500304616,216.639087854,patched
136,217.581931418038,555,0.511613008,217.596595618,ok
136,217.581931418038,388,0.516755446,217.604033817,ok
136,217.581931418038,278,0.523981934,217.615666424,ok
136,217.581931418038,256,0.526337832,217.619795957,ok
136,217.581931418038,194,0.537264440,217.641464457,ok
136,217.581931418038,181,0.541248286,217.650416296,ok
136,217.581931418038,139,0.586681510,217.736391256,ok
136,217.581931418038,128,0.677195641,217.800107210,ok
136,217.581931418038,97,0.704450010,217.537191302,ok
136,217.581931418038,91,0.697698906,217.399809975,ok
136,217.581931418038,70,0.643510850,217.360101100,ok
136,217.581931418038,64,0.610463053,217.429476987,ok
136,217.581931418038,45,0.480714745,217.443415446,ok
136,217.581931418038,32,0.510732971,217.507658204,ok
136,217.581931418038,21,0.647728778,217.637623379,ok
137,219.172670566944,256,0.491672501,219.208108485,ok
137,219.172670566944,181,0.484933327,219.229990823,ok
137,219.172670566944,128,0.510636855,219.332618493,ok
137,219.172670566944,91,0.573439981,219.234701171,ok
137,219.172670566944,64,0.568375780,219.241507843,ok
137,219.172670566944,45,0.531385073,219.247051545,ok
137,219.172670566944,32,0.568567683,219.286928989,ok
137,219.172670566944,21,0.684386135,219.206069553,ok
138,220.405621710637,256,0.501557078,220.444575736,ok
138,220.405621710637,181,0.499233482,220.468986581,ok
138,220.405621710637,128,0.542297736,220.575830075,ok
138,220.405621710637,91,0.595203297,220.480348819,ok
138,220.405621710637,64,0.623232191,220.491201676,ok
138,220.405621710637,45,0.642263079,220.525704308,ok
138,220.405621710637,32,0.723837019,220.471156700,ok
138,220.405621710637,21,0.609429622,220.384039411,ok
139,221.928548507254,256,0.483064506,221.963412015,ok
139,221.928548507254,181,0.468100497,221.983608661,ok
139,221.928548507254,128,0.444899493,222.102535928,ok
139,221.928548507254,91,0.551705338,222.068522670,ok
139,221.928548507254,64,0.625845137,222.092687139,ok
139,221.928548507254,45,0.742376963,222.089168152,ok
139,221.928548507254,32,0.705007728,221.926812175,ok
139,221.928548507254,21,0.634962493,222.077974308,ok
140,223.003103180629,256,0.493274651,223.046029332,ok
140,223.003103180629,181,0.483744001,223.075211198,ok
140,223.003103180629,128,0.511791708,223.244837818,ok
140,223.003103180629,91,0.639504315,223.121957212,ok
140,223.003103180629,64,0.718566036,223.014214109,ok
140,223.003103180629,45,0.665120586,222.873473031,ok
140,223.003103180629,32,0.540447132,222.968035026,ok
140,223.003103180629,21,0.728087105,222.896798927,ok
141,224.122238487947,256,0.501490004,224.168528072,ok
141,224.122238487947,181,0.499337410,224.200562996,ok
141,224.122238487947,128,0.599810699,224.361761930,ok
141,224.122238487947,91,0.640581600,224.193669256,ok
141,224.122238487947,64,0.605289043,224.113275002,ok
141,224.122238487947,45,0.530786013,224.132200089,ok
141,224.122238487947,32,0.599708165,224.234240178,ok
141,224.122238487947,21,0.505725811,224.112029282,ok
142,225.293261475205,256,0.514266048,225.330417036,ok
142,225.293261475205,181,0.521471337,225.356363886,ok
142,225.293261475205,128,0.653423474,225.433541982,ok
142,225.293261475205,91,0.626540148,225.330640651,ok
142,225.293261475205,64,0.598927402,225.314271975,ok
142,225.293261475205,45,0.614700083,225.358726380,ok
142,225.293261475205,32,0.703394141,225.281752052,ok
142,225.293261475205,21,0.658910276,225.391190146,ok
143,226.988188488375,256,0.485226414,227.019060127,ok
143,226.988188488375,181,0.472753850,227.037404766,ok
143,226.988188488375,128,0.485144166,227.145255878,ok
143,226.988188488375,91,0.542713098,227.116753793,ok
143,226.988188488375,64,0.560211692,227.114514020,ok
143,226.988188488375,45,0.630318909,227.151148682,ok
143,226.988188488375,32,0.637150750,227.035023904,ok
143,226.988188488375,21,0.786013523,227.019489351,ok
144,228.405506297436,582,0.478909620,228.422510127,ok
144,228.405506297436,408,0.468851076,228.428903442,ok
144,228.405506297436,291,0.453633682,228.436925950,ok
144,228.405506297436,256,0.445392146,228.440573933,ok
144,228.405506297436,204,0.424474872,228.448145505,ok
144,228.405506297436,181,0.407340121,228.453177000,ok
144,228.405506297436,146,0.344988828,228.478960568,ok
144,228.405506297436,128,0.305767262,228.576160995,ok
144,228.405506297436,102,0.384111031,228.593511094,ok
144,228.405506297436,91,0.368474789,228.642842174,ok
144,228.405506297436,73,0.414309810,228.671425493,ok
144,228.405506297436,64,0.381022887,228.693510852,ok
144,228.405506297436,45,0.385350079,228.834333536,ok
144,228.405506297436,32,0.593019503,228.640893696,ok
144,228.405506297436,21,0.513732033,228.254180445,patched
145,228.959023632675,256,0.542666734,229.020421636,ok
145,228.959023632675,181,0.560763079,229.074865781,ok
145,228.959023632675,128,0.852625791,229.345992580,ok
145,228.959023632675,91,1.017068203,228.970891523,ok
145,228.959023632675,64,1.031751280,228.784878811,ok
145,228.959023632675,45,0.970425623,228.442827217,ok
145,228.959023632675,32,0.685425286,228.753170241,ok
145,228.959023632675,21,0.563588353,229.161800580,ok
146,230.330130577805,256,0.511888026,230.364129370,ok
146,230.330130577805,181,0.519228043,230.389169636,ok
146,230.330130577805,128,0.682192386,230.408826009,ok
146,230.330130577805,91,0.602647015,230.316994749,ok
146,230.330130577805,64,0.572332415,230.315979615,ok
146,230.330130577805,45,0.552183807,230.377028110,ok
146,230.330130577805,32,0.602817425,230.328480800,ok
146,230.330130577805,21,0.766299107,230.282145812,ok
147,232.100481747069,256,0.470831682,232.133885911,ok
147,232.100481747069,181,0.449413312,232.151945415,ok
147,232.100481747069,128,0.453156381,232.278022094,ok
147,232.100481747069,91,0.515244279,232.240368956,ok
147,232.100481747069,64,0.511445690,232.246151710,ok
147,232.100481747069,45,0.502776119,232.345870199,ok
147,232.100481747069,32,0.568334628,232.298246739,ok
147,232.100481747069,21,0.570429350,232.110159838,ok
148,233.048063745299,256,0.506320289,233.097787536,ok
148,233.048063745299,181,0.502262679,233.133340940,ok
148,233.048063745299,128,0.651339884,233.292135652,ok
148,233.048063745299,91,0.687048578,233.143795493,ok
148,233.048063745299,64,0.723848993,233.141783323,ok
148,233.048063745299,45,0.921624788,233.026816880,ok
148,233.048063745299,32,0.803809368,232.981753127,ok
148,233.048063745299,21,0.645798413,233.162500874,ok
149,234.351787701833,256,0.496271048,234.387682143,ok
149,234.351787701833,181,0.489591588,234.415179823,ok
149,234.351787701833,128,0.635879728,234.527150053,ok
149,234.351787701833,91,0.621902758,234.401863261,ok
149,234.351787701833,64,0.650724934,234.370940605,ok
149,234.351787701833,45,0.580462950,234.251369482,ok
149,234.351787701833,32,0.572787435,234.287583887,ok
149,234.351787701833,21,0.730744749,234.268997935,ok
150,235.836218771141,256,0.422360689,235.878218465,ok
150,235.836218771141,181,0.375870582,235.889307655,ok
150,235.836218771141,128,0.316452988,236.029032329,ok
150,235.836218771141,91,0.384241401,236.009727513,ok
150,235.836218771141,64,0.400065333,236.032117486,ok
150,235.836218771141,45,0.371591769,235.907333318,ok
150,235.836218771141,32,0.341961711,235.945642931,ok
150,235.836218771141,21,0.405643310,235.822849396,ok
151,236.241560494476,256,0.589651913,236.291921383,ok
151,236.241560494476,181,0.637535975,236.349600576,ok
151,236.241560494476,128,1.078791392,236.295901698,ok
151,236.241560494476,91,0.868121176,236.168065632,ok
151,236.241560494476,64,0.864793952,236.077310766,ok
151,236.241560494476,45,0.815076757,236.278344486,ok
151,236.241560494476,32,0.914751571,236.226663692,ok
151,236.241560494476,21,0.771092308,236.306598207,ok
152,238.537113049983,608,0.485024006,238.547248742,ok
152,238.537113049983,426,0.478151861,238.551270871,ok
152,238.537113049983,304,0.468009581,238.556522278,ok
152,238.537113049983,256,0.460439025,238.559950604,ok
152,238.537113049983,213,0.448899672,238.564497787,ok
152,238.537113049983,181,0.432350289,238.570212478,ok
152,238.537113049983,152,0.394952167,238.590292004,ok
152,238.537113049983,128,0.426716420,238.689615329,ok
152,238.537113049983,107,0.430925036,238.658565647,ok
152,238.537113049983,91,0.437533475,238.677550855,ok
152,238.537113049983,76,0.444660601,238.692190655,ok
152,238.537113049983,64,0.464473720,238.707916976,ok
152,238.537113049983,45,0.471037799,238.839778674,ok
152,238.537113049983,32,0.680530456,238.781526567,patched
152,238.537113049983,21,0.866331581,238.723520534,patched
153,239.338488135620,256,0.501570098,239.395058486,ok
153,239.338488135620,181,0.491393823,239.436976221,ok
153,239.338488135620,128,0.698259172,239.576325347,ok
153,239.338488135620,91,0.708557698,239.528626017,ok
153,239.338488135620,64,0.797390560,239.428761557,ok
153,239.338488135620,45,0.942628020,239.158025420,ok
153,239.338488135620,32,0.626720203,239.139257938,ok
153,239.338488135620,21,0.459081445,239.120008565,ok
154,240.626711169393,256,0.483901117,240.677293576,ok
154,240.626711169393,181,0.464999385,240.715099013,ok
154,240.626711169393,128,0.706640354,240.846634685,ok
154,240.626711169393,91,0.710511052,240.771308625,ok
154,240.626711169393,64,0.667842450,240.641883089,ok
154,240.626711169393,45,0.513686530,240.592755523,ok
154,240.626711169393,32,0.534605386,240.728250586,ok
154,240.626711169393,21,0.481527505,240.775731298,ok
155,241.477920928211,256,0.530265648,241.519270984,ok
155,241.477920928211,181,0.551843643,241.556430573,ok
155,241.477920928211,128,0.688849099,241.373946825,ok
155,241.477920928211,91,0.642650687,241.383372327,ok
155,241.477920928211,64,0.584174389,241.426315092,ok
155,241.477920928211,45,0.589817722,241.529311165,ok
155,241.477920928211,32,0.701411613,241.441277108,ok
155,241.477920928211,21,0.772834275,241.441447603,ok
156,243.228931179739,256,0.484874718,243.263975775,ok
156,243.228931179739,181,0.471328883,243.287598649,ok
156,243.228931179739,128,0.549424982,243.327534728,ok
156,243.228931179739,91,0.558193066,243.326100733,ok
156,243.228931179739,64,0.554654809,243.338570108,ok
156,243.228931179739,45,0.609408929,243.399725373,ok
156,243.228931179739,32,0.621784091,243.295451980,ok
156,243.228931179739,21,0.653220024,243.255404317,ok
157,244.513168583588,256,0.481490205,244.557869474,ok
157,244.513168583588,181,0.460569005,244.587479070,ok
157,244.513168583588,128,0.561871225,244.670190674,ok
157,244.513168583588,91,0.599393619,244.674646821,ok
157,244.513168583588,64,0.648232734,244.705356420,ok
157,244.513168583588,45,0.831848738,244.576476379,ok
157,244.513168583588,32,0.664908481,244.597594495,ok
157,244.513168583588,21,0.600672802,244.531642187,ok
158,245.564881380114,256,0.499541852,245.612906115,ok
158,245.564881380114,181,0.490654041,245.653403372,ok
158,245.564881380114,128,0.657500928,245.668401625,ok
158,245.564881380114,91,0.696394936,245.616588680,ok
158,245.564881380114,64,0.743460918,245.531025200,ok
158,245.564881380114,45,0.564169303,245.427111743,ok
158,245.564881380114,32,0.669327754,245.512310439,ok
158,245.564881380114,21,0.654639182,245.628692881,ok
159,246.724058534725,256,0.499768730,246.768976883,ok
159,246.724058534725,181,0.496570721,246.807246236,ok
159,246.724058534725,128,0.615168293,246.777065878,ok
159,246.724058534725,91,0.612575869,246.740994188,ok
159,246.724058534725,64,0.585361234,246.699294823,ok
159,246.724058534725,45,0.513302951,246.774426609,ok
159,246.724058534725,32,0.564438285,246.711163518,ok
159,246.724058534725,21,0.661441227,246.654165831,ok
160,247.995118582738,632,0.500161871,248.012494812,ok
160,247.995118582738,443,0.499822776,248.020421138,ok
160,247.995118582738,316,0.498911617,248.032101783,ok
160,247.995118582738,256,0.497653639,248.043153405,ok
160,247.995118582738,222,0.496147583,248.053817210,ok
160,247.995118582738,181,0.492128267,248.080390992,ok
160,247.995118582738,158,0.494298631,248.125449220,ok
160,247.995118582738,128,0.582514889,248.075321500,ok
160,247.995118582738,111,0.600240395,248.103524570,ok
160,247.995118582738,91,0.590065159,248.066874063,ok
160,247.995118582738,79,0.609732985,248.050125702,ok
160,247.995118582738,64,0.579571576,248.062514641,ok
160,247.995118582738,45,0.633947388,248.154618198,ok
160,247.995118582738,32,0.602766104,248.102511138,ok
160,247.995118582738,21,0.538628882,248.027741279,ok
161,249.184508964885,256,0.511089613,249.223617937,ok
161,249.184508964885,181,0.515356162,249.256119133,ok
161,249.184508964885,128,0.589597891,249.242211675,ok
161,249.184508964885,91,0.612482268,249.235641574,ok
161,249.184508964885,64,0.630908333,249.232440028,ok
161,249.184508964885,45,0.725639121,249.162564328,ok
161,249.184508964885,32,0.713787819,249.181260410,ok
161,249.184508964885,21,0.705761052,249.264427550,ok
162,251.086563150456,256,0.435954502,251.097546720,ok
162,251.086563150456,181,0.390591869,251.097087211,ok
162,251.086563150456,128,0.369762846,251.185775147,ok
162,251.086563150456,91,0.356390339,251.235959297,ok
162,251.086563150456,64,0.355356589,251.297357175,ok
162,251.086563150456,45,0.491233198,251.508918191,ok
162,251.086563150456,32,0.442705552,251.574828761,ok
162,251.086563150456,21,0.272469516,251.639571298,ok
163,251.636915839614,256,0.511281628,251.728023597,ok
163,251.636915839614,181,0.494100477,251.805039231,ok
163,251.636915839614,128,0.698567751,251.906334100,ok
163,251.636915839614,91,0.962859893,251.872802452,ok
163,251.636915839614,64,1.061307745,251.617511182,ok
