n,gamma,K,sigma_K,gamma_K,status
208,306.795133963712,98,0.364949074,306.952435970,ok
208,306.795133963712,91,0.367625535,306.950584233,ok
208,306.795133963712,64,0.317388949,306.984116963,ok
208,306.795133963712,45,0.372567598,307.057335438,ok
208,306.795133963712,32,0.437467534,306.958077865,ok
208,306.795133963712,21,0.501961406,306.764993726,ok
209,307.286084936715,256,0.560210812,307.372243781,ok
209,307.286084936715,181,0.674743637,307.556894775,ok
209,307.286084936715,128,0.811508834,307.336500973,ok
209,307.286084936715,91,0.879042322,307.334070148,ok
209,307.286084936715,64,1.057848733,307.280780409,ok
209,307.286084936715,45,0.957290165,307.058883497,ok
209,307.286084936715,32,0.833815249,307.199186124,ok
209,307.286084936715,21,0.680738564,307.408523282,ok
210,309.122483030422,256,0.433284166,309.150725153,ok
210,309.122483030422,181,0.348857031,309.239181967,ok
210,309.122483030422,128,0.464148498,309.272876133,ok
210,309.122483030422,91,0.511500299,309.333578161,ok
210,309.122483030422,64,0.652418942,309.148425314,ok
210,309.122483030422,45,0.509220556,309.216701885,ok
210,309.122483030422,32,0.708394462,309.197091005,ok
210,309.122483030422,21,0.876666161,309.012225484,ok
211,309.739907613975,256,0.516669293,309.843282426,ok
211,309.739907613975,181,0.602383338,310.077380625,ok
211,309.739907613975,128,0.742603130,309.816563840,ok
211,309.739907613975,91,0.785105558,309.662115734,ok
211,309.739907613975,64,0.518404385,309.712186226,ok
211,309.739907613975,45,0.695792032,309.776370354,ok
211,309.739907613975,32,0.496914230,309.666900419,ok
211,309.739907613975,21,0.307438356,309.731811477,ok
212,310.823674960945,256,0.535595000,310.876748579,ok
212,310.823674960945,181,0.695158462,310.941914800,ok
212,310.823674960945,128,0.618507136,310.815890588,ok
212,310.823674960945,91,0.591305422,310.790108729,ok
212,310.823674960945,64,0.603703814,310.861834329,ok
212,310.823674960945,45,0.635664595,310.780140933,ok
212,310.823674960945,32,0.626186862,310.870243449,ok
212,310.823674960945,21,0.704291107,310.978552108,ok
213,312.556366867561,256,0.473241472,312.596382917,ok
213,312.556366867561,181,0.467893534,312.687744985,ok
213,312.556366867561,128,0.519173167,312.663122798,ok
213,312.556366867561,91,0.541566915,312.656534053,ok
213,312.556366867561,64,0.575470432,312.717522391,ok
213,312.556366867561,45,0.602484622,312.657601968,ok
213,312.556366867561,32,0.715849804,312.688823947,ok
213,312.556366867561,21,0.762288844,312.519705166,ok
214,313.877942455068,256,0.419489205,313.921674726,ok
214,313.877942455068,181,0.317199692,314.022529838,ok
214,313.877942455068,128,0.379434440,314.080426021,ok
214,313.877942455068,91,0.408242192,314.127276293,ok
214,313.877942455068,64,0.361748629,314.258813321,ok
214,313.877942455068,45,0.441678325,314.270175242,ok
214,313.877942455068,32,0.426378645,314.490859873,ok
214,313.877942455068,21,0.449139307,313.841054147,patched
215,314.433165169289,256,0.545852635,314.533249589,ok
215,314.433165169289,181,0.720967757,314.800901558,ok
215,314.433165169289,128,0.930273197,314.532001586,ok
215,314.433165169289,91,0.946556810,314.343853007,ok
215,314.433165169289,64,1.058560483,313.993112863,ok
215,314.433165169289,45,0.870963413,314.008665691,ok
215,314.433165169289,32,0.706533385,313.711857709,ok
215,314.433165169289,21,0.701269807,314.520609631,ok
216,315.734986124927,805,0.502585036,315.748957140,ok
216,315.734986124927,563,0.503525453,315.755537799,ok
216,315.734986124927,403,0.504674771,315.765297568,ok
216,315.734986124927,282,0.506334880,315.784785217,ok
216,315.734986124927,256,0.506961144,315.794147418,ok
216,315.734986124927,202,0.520234594,315.853787574,ok
216,315.734986124927,181,0.645279085,315.893446218,ok
216,315.734986124927,141,0.597262418,315.753285931,ok
216,315.734986124927,128,0.624913369,315.748750567,ok
216,315.734986124927,101,0.597124326,315.724196240,ok
216,315.734986124927,91,0.586885295,315.734679167,ok
216,315.734986124927,64,0.515140740,315.762955029,ok
216,315.734986124927,45,0.562001527,315.780578253,ok
216,315.734986124927,32,0.697022480,315.870301376,ok
216,315.734986124927,21,0.616706508,315.719585097,ok
217,317.012318042233,256,0.498862954,317.067031206,ok
217,317.012318042233,181,0.587383741,317.150979120,ok
217,317.012318042233,128,0.592999983,317.066845896,ok
217,317.012318042233,91,0.584647565,317.065920613,ok
217,317.012318042233,64,0.581968199,317.120498201,ok
217,317.012318042233,45,0.638263814,317.089204226,ok
217,317.012318042233,32,0.683195589,316.933346237,ok
217,317.012318042233,21,0.666925673,317.049542362,ok
218,318.456217256355,256,0.469431741,318.507272143,ok
218,318.456217256355,181,0.481761543,318.628679465,ok
218,318.456217256355,128,0.553730197,318.587094729,ok
218,318.456217256355,91,0.571829969,318.596508133,ok
218,318.456217256355,64,0.649890639,318.676563188,ok
218,318.456217256355,45,0.701818469,318.552964393,ok
218,318.456217256355,32,0.534165946,318.485971838,ok
218,318.456217256355,21,0.639505252,318.420052633,ok
219,319.579691297035,256,0.465743980,319.648946038,ok
219,319.579691297035,181,0.466331823,319.839577700,ok
219,319.579691297035,128,0.644415347,319.774930108,ok
219,319.579691297035,91,0.735789769,319.744118731,ok
219,319.579691297035,64,0.865733706,319.495500030,ok
219,319.579691297035,45,0.663827891,319.505880525,ok
219,319.579691297035,32,0.772057167,319.880777113,ok
219,319.579691297035,21,0.498510141,319.712009812,patched
220,320.406303644493,256,0.525248911,320.474462848,ok
220,320.406303644493,181,0.764831134,320.591828163,ok
220,320.406303644493,128,0.675469511,320.338365236,ok
220,320.406303644493,91,0.618308982,320.281151742,ok
220,320.406303644493,64,0.473015261,320.302931665,ok
220,320.406303644493,45,0.524311366,320.386726717,ok
220,320.406303644493,32,0.590220732,320.099060608,ok
220,320.406303644493,21,0.792732235,320.312087810,ok
221,322.001967804490,256,0.423737216,322.058872284,ok
221,322.001967804490,181,0.380359599,322.207760921,ok
221,322.001967804490,128,0.481840808,322.171030554,ok
221,322.001967804490,91,0.488736478,322.153273571,ok
221,322.001967804490,64,0.395714980,322.113315227,ok
221,322.001967804490,45,0.387794003,322.223227365,ok
221,322.001967804490,32,0.414148038,322.050307432,ok
221,322.001967804490,21,0.488289074,321.984869116,ok
222,322.539117423792,256,0.580202798,322.615158944,ok
222,322.539117423792,181,0.912419471,322.630935890,ok
222,322.539117423792,128,0.725112859,322.470115043,ok
222,322.539117423792,91,0.714631272,322.466648618,ok
222,322.539117423792,64,0.795948017,322.586138304,ok
222,322.539117423792,45,0.916783128,322.403064071,ok
222,322.539117423792,32,0.774273061,322.602140338,ok
222,322.539117423792,21,0.679551946,322.601845513,ok
223,324.518444673724,256,0.454364599,324.552761313,ok
223,324.518444673724,181,0.451728824,324.662902346,ok
223,324.518444673724,128,0.483744810,324.637150115,ok
223,324.518444673724,91,0.504115573,324.667595031,ok
223,324.518444673724,64,0.600459986,324.756617262,ok
223,324.518444673724,45,0.595987265,324.618493308,ok
223,324.518444673724,32,0.799997632,324.620092698,ok
223,324.518444673724,21,0.844753156,324.640254113,ok
224,325.474784044106,829,0.494465936,325.493228499,ok
224,325.474784044106,581,0.491246108,325.501381568,ok
224,325.474784044106,415,0.485689775,325.513087493,ok
224,325.474784044106,291,0.472594922,325.534307493,ok
224,325.474784044106,256,0.462631838,325.547494390,ok
224,325.474784044106,208,0.425931934,325.603982019,ok
224,325.474784044106,181,0.521257366,325.744548058,ok
224,325.474784044106,146,0.590568430,325.651014348,ok
224,325.474784044106,128,0.589906545,325.675516778,ok
224,325.474784044106,104,0.671908475,325.644648034,ok
224,325.474784044106,91,0.731451869,325.675258370,ok
224,325.474784044106,64,0.821567195,325.349336377,ok
224,325.474784044106,45,0.651756279,325.497204048,ok
224,325.474784044106,32,0.493015313,325.298688181,ok
224,325.474784044106,21,0.480042478,325.255754942,ok
225,326.458541219865,256,0.481507137,326.555635618,ok
225,326.458541219865,181,0.869743692,326.966821763,patched
225,326.458541219865,128,0.757684817,326.599758565,patched
225,326.458541219865,91,0.739681338,326.382654615,patched
225,326.458541219865,64,0.497411636,326.405633193,patched
225,326.458541219865,45,0.640338713,326.484382350,patched
225,326.458541219865,32,0.437492236,326.649439113,patched
225,326.458541219865,21,0.399268728,326.619184520,patched
226,327.259931766512,256,0.560793287,327.315523392,ok
226,327.259931766512,181,0.647386260,326.957032280,ok
226,327.259931766512,128,0.614691952,327.150081258,ok
226,327.259931766512,91,0.541351249,327.182821610,ok
226,327.259931766512,64,0.575628218,327.289295273,ok
226,327.259931766512,45,0.593461166,327.184591768,ok
226,327.259931766512,32,0.819379993,327.191604532,ok
226,327.259931766512,21,0.845640269,327.250846556,ok
227,329.200097937579,256,0.445545916,329.237252423,ok
227,329.200097937579,181,0.463650532,329.338632172,ok
227,329.200097937579,128,0.474746142,329.330604286,ok
227,329.200097937579,91,0.476969464,329.322699007,ok
227,329.200097937579,64,0.454239642,329.417171250,ok
227,329.200097937579,45,0.511128408,329.380905418,ok
227,329.200097937579,32,0.627175038,329.275962657,ok
227,329.200097937579,21,0.692309365,329.189173596,ok
228,330.036049590346,256,0.495456609,330.121708132,ok
228,330.036049590346,181,0.657845290,330.226151188,ok
228,330.036049590346,128,0.684489916,330.188043648,ok
228,330.036049590346,91,0.699525569,330.175499970,ok
228,330.036049590346,64,0.957046630,330.078506789,ok
228,330.036049590346,45,0.829732801,330.032208303,ok
228,330.036049590346,32,0.608964213,330.022833140,ok
228,330.036049590346,21,0.478106432,330.044361231,ok
229,331.211402899582,256,0.496666393,331.274538674,ok
229,331.211402899582,181,0.653249315,331.317368803,ok
229,331.211402899582,128,0.664185466,331.261472597,ok
229,331.211402899582,91,0.676901537,331.229693745,ok
229,331.211402899582,64,0.583904688,331.078997834,ok
229,331.211402899582,45,0.594586696,331.123931418,ok
229,331.211402899582,32,0.647566759,331.236181110,ok
229,331.211402899582,21,0.760106102,331.321133998,ok
230,332.572946528233,256,0.430401720,332.633778791,ok
230,332.572946528233,181,0.493896820,332.806119574,ok
230,332.572946528233,128,0.584812712,332.767728751,ok
230,332.572946528233,91,0.628248688,332.717392933,ok
230,332.572946528233,64,0.457167008,332.609724701,ok
230,332.572946528233,45,0.477092217,332.651322638,ok
230,332.572946528233,32,0.665854860,332.625779737,ok
230,332.572946528233,21,0.605038981,332.413459620,ok
231,333.181508328694,256,0.563494219,333.271177278,ok
231,333.181508328694,181,0.803543840,333.111351316,ok
231,333.181508328694,128,0.675707513,333.057772251,ok
231,333.181508328694,91,0.620223435,333.062391225,ok
231,333.181508328694,64,0.663886628,333.261463078,ok
231,333.181508328694,45,0.711318723,333.203146756,ok
231,333.181508328694,32,0.554674426,333.106593258,ok
231,333.181508328694,21,0.527639480,333.279620581,ok
232,334.768699894679,853,0.499057589,334.781246556,ok
232,334.768699894679,597,0.498359062,334.786944402,ok
232,334.768699894679,427,0.497046587,334.795166193,ok
232,334.768699894679,299,0.493661045,334.810527591,ok
232,334.768699894679,256,0.490251119,334.823068702,ok
232,334.768699894679,214,0.486020679,334.861217193,ok
232,334.768699894679,181,0.565575874,334.840845248,ok
232,334.768699894679,150,0.554263930,334.841172105,ok
232,334.768699894679,128,0.563396005,334.833230622,ok
232,334.768699894679,107,0.566971813,334.841448736,ok
232,334.768699894679,91,0.574516228,334.834069242,ok
232,334.768699894679,64,0.649986901,334.876503426,ok
232,334.768699894679,45,0.662398472,334.823446801,ok
232,334.768699894679,32,0.613777373,334.866620187,ok
232,334.768699894679,21,0.735623582,334.822849891,ok
233,336.152717554433,256,0.459162751,336.205508274,ok
233,336.152717554433,181,0.520099773,336.284882656,ok
233,336.152717554433,128,0.534957718,336.288348606,ok
233,336.152717554433,91,0.575570676,336.304583337,ok
233,336.152717554433,64,0.750008089,336.236038658,ok
233,336.152717554433,45,0.673782852,336.174917695,ok
233,336.152717554433,32,0.799993062,336.222196492,ok
233,336.152717554433,21,0.596502919,336.132488286,ok
234,337.139663054777,256,0.475481839,337.216391694,ok
234,337.139663054777,181,0.606586041,337.280837052,ok
234,337.139663054777,128,0.640479417,337.269686758,ok
234,337.139663054777,91,0.709437542,337.205416599,ok
234,337.139663054777,64,0.584170002,337.023570054,ok
234,337.139663054777,45,0.558408603,337.113828304,ok
234,337.139663054777,32,0.525843807,336.975705505,ok
234,337.139663054777,21,0.675462249,337.166033925,ok
235,338.226282686037,256,0.470292269,338.319990411,ok
235,338.226282686037,181,0.631291213,338.367441743,ok
235,338.226282686037,128,0.670337808,338.344576032,ok
235,338.226282686037,91,0.657045366,338.246261109,ok
235,338.226282686037,64,0.496021574,338.297550700,ok
235,338.226282686037,45,0.595435769,338.376650977,ok
235,338.226282686037,32,0.425535180,338.358399499,ok
235,338.226282686037,21,0.505764274,338.163051482,ok
236,339.011252615200,256,0.562033432,339.075923262,ok
236,339.011252615200,181,0.633946115,338.964214371,ok
236,339.011252615200,128,0.627167187,338.934384586,ok
236,339.011252615200,91,0.583491330,338.947507711,ok
236,339.011252615200,64,0.669266596,339.029264097,ok
236,339.011252615200,45,0.675877070,338.896795503,ok
236,339.011252615200,32,0.809914501,339.018576514,ok
236,339.011252615200,21,0.660492337,339.107859000,ok
237,340.841952352353,256,0.461426668,340.885203120,ok
237,340.841952352353,181,0.493936429,340.930486298,ok
237,340.841952352353,128,0.513942536,340.951923968,ok
237,340.841952352353,91,0.525227877,340.955316851,ok
237,340.841952352353,64,0.595110498,341.006852021,ok
237,340.841952352353,45,0.582892432,340.936026196,ok
237,340.841952352353,32,0.678642590,340.849569739,ok
237,340.841952352353,21,0.810233962,340.824099764,ok
238,342.026153183365,256,0.425826008,342.093163413,ok
238,342.026153183365,181,0.443363138,342.199199636,ok
238,342.026153183365,128,0.455708398,342.288260304,ok
238,342.026153183365,91,0.473556241,342.351998688,ok
238,342.026153183365,64,0.445401268,342.546547459,ok
238,342.026153183365,45,0.534664090,342.465289649,ok
238,342.026153183365,32,0.493022066,342.030743431,patched
238,342.026153183365,21,0.377345585,341.906499075,patched
239,342.685858237359,256,0.544528692,342.784144366,ok
239,342.685858237359,181,0.719566107,342.777621530,ok
239,342.685858237359,128,0.893047767,342.643717023,ok
239,342.685858237359,91,0.916107218,342.475223767,ok
239,342.685858237359,64,0.904346795,342.066257142,ok
239,342.685858237359,45,0.801802163,342.228650540,ok
239,342.685858237359,32,0.705018310,342.763147550,ok
239,342.685858237359,21,0.726939028,342.966071703,ok
240,344.083666156569,877,0.497341734,344.097018762,ok
240,344.083666156569,614,0.495859878,344.103125705,ok
240,344.083666156569,439,0.493447779,344.112104162,ok
240,344.083666156569,307,0.488140050,344.129674331,ok
240,344.083666156569,256,0.482146905,344.148616134,ok
240,344.083666156569,220,0.476941947,344.193606497,ok
240,344.083666156569,181,0.553048407,344.174543364,ok
240,344.083666156569,154,0.573268302,344.159546198,ok
240,344.083666156569,128,0.597992975,344.119380751,ok
240,344.083666156569,110,0.596972507,344.117869225,ok
240,344.083666156569,91,0.568553406,344.096761056,ok
240,344.083666156569,64,0.515378794,344.152532218,ok
240,344.083666156569,45,0.547906632,344.109207093,ok
240,344.083666156569,32,0.673030632,344.027171644,ok
240,344.083666156569,21,0.705764028,343.890179224,ok
241,345.209775341346,256,0.486576840,345.290650972,ok
241,345.209775341346,181,0.559974105,345.327165446,ok
241,345.209775341346,128,0.598696505,345.274439201,ok
241,345.209775341346,91,0.580171137,345.285171695,ok
241,345.209775341346,64,0.638540125,345.371170216,ok
241,345.209775341346,45,0.608699270,345.325606937,ok
241,345.209775341346,32,0.516641229,345.226966990,ok
241,345.209775341346,21,0.453687455,345.271645950,ok
242,346.262760467102,256,0.520598414,346.330388339,ok
242,346.262760467102,181,0.598481847,346.338229140,ok
242,346.262760467102,128,0.612040888,346.285979363,ok
242,346.262760467102,91,0.632395782,346.294882389,ok
242,346.262760467102,64,0.711085450,346.218873360,ok
242,346.262760467102,45,0.701101187,346.240967443,ok
242,346.262760467102,32,0.673545222,346.342834552,ok
242,346.262760467102,21,0.742340592,346.328563188,ok
243,347.924648114363,256,0.446996667,347.964549580,ok
243,347.924648114363,181,0.455308438,348.038223524,ok
243,347.924648114363,128,0.507857988,348.051456633,ok
243,347.924648114363,91,0.546403565,348.090204924,ok
243,347.924648114363,64,0.627768673,347.991945657,ok
243,347.924648114363,45,0.663306804,347.979054984,ok
243,347.924648114363,32,0.800336408,347.952696654,ok
243,347.924648114363,21,0.715316459,347.929684864,ok
244,348.981798388547,256,0.382294491,349.049201338,ok
244,348.981798388547,181,0.345302901,349.160522999,ok
244,348.981798388547,128,0.388983670,349.222212669,ok
244,348.981798388547,91,0.392939848,349.299311064,ok
244,348.981798388547,64,0.589228087,349.060074694,ok
244,348.981798388547,45,0.544649270,348.976701354,ok
244,348.981798388547,32,0.437278009,348.822314029,ok
244,348.981798388547,21,0.527424705,348.892156040,ok
245,349.434342456600,256,0.612621281,349.564200931,ok
245,349.434342456600,181,0.902670936,349.587877929,ok
245,349.434342456600,128,0.964736122,349.325171146,ok
245,349.434342456600,91,0.995352934,349.078997443,ok
245,349.434342456600,64,0.617848347,349.355538575,patched
245,349.434342456600,45,0.626271099,349.434658454,patched
245,349.434342456600,32,0.598693764,349.588974051,patched
245,349.434342456600,21,0.558986253,349.507445403,patched
246,350.977213109309,256,0.502054701,351.038376110,ok
246,350.977213109309,181,0.575766759,351.056270396,ok
246,350.977213109309,128,0.575793774,351.019195761,ok
246,350.977213109309,91,0.557439524,351.011475349,ok
246,350.977213109309,64,0.611680224,351.033678974,ok
246,350.977213109309,45,0.646405329,351.022699645,ok
246,350.977213109309,32,0.709635164,351.015196023,ok
246,350.977213109309,21,0.727177127,351.052277278,ok
247,352.391768243125,256,0.469725567,352.449012415,ok
247,352.391768243125,181,0.513532411,352.515452608,ok
247,352.391768243125,128,0.549100830,352.501962784,ok
247,352.391768243125,91,0.553220946,352.505695482,ok
247,352.391768243125,64,0.634256161,352.487054392,ok
247,352.391768243125,45,0.645371681,352.431369754,ok
247,352.391768243125,32,0.641773218,352.374399489,ok
247,352.391768243125,21,0.646007815,352.301145664,ok
248,353.693333325683,901,0.485655581,353.710392254,ok
248,353.693333325683,631,0.478505243,353.717324449,ok
248,353.693333325683,451,0.467436348,353.726452466,ok
248,353.693333325683,316,0.444926633,353.740539543,ok
248,353.693333325683,256,0.414917060,353.754214213,ok
248,353.693333325683,226,0.374187141,353.778718372,ok
248,353.693333325683,181,0.389767583,353.881596096,ok
248,353.693333325683,158,0.420044994,353.888554450,ok
248,353.693333325683,128,0.438424378,353.945931388,ok
248,353.693333325683,113,0.462317361,353.967363241,ok
248,353.693333325683,91,0.431899270,353.994848989,ok
248,353.693333325683,64,0.505386297,354.154153545,ok
248,353.693333325683,45,0.637198741,353.813788614,ok
248,353.693333325683,32,0.562264766,353.782139906,ok
248,353.693333325683,21,0.404183373,353.813715337,ok
249,354.301737741464,256,0.547509484,354.412948146,ok
249,354.301737741464,181,0.808997206,354.482201238,ok
249,354.301737741464,128,0.902073842,354.243237600,ok
249,354.301737741464,91,0.958698654,354.112884021,ok
249,354.301737741464,64,0.783446976,353.812090405,ok
249,354.301737741464,45,0.616180814,354.188499588,patched
249,354.301737741464,32,0.651616351,354.250113516,patched
249,354.301737741464,21,0.843219629,354.241977435,ok
250,355.744440262597,256,0.466845210,355.820209055,ok
250,355.744440262597,181,0.579844308,355.901586733,ok
250,355.744440262597,128,0.598012855,355.802777882,ok
250,355.744440262597,91,0.577687267,355.769241786,ok
250,355.744440262597,64,0.548263617,355.833060349,ok
250,355.744440262597,45,0.599934589,355.804221851,ok
250,355.744440262597,32,0.650102357,355.819157372,ok
250,355.744440262597,21,0.530800670,355.779291721,ok
251,356.627647213767,256,0.531335050,356.708076002,ok
251,356.627647213767,181,0.674330278,356.669179653,ok
251,356.627647213767,128,0.607755683,356.620427645,ok
251,356.627647213767,91,0.590477507,356.629786193,ok
251,356.627647213767,64,0.658327994,356.638225868,ok
251,356.627647213767,45,0.617336369,356.607305964,ok
251,356.627647213767,32,0.607160766,356.547005041,ok
251,356.627647213767,21,0.702527903,356.617532706,ok
252,358.288275092942,256,0.443261469,358.345086116,ok
252,358.288275092942,181,0.482295376,358.448327780,ok
252,358.288275092942,128,0.513188793,358.425261820,ok
252,358.288275092942,91,0.515692826,358.450885208,ok
252,358.288275092942,64,0.613683038,358.482253577,ok
252,358.288275092942,45,0.588749969,358.520692214,ok
252,358.288275092942,32,0.526593218,358.448189273,ok
252,358.288275092942,21,0.570946964,358.303803227,ok
253,359.096461192606,256,0.513535348,359.184376433,ok
253,359.096461192606,181,0.687702612,359.214353375,ok
253,359.096461192606,128,0.675061741,359.145084524,ok
253,359.096461192606,91,0.731026690,359.119539036,ok
253,359.096461192606,64,0.697819399,358.976379634,ok
253,359.096461192606,45,0.751484798,358.924359242,ok
253,359.096461192606,32,0.799512194,359.039665383,ok
253,359.096461192606,21,0.679226952,359.184074759,ok
254,360.711041024559,256,0.387803164,360.738202280,ok
254,360.711041024559,181,0.370394540,360.877429227,ok
254,360.711041024559,128,0.416047335,360.880478163,ok
254,360.711041024559,91,0.452114121,360.950746286,ok
254,360.711041024559,64,0.524142088,360.818047026,ok
254,360.711041024559,45,0.523502628,360.705014824,ok
254,360.711041024559,32,0.623577941,360.596636123,ok
254,360.711041024559,21,0.781193007,360.484779772,ok
255,361.197493036209,256,0.543809426,361.366398401,ok
255,361.197493036209,181,0.950409838,361.352362107,ok
255,361.197493036209,128,0.864845369,361.222826800,ok
255,361.197493036209,91,0.852284944,361.025621327,ok
255,361.197493036209,64,0.679531683,361.178449964,ok
255,361.197493036209,45,0.603263736,361.309303185,ok
255,361.197493036209,32,0.438396039,361.317166788,ok
255,361.197493036209,21,0.290081090,361.314028774,ok
256,362.276968893167,923,0.510663476,362.286347675,ok
256,362.276968893167,646,0.515522889,362.290974679,ok
256,362.276968893167,462,0.522592569,362.298084340,ok
256,362.276968893167,323,0.536175152,362.312932035,ok
256,362.276968893167,256,0.558056975,362.338190331,ok
256,362.276968893167,231,0.594397180,362.365885473,ok
256,362.276968893167,181,0.609633114,362.214921009,ok
256,362.276968893167,162,0.621114701,362.241376324,ok
256,362.276968893167,128,0.594826889,362.233433695,ok
256,362.276968893167,116,0.574849469,362.240798204,ok
256,362.276968893167,91,0.569975544,362.241865735,ok
256,362.276968893167,64,0.614412089,362.242330473,ok
256,362.276968893167,45,0.685228742,362.228658454,ok
256,362.276968893167,32,0.749053804,362.304596251,ok
256,362.276968893167,21,0.811535872,362.388501726,ok
257,364.419724431835,256,0.380260979,364.397972695,ok
257,364.419724431835,181,0.337534811,364.484546514,ok
257,364.419724431835,128,0.327387081,364.495205699,ok
257,364.419724431835,91,0.321995067,364.505050352,ok
257,364.419724431835,64,0.305119888,364.550704475,ok
257,364.419724431835,45,0.337682740,364.637387518,ok
257,364.419724431835,32,0.300044525,364.767520062,ok
257,364.419724431835,21,0.306950524,364.888812980,ok
258,364.803736092112,256,0.516480458,364.977845816,ok
258,364.803736092112,181,0.780035163,365.063329601,ok
258,364.803736092112,128,0.871331544,365.061686342,ok
258,364.803736092112,91,0.944545057,365.016643727,ok
258,364.803736092112,64,1.063395969,364.841220765,ok
258,364.803736092112,45,0.950783735,364.634511754,ok
258,364.803736092112,32,0.917197788,364.400254703,ok
258,364.803736092112,21,0.832089179,364.255943168,ok
259,366.049689518269,256,0.495474332,366.141762008,ok
259,366.049689518269,181,0.657556739,366.105203376,ok
259,366.049689518269,128,0.679081628,366.038512779,ok
259,366.049689518269,91,0.651014741,365.989083645,ok
259,366.049689518269,64,0.552919174,365.981879181,ok
259,366.049689518269,45,0.562765997,366.100020060,ok
259,366.049689518269,32,0.605882886,366.259451732,ok
259,366.049689518269,21,0.773238409,366.240464333,ok
260,367.125534935075,256,0.506490972,367.209928285,ok
260,367.125534935075,181,0.603282421,367.154031676,ok
260,367.125534935075,128,0.593852796,367.119408083,ok
260,367.125534935075,91,0.570542402,367.115060208,ok
260,367.125534935075,64,0.545766939,367.163048863,ok
260,367.125534935075,45,0.650467275,367.143997271,ok
260,367.125534935075,32,0.736241194,367.002585271,ok
260,367.125534935075,21,0.601143588,366.969516770,ok
261,368.433814889808,256,0.476885053,368.514748454,ok
261,368.433814889808,181,0.559179791,368.520094797,ok
261,368.433814889808,128,0.569150998,368.507809116,ok
261,368.433814889808,91,0.569564471,368.517254087,ok
261,368.433814889808,64,0.599609696,368.569761133,ok
261,368.433814889808,45,0.615300978,368.467142506,ok
261,368.433814889808,32,0.522691080,368.445150115,ok
261,368.433814889808,21,0.562415000,368.505249925,ok
262,369.501693331896,256,0.506196850,369.582469508,ok
262,369.501693331896,181,0.589630790,369.569506789,ok
262,369.501693331896,128,0.608171266,369.555841757,ok
262,369.501693331896,91,0.636660771,369.553709707,ok
262,369.501693331896,64,0.710545906,369.511060400,ok
262,369.501693331896,45,0.626168516,369.519596131,ok
262,369.501693331896,32,0.661924508,369.591143219,ok
262,369.501693331896,21,0.675633110,369.506831996,ok
263,371.069016090565,256,0.417309295,371.115893525,ok
263,371.069016090565,181,0.454021557,371.204852593,ok
263,371.069016090565,128,0.482912593,371.243829772,ok
263,371.069016090565,91,0.545898499,371.308910346,ok
263,371.069016090565,64,0.707898551,371.155328032,ok
263,371.069016090565,45,0.786793302,371.273814295,ok
263,371.069016090565,32,0.813638693,371.083352092,ok
263,371.069016090565,21,0.725298337,371.179263283,ok
264,371.770095915150,947,0.504043944,371.789830440,ok
264,371.770095915150,663,0.505131027,371.799206647,ok
264,371.770095915150,474,0.505835917,371.813340627,ok
264,371.770095915150,332,0.504218343,371.841603239,ok
264,371.770095915150,256,0.494139558,371.897706985,ok
264,371.770095915150,237,0.491850089,371.946443007,ok
264,371.770095915150,181,0.666354733,371.909967893,ok
264,371.770095915150,166,0.741106285,371.943294056,ok
264,371.770095915150,128,0.760808304,371.836084148,ok
264,371.770095915150,119,0.778615680,371.811856591,ok
264,371.770095915150,91,0.778107365,371.654135256,ok
264,371.770095915150,64,0.531761608,371.669529913,ok
264,371.770095915150,45,0.513114271,371.547888890,ok
264,371.770095915150,32,0.438836706,371.679224259,ok
264,371.770095915150,21,0.537285587,371.623005508,ok
265,372.884860886591,256,0.500714766,372.991729889,ok
265,372.884860886591,181,0.618233595,372.968273818,ok
265,372.884860886591,128,0.634714913,372.904852563,ok
265,372.884860886591,91,0.580005633,372.880415623,ok
265,372.884860886591,64,0.559632663,372.961416308,ok
265,372.884860886591,45,0.514075291,372.949199038,ok
265,372.884860886591,32,0.582560551,372.999229006,ok
265,372.884860886591,21,0.546669152,372.948413199,ok
266,373.934868915462,256,0.532676350,374.015526353,ok
266,373.934868915462,181,0.606329531,373.973514515,ok
266,373.934868915462,128,0.605645102,373.936166973,ok
266,373.934868915462,91,0.591149949,373.948349495,ok
266,373.934868915462,64,0.657766582,373.961155136,ok
266,373.934868915462,45,0.680900374,373.989924076,ok
266,373.934868915462,32,0.678151800,373.916131167,ok
266,373.934868915462,21,0.682242308,373.953508061,ok
267,375.546874727008,256,0.453895028,375.604423387,ok
267,375.546874727008,181,0.497968282,375.656097607,ok
267,375.546874727008,128,0.537313694,375.659777453,ok
267,375.546874727008,91,0.548777514,375.675240500,ok
267,375.546874727008,64,0.637720778,375.665612747,ok
267,375.546874727008,45,0.711134565,375.613739696,ok
267,375.546874727008,32,0.676215796,375.639020168,ok
267,375.546874727008,21,0.711397872,375.590986616,ok
268,376.683900937975,256,0.427737172,376.763523336,ok
268,376.683900937975,181,0.482935228,376.869477320,ok
268,376.683900937975,128,0.587696656,376.895224442,ok
268,376.683900937975,91,0.689536730,376.925023216,ok
268,376.683900937975,64,0.714935781,376.684860138,ok
268,376.683900937975,45,0.587152748,376.599090779,ok
268,376.683900937975,32,0.650043491,376.568346138,ok
268,376.683900937975,21,0.575610809,376.582572101,ok
269,377.559223274185,256,0.468279311,377.696856842,ok
269,377.559223274185,181,0.675039352,377.824017167,ok
