n,gamma,K,sigma_K,gamma_K,status
12,30.721899644548,224,0.501082188,30.736066998,ok
12,30.721899644548,159,0.501319572,30.742033610,ok
12,30.721899644548,112,0.501451068,30.751002361,ok
12,30.721899644548,79,0.501194683,30.764751566,ok
12,30.721899644548,56,0.500023578,30.787642404,ok
12,30.721899644548,37,0.501946154,30.852695402,ok
13,32.475887591542,448,0.499515997,32.483725443,ok
13,32.475887591542,317,0.499254962,32.486980356,ok
13,32.475887591542,224,0.498823337,32.491637722,ok
13,32.475887591542,159,0.498101121,32.498235918,ok
13,32.475887591542,112,0.496799022,32.508127749,ok
13,32.475887591542,79,0.494404729,32.523274797,ok
13,32.475887591542,56,0.490031258,32.548695307,ok
13,32.475887591542,37,0.489313854,32.623895249,ok
14,34.111240783037,448,0.499540949,34.118792929,ok
14,34.111240783037,317,0.499282171,34.121937660,ok
14,34.111240783037,224,0.498848824,34.126452222,ok
14,34.111240783037,159,0.498119900,34.132889783,ok
14,34.111240783037,112,0.496815440,34.142669508,ok
14,34.111240783037,79,0.494493053,34.158063974,ok
14,34.111240783037,56,0.490753738,34.185405473,ok
14,34.111240783037,37,0.502472588,34.274452988,ok
15,35.311847458978,448,0.505132530,35.318717813,ok
15,35.311847458978,317,0.507241312,35.321629683,ok
15,35.311847458978,224,0.510241888,35.325848427,ok
15,35.311847458978,159,0.514471844,35.331916233,ok
15,35.311847458978,112,0.520812968,35.341167380,ok
15,35.311847458978,79,0.530711121,35.355529869,ok
15,35.311847458978,56,0.548885338,35.379304058,ok
15,35.311847458978,37,0.627442012,35.424936635,ok
16,38.364637336031,448,0.493394360,38.371718851,ok
16,38.364637336031,317,0.490608426,38.374562281,ok
16,38.364637336031,224,0.486569802,38.378525559,ok
16,38.364637336031,171,0.482167423,38.382626624,ok
16,38.364637336031,159,0.480727780,38.383917611,ok
16,38.364637336031,120,0.473783434,38.389799393,ok
16,38.364637336031,112,0.471660429,38.391485146,ok
16,38.364637336031,86,0.461281390,38.399015326,ok
16,38.364637336031,79,0.456914538,38.401861757,ok
16,38.364637336031,60,0.436742096,38.413266619,ok
16,38.364637336031,56,0.429433733,38.417024973,ok
16,38.364637336031,43,0.386128587,38.442908504,ok
16,38.364637336031,37,0.350433469,38.480189606,ok
16,38.364637336031,30,0.327291618,38.586339819,ok
16,38.364637336031,22,0.359290360,38.628730748,ok
17,39.482578746662,448,0.498916334,39.491168813,ok
17,39.482578746662,317,0.498338308,39.494745885,ok
17,39.482578746662,224,0.497370747,39.499900334,ok
17,39.482578746662,159,0.495695584,39.507323289,ok
17,39.482578746662,112,0.492442739,39.518870204,ok
17,39.482578746662,79,0.485516387,39.538102047,ok
17,39.482578746662,56,0.468990619,39.577636420,ok
17,39.482578746662,37,0.451873965,39.760820580,ok
18,40.710328651654,448,0.502935951,40.720821237,ok
18,40.710328651654,317,0.504056704,40.725260520,ok
18,40.710328651654,224,0.505572540,40.731713384,ok
18,40.710328651654,159,0.507566060,40.741095359,ok
18,40.710328651654,112,0.510294775,40.755826738,ok
18,40.710328651654,79,0.514239434,40.780544301,ok
18,40.710328651654,56,0.523811236,40.830984426,ok
18,40.710328651654,37,0.688382672,41.014459272,ok
19,42.304857587643,448,0.501618329,42.312833878,ok
19,42.304857587643,317,0.502232922,42.316198843,ok
19,42.304857587643,224,0.503067778,42.321082464,ok
19,42.304857587643,159,0.504187905,42.328171714,ok
19,42.304857587643,112,0.505827402,42.339292809,ok
19,42.304857587643,79,0.508723006,42.357981833,ok
19,42.304857587643,56,0.519051891,42.396100741,ok
19,42.304857587643,37,0.689897340,42.460807986,ok
20,43.931854287427,448,0.502455222,43.940476642,ok
20,43.931854287427,317,0.503417157,43.944104849,ok
20,43.931854287427,224,0.504743971,43.949351745,ok
20,43.931854287427,159,0.506542532,43.956912886,ok
20,43.931854287427,112,0.509133516,43.968596496,ok
20,43.931854287427,79,0.513259018,43.987638769,ok
20,43.931854287427,56,0.524900012,44.024215997,ok
20,43.931854287427,37,0.655127456,44.053701348,ok
21,46.194327427406,448,0.494711082,46.202720974,ok
21,46.194327427406,317,0.492421452,46.206137485,ok
21,46.194327427406,224,0.489036571,46.210970014,ok
21,46.194327427406,159,0.483993516,46.217731684,ok
21,46.194327427406,112,0.475784156,46.227791614,ok
21,46.194327427406,79,0.461281714,46.243636133,ok
21,46.194327427406,56,0.431681929,46.277607612,ok
21,46.194327427406,37,0.459169776,46.436069677,ok
22,47.298585340277,448,0.503202409,47.308409373,ok
22,47.298585340277,317,0.504425008,47.312582752,ok
22,47.298585340277,224,0.506068486,47.318678427,ok
22,47.298585340277,159,0.508188030,47.327625277,ok
22,47.298585340277,112,0.510925597,47.341960597,ok
22,47.298585340277,79,0.514352376,47.367268923,ok
22,47.298585340277,56,0.525333368,47.426301290,ok
22,47.298585340277,37,0.788848661,47.489792818,ok
23,49.235894262416,448,0.496979924,49.245273346,ok
23,49.235894262416,317,0.495611679,49.249149512,ok
23,49.235894262416,224,0.493520204,49.254703712,ok
23,49.235894262416,159,0.490249226,49.262644094,ok
23,49.235894262416,112,0.484521246,49.274929979,ok
23,49.235894262416,79,0.473261581,49.295949563,ok
23,49.235894262416,56,0.450749649,49.349460175,ok
23,49.235894262416,37,0.643859877,49.478446968,ok
24,50.983099434948,448,0.476485608,50.995898387,ok
24,50.983099434948,317,0.466447111,50.999657740,ok
24,50.983099434948,228,0.452995855,51.003444972,ok
24,50.983099434948,224,0.452141234,51.003643149,ok
24,50.983099434948,160,0.432718535,51.007017521,ok
24,50.983099434948,159,0.432291831,51.007070287,ok
24,50.983099434948,114,0.405101966,51.009086534,ok
24,50.983099434948,112,0.403350118,51.009147518,ok
24,50.983099434948,80,0.360005248,51.010067103,ok
24,50.983099434948,79,0.357852685,51.010152780,ok
24,50.983099434948,57,0.275561485,51.028951552,ok
24,50.983099434948,56,0.269437901,51.032223816,ok
24,50.983099434948,40,0.206473728,51.202355530,ok
24,50.983099434948,37,0.248739535,51.247880974,ok
24,50.983099434948,29,0.259883784,51.267631351,ok
25,51.296631458427,448,0.526385242,51.306161281,ok
25,51.296631458427,317,0.537344092,51.311887156,ok
25,51.296631458427,224,0.552721610,51.321806363,ok
25,51.296631458427,159,0.573649455,51.339002018,ok
25,51.296631458427,112,0.603456031,51.370907454,ok
25,51.296631458427,79,0.650473640,51.434631759,ok
25,51.296631458427,56,0.787596651,51.586811939,ok
25,51.296631458427,37,1.270921189,50.994561440,ok
26,53.246556716449,448,0.503711028,53.255619368,ok
26,53.246556716449,317,0.505208431,53.259464928,ok
26,53.246556716449,224,0.507330243,53.265068404,ok
26,53.246556716449,159,0.510346292,53.273253310,ok
26,53.246556716449,112,0.515116597,53.286258615,ok
26,53.246556716449,79,0.524611733,53.308923783,ok
26,53.246556716449,56,0.568102181,53.350656176,ok
26,53.246556716449,37,0.561519544,53.286422784,ok
27,55.639330768799,448,0.494251357,55.648286528,ok
27,55.639330768799,317,0.491753151,55.651928780,ok
27,55.639330768799,224,0.488032008,55.657079678,ok
27,55.639330768799,159,0.482391346,55.664291884,ok
27,55.639330768799,112,0.472821175,55.675093250,ok
27,55.639330768799,79,0.454045593,55.693203945,ok
27,55.639330768799,56,0.416654366,55.750903077,ok
27,55.639330768799,37,0.466766169,55.805935902,ok
28,57.012687073640,448,0.496693926,57.023758675,ok
28,57.012687073640,317,0.495101594,57.028341496,ok
28,57.012687073640,224,0.492539925,57.034944812,ok
28,57.012687073640,159,0.488201877,57.044517766,ok
28,57.012687073640,112,0.479561069,57.059884255,ok
28,57.012687073640,79,0.458641175,57.089779323,ok
28,57.012687073640,56,0.419286482,57.201152562,ok
28,57.012687073640,37,0.572315879,57.310046533,ok
29,58.281923096112,448,0.495979993,58.296128058,ok
29,58.281923096112,317,0.493994457,58.302067608,ok
29,58.281923096112,224,0.490797985,58.310723911,ok
29,58.281923096112,159,0.485447607,58.323557850,ok
29,58.281923096112,112,0.475097161,58.345146251,ok
29,58.281923096112,79,0.451528918,58.391140907,ok
29,58.281923096112,56,0.424429020,58.569187432,ok
29,58.281923096112,37,0.975864187,58.558117233,patched
30,59.206201945629,448,0.509600085,59.216626876,ok
30,59.206201945629,317,0.513594355,59.221268982,ok
30,59.206201945629,224,0.519400212,59.228307872,ok
30,59.206201945629,159,0.527997767,59.239284377,ok
30,59.206201945629,112,0.542608023,59.258947335,ok
30,59.206201945629,79,0.576877018,59.302681197,ok
30,59.206201945629,56,0.806320124,59.388656813,ok
30,59.206201945629,37,0.589935886,58.979578962,ok
31,61.356287385983,448,0.493816028,61.368141731,ok
31,61.356287385983,317,0.491037572,61.373014861,ok
31,61.356287385983,224,0.486812401,61.380011198,ok
31,61.356287385983,159,0.480230345,61.390136540,ok
31,61.356287385983,112,0.468626415,61.406568638,ok
31,61.356287385983,79,0.445400714,61.441100477,ok
31,61.356287385983,56,0.456822241,61.574191247,ok
31,61.356287385983,37,0.581452603,61.507483290,ok
32,62.324608617366,448,0.506719611,62.335774316,ok
32,62.324608617366,317,0.509429905,62.340669630,ok
32,62.324608617366,278,0.510727336,62.343095974,ok
32,62.324608617366,224,0.513278186,62.348024679,ok
32,62.324608617366,195,0.515251226,62.351980541,ok
32,62.324608617366,159,0.518785856,62.359370460,ok
32,62.324608617366,139,0.521664575,62.365651595,ok
32,62.324608617366,112,0.527755832,62.379478440,ok
32,62.324608617366,98,0.533169687,62.391822041,ok
32,62.324608617366,79,0.550023264,62.424306536,ok
32,62.324608617366,70,0.574461231,62.454292108,ok
32,62.324608617366,56,0.741638418,62.473210976,ok
32,62.324608617366,49,0.731062358,62.259867109,ok
32,62.324608617366,37,0.667554423,62.297208232,ok
32,62.324608617366,35,0.635146826,62.344858642,ok
33,64.103261131231,448,0.500510997,64.114215662,ok
33,64.103261131231,317,0.500605648,64.118845747,ok
33,64.103261131231,224,0.500625304,64.125613990,ok
33,64.103261131231,159,0.500423543,64.135640958,ok
33,64.103261131231,112,0.499665251,64.152394194,ok
33,64.103261131231,79,0.500099119,64.187966942,ok
33,64.103261131231,56,0.589822176,64.245126926,ok
33,64.103261131231,37,0.590219203,64.196327596,ok
34,66.126640192126,448,0.492062403,66.137004888,ok
34,66.126640192126,317,0.488551329,66.141172849,ok
34,66.126640192126,224,0.483204627,66.147041495,ok
34,66.126640192126,159,0.474730021,66.155253767,ok
34,66.126640192126,112,0.458853635,66.167845795,ok
34,66.126640192126,79,0.420176404,66.195661167,ok
34,66.126640192126,56,0.401403570,66.348239585,ok
34,66.126640192126,37,0.488025002,66.397097085,ok
35,67.149320310243,448,0.499909089,67.163179949,ok
35,67.149320310243,317,0.499564644,67.169111791,ok
35,67.149320310243,224,0.498708427,67.177945200,ok
35,67.149320310243,159,0.496605469,67.191555813,ok
35,67.149320310243,112,0.490724453,67.216428378,ok
35,67.149320310243,79,0.475700203,67.283604067,ok
35,67.149320310243,56,0.688950878,67.514399029,ok
35,67.149320310243,37,0.892740656,67.256588050,ok
36,68.614855143820,448,0.496850427,68.630662604,ok
36,68.614855143820,317,0.495153270,68.637345716,ok
36,68.614855143820,224,0.492245209,68.647218609,ok
36,68.614855143820,159,0.486910935,68.662290858,ok
36,68.614855143820,112,0.474987108,68.689724105,ok
36,68.614855143820,79,0.445311904,68.767280781,ok
36,68.614855143820,56,1.101147087,69.067167844,patched
36,68.614855143820,37,0.764291265,68.597302176,patched
37,69.618030821397,448,0.504598432,69.631468976,ok
37,69.618030821397,317,0.506405097,69.637435678,ok
37,69.618030821397,224,0.509007026,69.646576417,ok
37,69.618030821397,159,0.513004753,69.661314819,ok
37,69.618030821397,112,0.521271835,69.690514215,ok
37,69.618030821397,79,0.566273367,69.776645317,ok
37,69.618030821397,56,0.598556143,69.280104705,ok
37,69.618030821397,37,0.525606440,69.535830302,ok
38,70.829902336759,448,0.509079636,70.840412920,ok
38,70.829902336759,317,0.512903574,70.845022168,ok
38,70.829902336759,224,0.518548147,70.851921979,ok
38,70.829902336759,159,0.527210890,70.862476535,ok
38,70.829902336759,112,0.543586833,70.880883649,ok
38,70.829902336759,79,0.600779689,70.912706948,ok
38,70.829902336759,56,0.564516109,70.788516677,ok
38,70.829902336759,37,0.586639226,70.870624718,ok
39,73.406720929512,448,0.490147743,73.416748821,ok
39,73.406720929512,317,0.485863073,73.420733093,ok
39,73.406720929512,224,0.479415378,73.426281152,ok
39,73.406720929512,159,0.469337846,73.433900988,ok
39,73.406720929512,112,0.450501679,73.445371413,ok
39,73.406720929512,79,0.404096708,73.478689794,ok
39,73.406720929512,56,0.451974769,73.559377646,ok
39,73.406720929512,37,0.413693870,73.638144472,ok
40,74.547140922264,448,0.494886869,74.562146203,ok
40,74.547140922264,333,0.492712757,74.567366022,ok
40,74.547140922264,317,0.492254310,74.568402027,ok
40,74.547140922264,233,0.488431373,74.576332809,ok
40,74.547140922264,224,0.487785086,74.577566377,ok
40,74.547140922264,167,0.481094678,74.589005672,ok
40,74.547140922264,159,0.479520779,74.591417816,ok
40,74.547140922264,117,0.463717275,74.612360865,ok
40,74.547140922264,112,0.460096822,74.616700937,ok
40,74.547140922264,84,0.418707105,74.674212407,ok
40,74.547140922264,79,0.407083104,74.701942565,ok
40,74.547140922264,59,0.587833783,74.926289130,ok
40,74.547140922264,56,0.609217886,74.823789873,ok
40,74.547140922264,42,0.533671166,75.013570785,ok
40,74.547140922264,37,1.163221451,74.917292769,patched
41,75.465732176026,448,0.506741361,75.480821718,ok
41,75.465732176026,317,0.509379280,75.487560236,ok
41,75.465732176026,224,0.513066987,75.497945080,ok
41,75.465732176026,159,0.518272753,75.514907647,ok
41,75.465732176026,112,0.527179742,75.549924307,ok
41,75.465732176026,79,0.584075550,75.664443308,ok
41,75.465732176026,56,0.746735988,75.439521333,ok
41,75.465732176026,37,0.489548972,75.196523914,ok
42,77.242745429813,448,0.496396800,77.256375093,ok
42,77.242745429813,317,0.494588633,77.262137916,ok
42,77.242745429813,224,0.491587481,77.270681277,ok
42,77.242745429813,159,0.486213889,77.283906082,ok
42,77.242745429813,112,0.474224977,77.309666144,ok
42,77.242745429813,79,0.462398949,77.405627324,ok
42,77.242745429813,56,0.588003533,77.369946366,ok
42,77.242745429813,37,0.589016678,77.272892542,ok
43,78.494846517302,448,0.498113414,78.510700555,ok
43,78.494846517302,317,0.496953353,78.517533127,ok
43,78.494846517302,224,0.494853396,78.527853450,ok
43,78.494846517302,159,0.490781441,78.544375796,ok
43,78.494846517302,112,0.481356069,78.578634368,ok
43,78.494846517302,79,0.495146333,78.711676072,ok
43,78.494846517302,56,0.642442681,78.614724151,ok
43,78.494846517302,37,0.575976694,78.557130612,ok
44,79.582509767099,448,0.506107086,79.597094490,ok
44,79.582509767099,317,0.508546158,79.603587134,ok
44,79.582509767099,224,0.512071961,79.613574788,ok
44,79.582509767099,159,0.517501860,79.629894651,ok
44,79.582509767099,112,0.529619868,79.664126979,ok
44,79.582509767099,79,0.644405408,79.757230937,ok
44,79.582509767099,56,0.652922077,79.602314144,ok
44,79.582509767099,37,0.631676534,79.635489271,ok
45,81.064150238780,448,0.503651515,81.076786323,ok
45,81.064150238780,317,0.505073583,81.082287713,ok
45,81.064150238780,224,0.507084559,81.090583969,ok
45,81.064150238780,159,0.510088072,81.103686871,ok
45,81.064150238780,112,0.516855388,81.129553623,ok
45,81.064150238780,79,0.589352024,81.183552380,ok
45,81.064150238780,56,0.603392817,81.125351150,ok
45,81.064150238780,37,0.636544708,81.130941725,ok
46,82.874742376285,448,0.497828431,82.887391480,ok
46,82.874742376285,317,0.496690467,82.892733467,ok
46,82.874742376285,224,0.494748717,82.900608484,ok
46,82.874742376285,159,0.491144930,82.912641601,ok
46,82.874742376285,112,0.482821854,82.935803353,ok
46,82.874742376285,79,0.498231853,83.014463340,ok
46,82.874742376285,56,0.558620400,83.015214822,ok
46,82.874742376285,37,0.633431652,83.024123670,ok
47,84.700627931748,448,0.486051152,84.711488653,ok
47,84.700627931748,317,0.479864474,84.715621830,ok
47,84.700627931748,224,0.470257131,84.721188572,ok
47,84.700627931748,159,0.454126557,84.728424961,ok
47,84.700627931748,112,0.417685261,84.739568247,ok
47,84.700627931748,79,0.325005729,84.835794715,ok
47,84.700627931748,56,0.367849961,84.964650342,ok
47,84.700627931748,37,0.418410315,85.199579117,ok
48,85.594741477041,448,0.495836371,85.616654909,ok
48,85.594741477041,382,0.494776554,85.620557833,ok
48,85.594741477041,317,0.493095718,85.626111725,ok
48,85.594741477041,268,0.490987017,85.632283520,ok
48,85.594741477041,224,0.487771019,85.640529930,ok
48,85.594741477041,191,0.483585843,85.649861816,ok
48,85.594741477041,159,0.476098166,85.664163808,ok
48,85.594741477041,134,0.464277885,85.683443334,ok
48,85.594741477041,112,0.441458998,85.717379043,ok
48,85.594741477041,96,0.407559968,85.777934621,ok
48,85.594741477041,79,0.379522652,85.971254605,ok
48,85.594741477041,67,0.540256924,86.248067802,ok
48,85.594741477041,56,0.437747866,86.271206484,ok
48,85.594741477041,48,0.393789813,86.327418053,ok
48,85.594741477041,37,0.433506352,86.503931888,ok
49,86.478453083226,448,0.510235936,86.496175994,ok
49,86.478453083226,317,0.514462828,86.504474665,ok
49,86.478453083226,224,0.520784347,86.517899945,ok
49,86.478453083226,159,0.531103974,86.542089325,ok
49,86.478453083226,112,0.557576078,86.605858828,ok
49,86.478453083226,79,1.003168521,86.856031073,ok
49,86.478453083226,56,1.351534321,85.822622849,ok
49,86.478453083226,37,1.123790774,85.075301126,ok
50,87.825015272949,448,0.506703697,87.838513641,ok
50,87.825015272949,317,0.509508476,87.844547555,ok
50,87.825015272949,224,0.513758793,87.853887036,ok
50,87.825015272949,159,0.520964039,87.869439890,ok
50,87.825015272949,112,0.542046218,87.904243012,ok
50,87.825015272949,79,0.722823739,87.814900143,ok
50,87.825015272949,56,0.537582534,87.817964370,ok
50,87.825015272949,37,0.596813376,87.926022392,ok
51,89.576403137472,448,0.498385197,89.590730349,ok
51,89.576403137472,317,0.497455969,89.596876710,ok
51,89.576403137472,224,0.495827681,89.606116390,ok
51,89.576403137472,159,0.492801872,89.620891472,ok
51,89.576403137472,112,0.487493290,89.653567982,ok
51,89.576403137472,79,0.585069649,89.703122666,ok
51,89.576403137472,56,0.538088338,89.670361697,ok
51,89.576403137472,37,0.633524232,89.740151359,ok
52,90.984722411013,448,0.500467730,90.998841264,ok
52,90.984722411013,317,0.500381391,91.004963464,ok
52,90.984722411013,224,0.499907949,91.014258338,ok
52,90.984722411013,159,0.498316305,91.029389147,ok
52,90.984722411013,112,0.494248055,91.064429938,ok
52,90.984722411013,79,0.604265114,91.118404389,ok
52,90.984722411013,56,0.581163023,91.107238581,ok
52,90.984722411013,37,0.732391293,91.045678909,ok
53,92.779639034817,448,0.482247935,92.794318430,ok
53,92.779639034817,317,0.474239773,92.799856154,ok
53,92.779639034817,224,0.461719051,92.807341564,ok
53,92.779639034817,159,0.440473744,92.817377287,ok
53,92.779639034817,112,0.390562603,92.837385211,ok
53,92.779639034817,79,0.359251846,92.997558458,ok
53,92.779639034817,56,0.358015557,93.014336555,ok
53,92.779639034817,37,0.478690133,93.261844786,ok
54,93.443685425393,448,0.513844159,93.461941020,ok
54,93.443685425393,317,0.519275423,93.470704343,ok
54,93.443685425393,224,0.526774369,93.485124402,ok
54,93.443685425393,159,0.536913372,93.511725225,ok
54,93.443685425393,112,0.557081694,93.586226742,ok
54,93.443685425393,79,0.936415818,93.615010268,ok
54,93.443685425393,56,1.002796737,93.539518632,ok
54,93.443685425393,37,0.829829063,92.947889032,ok
55,95.220606704035,448,0.491661386,95.236588728,ok
55,95.220606704035,317,0.487657525,95.243319064,ok
55,95.220606704035,224,0.481085729,95.253418304,ok
55,95.220606704035,159,0.469030334,95.269942788,ok
55,95.220606704035,112,0.439410415,95.314663496,ok
55,95.220606704035,79,0.610603793,95.413076461,ok
55,95.220606704035,56,0.670623265,95.356498144,ok
55,95.220606704035,37,0.511478149,95.360248595,ok
56,96.356298690371,448,0.501602197,96.375374467,ok
56,96.356298690371,430,0.501626332,96.376214198,ok
56,96.356298690371,317,0.501659599,96.383921481,ok
56,96.356298690371,301,0.501623272,96.385547354,ok
56,96.356298690371,224,0.500907432,96.397454134,ok
56,96.356298690371,215,0.500699685,96.399576434,ok
56,96.356298690371,159,0.497343709,96.421621927,ok
56,96.356298690371,151,0.496230025,96.427231040,ok
56,96.356298690371,112,0.486244457,96.494080658,ok
56,96.356298690371,108,0.486728823,96.511413448,ok
56,96.356298690371,79,0.800657873,96.434559218,ok
56,96.356298690371,76,0.701348553,96.427470495,ok
56,96.356298690371,56,0.739872563,96.297925687,ok
56,96.356298690371,54,0.664238976,96.324075860,ok
56,96.356298690371,37,0.806971014,96.472093051,ok
57,97.665110120175,448,0.483718918,97.689166455,ok
57,97.665110120175,317,0.475601093,97.699056884,ok
57,97.665110120175,224,0.462350857,97.713772155,ok
57,97.665110120175,159,0.438901280,97.738035524,ok
57,97.665110120175,112,0.385786660,97.806584750,ok
57,97.665110120175,79,0.698223287,97.656029666,patched
57,97.665110120175,56,0.530401045,97.640510924,patched
57,97.665110120175,37,0.623397773,97.594684902,patched
58,98.198032230371,448,0.531105818,98.207157288,ok
58,98.198032230371,317,0.545328232,98.212429514,ok
58,98.198032230371,224,0.567900742,98.221887771,ok
58,98.198032230371,159,0.608088607,98.240880258,ok
58,98.198032230371,112,0.734895669,98.289017861,ok
58,98.198032230371,79,0.515724929,98.112994699,ok
58,98.198032230371,56,0.590930229,98.195411815,ok
58,98.198032230371,37,0.564382079,98.167232492,ok
59,100.935985080970,448,0.486392240,100.947383283,ok
59,100.935985080970,317,0.480359229,100.951820326,ok
59,100.935985080970,224,0.470970941,100.957923503,ok
59,100.935985080970,159,0.454822198,100.966305609,ok
59,100.935985080970,112,0.413359596,100.988338647,ok
59,100.935985080970,79,0.433500279,101.045368762,ok
59,100.935985080970,56,0.402040922,101.094583909,ok
59,100.935985080970,37,0.412692078,101.189011508,ok
60,102.039107553870,448,0.494157984,102.057604571,ok
