n,gamma,a1_re,a1_im
170,233.352528479719,-1.03805263e+00,1.61842929e+01
171,234.361103499844,-6.13821280e-01,1.95680895e+01
172,235.106117589420,1.46796567e+01,8.72676628e+00
173,237.132110244007,-9.86825293e+00,1.05696393e+01
174,238.103421147785,-1.77865529e+00,1.56398198e+01
175,239.348309663569,-1.78382431e+01,1.49386684e+01
176,239.913879889126,1.44506722e+01,2.15396304e+01
177,241.314917504667,-9.17331465e+00,1.84958576e+01
178,241.886737728898,1.59811321e+01,1.53807292e+01
179,243.092759404177,8.51308712e+00,1.04755914e+01
180,245.006212905188,-1.16341592e+01,1.06843381e+01
181,245.859729995763,-3.05740938e-01,1.75253171e+01
182,246.970127342688,-5.24011147e+00,1.79862286e+01
183,247.777040083556,9.66768183e+00,1.47467838e+01
184,249.446856670065,-1.49924431e+01,1.21407593e+01
185,250.165419309681,2.18064161e+00,2.46237089e+01
186,251.013510056137,1.00370688e+01,1.48351868e+01
187,252.279796401167,-5.86804056e-01,1.75928027e+01
188,253.135187356276,1.16692581e+01,1.09675949e+01
189,254.927042056991,-6.10800715e+00,1.13875554e+01
190,256.182647799403,-9.22585056e+00,1.41907819e+01
191,257.247613119399,-1.71867370e+01,1.70719759e+01
192,257.831215570576,9.17661364e+00,2.77711582e+01
193,258.699892425619,1.43578165e+01,1.38062678e+01
194,260.068026085302,1.54480811e+00,1.35422636e+01
195,261.381232033320,-6.76640108e+00,1.78795626e+01
196,262.143397352738,1.12112506e+01,1.37917633e+01
197,263.725681352137,-6.53092236e+00,1.33463811e+01
198,264.768163346790,-2.15313630e+00,1.78182901e+01
199,265.817490926027,-6.49388958e-02,1.58576152e+01
200,266.938416287678,-2.92606871e+00,1.65531629e+01
201,268.150903120868,-8.86423005e+00,1.97367828e+01
202,268.999102194599,-3.41106824e+00,2.46371897e+01
203,269.588525825875,1.99646061e+01,1.52185225e+01
204,270.802782433717,1.05346641e+01,9.84150337e+00
205,272.884293829441,-1.54513304e+01,8.37389827e+00
206,273.756874179584,-8.01571697e+00,2.22416720e+01
207,274.524348301696,4.95931513e+00,1.86245675e+01
208,275.675347953980,-2.18849191e+00,1.94228367e+01
209,276.694631882850,1.18912247e+00,2.02790965e+01
210,277.576129659462,8.22138551e+00,1.47476866e+01
211,279.047141423815,-1.16097053e+01,2.00302658e+01
212,279.678685565448,1.61051937e+01,1.43829468e+01
213,281.258507351030,-1.00752304e+01,1.69392968e+01
214,281.957109358259,1.32567518e+01,1.44990836e+01
215,283.956892146267,-2.69063157e+01,5.43082459e+00
216,284.458786481476,8.01221823e+00,2.88186066e+01
217,285.612693651620,-1.04650210e+01,2.30135675e+01
218,286.279743084777,1.49631240e+01,2.15108007e+01
219,287.359342275547,7.18999978e+00,1.58577453e+01
220,288.491883672455,5.56800853e+00,1.50366538e+01
221,289.787510780624,2.14368544e+00,1.36703616e+01
222,291.414260894364,-1.58507864e+01,1.12196079e+01
223,292.253525354516,-9.20182044e+00,2.55246245e+01
224,292.936425059994,1.15934232e+01,2.02882384e+01
225,294.066030891766,4.33230982e+00,1.66943240e+01
226,295.410721038676,-5.48048382e+00,1.68713507e+01
227,296.552231312513,-2.02496224e+01,2.33174002e+01
228,297.019893905816,2.37266249e+01,2.24555058e+01
229,298.060106607415,1.31935602e+01,1.14926630e+01
230,299.724317619210,-3.30406639e+00,1.32917979e+01
231,301.149441180119,-1.68212311e+01,1.45650186e+01
232,301.828416672839,5.14619937e+00,2.11285469e+01
233,303.178748117820,-2.35858944e+01,1.99864927e+01
234,303.724013073472,1.76257326e+01,2.71860209e+01
235,304.769553390289,4.76393594e+00,2.08055563e+01
236,305.626362908673,1.39812051e+01,1.29757852e+01
237,307.264406408499,-5.32903476e+00,1.51747650e+01
238,308.341157743554,-2.99182785e+00,1.82914705e+01
239,309.337174466117,2.51966356e-01,1.82050152e+01
240,310.482080734387,-2.31982402e+00,1.91878830e+01
241,311.532390355936,7.09351828e-01,1.72861193e+01
242,312.903872994968,-3.18572963e+01,1.79449894e+01
243,313.332610340184,2.73850837e+01,2.79766071e+01
244,314.567654392993,1.37189882e+00,1.74711737e+01
245,315.659736344246,-9.41457690e+00,3.14861950e+01
246,316.165124151823,2.92728883e+01,4.09983796e+00
247,318.302557832854,-1.19389076e+01,1.08885412e+01
248,319.433558976207,-1.64334803e+01,1.90921564e+01
249,320.186162787310,-3.74050698e+00,2.37794237e+01
250,321.005711659454,1.90959595e+00,2.98669060e+01
251,321.804536822178,1.79151580e+01,1.50736364e+01
252,323.446678097378,-1.82853187e+01,1.74442945e+01
253,324.010811440424,1.62342711e+01,2.31220167e+01
254,325.215176207243,4.20677031e+00,1.74995473e+01
255,326.378230321989,2.06958379e+00,1.59794972e+01
256,327.792459732979,-1.45828243e+01,1.84008752e+01
257,328.479349328927,1.11139884e+01,2.00607713e+01
258,329.895768479524,-8.75927469e+00,1.51908275e+01
259,331.197083263486,-9.44977334e+01,2.69586376e+01
260,331.366329339868,9.06158587e+01,2.59636383e+01
261,332.643762877919,-3.65577141e+00,2.81637260e+01
262,333.252219908919,2.56325438e+01,8.97276678e+00
263,335.007050323858,-2.70721814e+00,1.40763527e+01
264,336.419130674274,-1.75477430e+01,1.57258493e+01
265,337.119997049481,4.98497956e+00,2.37002363e+01
266,338.317113797778,-9.45278123e+00,2.05910920e+01
267,339.177475891816,4.75308192e-01,2.75298435e+01
268,339.992782023631,1.23394504e+01,1.79271530e+01
269,341.378163123567,-7.22105554e+00,1.98169140e+01
270,342.285714101926,2.11772100e+00,2.30292220e+01
271,343.271647848197,1.37630430e+00,2.40034030e+01
272,344.064562655984,1.58894334e+01,1.40054550e+01
273,345.693158974922,-4.09852832e+00,1.46598543e+01
274,347.204205627868,-3.02212712e+01,9.32350553e+00
275,347.736712078353,2.30489426e+00,3.64412767e+01
276,348.508494710496,1.20795188e+01,2.27228622e+01
277,349.919091279358,-3.04269142e+01,3.40049039e+01
278,350.265177584100,4.08907867e+01,1.23189426e+01
279,351.656369848589,2.14386356e+00,1.90684474e+01
280,352.705050288546,7.70177133e+00,1.58326010e+01
281,354.426436893521,-1.97325684e+01,1.10739979e+01
282,355.217568491839,-1.37383822e+01,3.38085267e+01
283,355.792726173533,2.23111380e+01,1.92289546e+01
284,357.178912652081,-3.09729582e+00,1.83741433e+01
285,358.356844362324,-1.00223314e+01,2.14794583e+01
286,359.273426716487,-6.54731264e+00,2.73447475e+01
287,360.023849759676,8.18724405e+00,2.95945058e+01
288,360.803582536127,1.96808169e+01,1.44700987e+01
289,362.224166881448,2.54601120e+00,1.60526030e+01
290,363.578233830858,-4.87874947e+00,1.63403661e+01
291,364.867814409234,-1.66013245e+01,1.68906631e+01
292,365.691781180840,-6.92884009e+00,2.72491573e+01
293,366.548920141456,-1.62477494e+00,2.80172379e+01
294,367.435579208696,3.35135219e+00,3.31675464e+01
295,368.122090448056,2.30712051e+01,1.15433365e+01
296,369.843152329848,-1.57192519e+01,1.85071287e+01
297,370.542396839623,1.07239601e+01,2.49989373e+01
298,371.644432922153,4.44128850e+00,1.76507811e+01
299,372.950499853700,-7.44668776e+00,1.96351136e+01
300,373.927752393591,5.95597482e-01,2.17952672e+01
301,375.135346708193,-1.27682727e+01,1.95613835e+01
302,375.898070108049,2.99668032e+00,2.71975826e+01
303,377.060690551290,-7.21850297e+00,2.71248177e+01
304,377.835141505732,5.53142508e+00,2.50905692e+01
305,378.722754125008,8.18579252e+00,3.01095883e+01
306,379.491163611394,2.27187489e+01,7.48538658e+00
307,381.826011722325,-4.50169130e+01,-3.10997171e+00
308,382.195457389972,2.16064605e+01,4.28267594e+01
309,383.620579521285,-7.25859104e+01,1.86159692e+01
310,383.825903955834,7.22331519e+01,3.40739853e+01
311,385.235386241872,1.00041775e+00,2.10966765e+01
312,386.353406730001,-7.29140380e+00,2.33635375e+01
313,387.153030206319,7.71149953e+00,2.58846388e+01
314,388.179357425457,7.04648581e+00,2.08915056e+01
315,389.337096893969,6.46577552e-01,2.04299095e+01
316,390.381521288936,2.93986154e+00,2.00976428e+01
317,391.605741709074,-2.85107595e+00,1.91497745e+01
318,392.819336858076,-1.01503981e+01,1.86681604e+01
319,393.935993236136,-3.06962559e+01,2.10873119e+01
320,394.529961097995,3.47268466e+00,5.18353469e+01
321,395.103196766617,3.27889833e+01,1.30517551e+01
322,396.463309659967,5.89561902e-01,2.29813485e+01
323,397.343552270771,1.30714377e+01,1.68064902e+01
324,398.927342896248,-1.12880225e+01,1.76566161e+01
325,399.807019572146,1.62970151e+00,2.23768992e+01
326,401.198076218768,-3.12307639e+01,1.71868047e+01
327,401.713621241388,1.47265776e+01,3.87412130e+01
328,402.593217377920,1.37866417e+01,1.96700074e+01
329,403.971185169787,-8.61011132e+00,2.14817826e+01
330,404.961460409169,-6.14227128e+00,2.73827217e+01
331,405.826212560184,-4.35376798e+00,3.31753120e+01
332,406.438829547417,2.62714021e+01,1.94550027e+01
333,407.661134523048,1.05846507e+01,1.42799659e+01
334,409.671521377374,-4.58789196e+01,1.48681982e-01
335,410.052732587020,2.13093029e+01,4.37795775e+01
336,411.236458446969,-1.17928149e+01,2.29445268e+01
337,412.028037662051,2.79919309e+00,3.23021783e+01
338,413.058614357674,-2.16304579e+00,3.15748629e+01
339,413.739276000491,1.85090507e+01,2.11695406e+01
340,414.871372391117,8.04812673e+00,1.97084622e+01
341,416.166697495349,-8.07574905e-01,1.95866638e+01
342,417.396170382119,-1.03597789e+01,2.00497980e+01
343,418.320246037118,-8.07332254e+00,2.99195098e+01
344,419.046511586734,1.61220612e+01,2.14565103e+01
345,420.561702238044,-1.51977803e+01,1.79635187e+01
346,421.442344273644,-1.11002287e+01,3.06914143e+01
347,422.224940756106,5.76478752e+00,3.15294367e+01
348,423.165859772472,3.83389366e+00,2.90259973e+01
349,423.988006259469,1.43574752e+01,2.32801107e+01
350,425.054918114578,1.05893670e+01,1.86085229e+01
351,426.367166542079,1.41080291e+00,1.70782161e+01
352,428.075579804861,-4.38052580e+01,2.98882205e+00
353,428.520550025671,1.13519554e+01,4.69239084e+01
354,429.472465422876,-4.77510316e+00,2.98219889e+01
355,430.241260275684,1.24573541e+01,3.22076768e+01
356,431.188585175427,1.44721161e+01,1.94261426e+01
357,432.596756865115,-1.10433148e+01,1.99885764e+01
358,433.577068612438,-2.31959527e+01,4.52690754e+01
359,433.985634590674,4.32618241e+01,8.04372404e+00
360,435.717065759981,-1.15259577e+01,1.85897563e+01
361,436.630004348419,-2.20548884e-01,2.63291506e+01
362,437.709764060469,-2.67252644e+00,2.15920132e+01
363,438.841843004514,-1.78735746e+01,2.41779350e+01
364,439.600036370370,5.13576147e+00,3.33199032e+01
365,440.745772642832,-1.94509591e+01,2.85282107e+01
366,441.320782212287,1.54969677e+01,4.68617321e+01
367,441.947136706587,3.51594799e+01,4.50964944e+00
368,443.705917239819,-3.53215854e+00,1.70892392e+01
369,445.057977617797,-1.88897901e+01,1.81493217e+01
370,445.904679509622,-1.24914191e+01,3.25042240e+01
371,446.576523341039,1.36543704e+01,2.70932690e+01
372,447.864149431228,-1.49481438e+01,2.88988599e+01
373,448.525259230231,1.65512137e+01,2.57196256e+01
374,449.848394086674,-1.79442127e+01,2.82791419e+01
375,450.452434079832,2.14002754e+01,2.59268205e+01
376,451.863416539052,-2.55935437e+01,3.09341022e+01
377,452.307825503645,3.50312098e+01,2.14746934e+01
378,453.632187733048,5.21479694e+00,1.84690815e+01
379,455.097268334256,-1.20528100e+01,1.78207667e+01
380,456.275786990874,-3.02531918e+01,1.96834591e+01
381,456.871082322075,-1.81780938e+00,4.10160779e+01
382,457.652645364966,9.87265078e+00,3.74541261e+01
383,458.519151710364,1.66580775e+01,2.44292918e+01
384,459.658430295651,1.34115550e+00,2.48502936e+01
385,460.573215109128,9.75144445e+00,2.38147767e+01
386,461.724655467511,4.80128833e+00,1.98987226e+01
387,463.196281976306,-2.13412326e+01,1.85626489e+01
388,463.903960420132,2.50691013e+00,3.11500934e+01
389,465.086003784607,-3.54958037e+01,4.00074543e+01
390,465.447399346493,4.71657924e+01,1.59588502e+01
391,467.283636572653,-3.46448744e+01,1.39163425e+01
392,467.904207011121,-1.37079573e+00,5.18479663e+01
393,468.545178733268,2.26170647e+01,2.42581487e+01
394,469.625308474606,3.70976898e+00,3.37389811e+01
395,470.356766293910,2.54925933e+01,1.16331509e+01
396,472.277221621164,-2.00535090e+01,1.36984637e+01
397,473.125938438619,-9.76862249e+00,3.15746693e+01
398,473.984531990419,1.22827762e+00,2.62900737e+01
399,475.211283552126,-4.23703460e+01,2.72508898e+01
400,475.672748428566,3.10754228e+01,4.70667440e+01
401,476.546124042573,1.88380973e+01,2.15922125e+01
402,477.711433024155,3.93900598e+00,2.33946147e+01
403,478.849814196851,-7.36392304e-01,2.47499344e+01
404,479.925976006961,-4.74062314e+00,2.67097528e+01
405,480.773153125524,7.28308105e+00,2.55585518e+01
406,481.913920178501,-5.63534307e-02,2.35552514e+01
407,483.125512172483,-1.01167545e+01,2.34058508e+01
408,484.110460068961,-1.36511617e+01,2.72748957e+01
409,484.906803229951,-2.11271017e+00,3.58956017e+01
410,485.826129591401,3.27681251e+00,3.54652834e+01
411,486.660556016528,9.87741725e+00,2.68875129e+01
412,487.675713451511,6.19886588e-01,3.73077336e+01
413,488.328708526999,2.95859751e+01,1.02018357e+01
414,490.261708556985,-1.72144916e+01,1.41526351e+01
415,491.318076544758,-2.75118526e+01,2.57888164e+01
416,492.019075571716,-8.46015041e+00,4.13650491e+01
417,492.639772120095,2.04927139e+01,3.21963666e+01
418,493.726936923149,7.38868590e+00,2.69885357e+01
419,494.879786124680,-3.23955950e+00,2.53812674e+01
420,495.881835920857,-9.56039894e+00,3.01378430e+01
421,496.689885008736,5.78458860e+00,3.96134259e+01
422,497.411457078275,2.49650141e+01,1.56189261e+01
423,499.073265800769,-2.22711832e+01,2.24925886e+01
424,499.688679089089,1.76725501e+01,2.77365298e+01
425,501.148381826018,-1.55614023e+01,1.92595076e+01
426,502.071689073550,-1.64636891e+01,3.10827372e+01
427,502.894233539215,-3.39967416e+00,3.66252261e+01
428,503.864615136999,-2.94685844e+01,5.06732062e+01
429,504.253641641456,5.36176392e+01,2.20026237e+01
430,505.371252109079,1.66483266e+01,1.74083567e+01
431,506.882488511695,-9.54397655e+00,2.20643855e+01
432,507.813389833542,7.40816529e-01,2.62067703e+01
433,508.974707831795,-1.10822180e+01,2.35955742e+01
434,509.982776942593,-2.25791838e+01,3.67061237e+01
435,510.550261564644,2.56330987e+01,2.78967848e+01
436,512.048881095607,-6.12955612e+01,3.14656729e+01
437,512.330278090660,6.34675479e+01,2.89503671e+01
438,514.065928120420,-5.46736162e+01,2.00744020e+01
439,514.410871078368,4.06893966e+01,4.93183823e+01
440,515.310995854949,1.95455435e+01,2.67837906e+01
441,516.316173573636,1.64629472e+01,1.65711170e+01
442,518.050953395878,-1.69996090e+01,1.58058419e+01
443,519.197016479012,-4.64309947e+01,2.23765817e+01
444,519.638564949679,1.90229111e+01,4.60198372e+01
445,520.556265201483,3.52995786e+00,3.53751015e+01
446,521.518821079568,5.56603673e+00,3.42349380e+01
447,522.440314597802,6.31991119e+00,2.97942580e+01
448,523.321014773058,1.13619029e+01,2.67446877e+01
449,524.421042994679,6.34051708e+00,2.45977328e+01
450,525.628942024902,-2.87510720e+00,2.29081189e+01
451,526.854102725836,-2.75226367e+01,2.53424197e+01
452,527.446317480576,1.52728059e+01,3.90138614e+01
453,528.425206878376,1.00971518e+01,2.36356972e+01
454,529.869566945982,-2.64351148e+01,1.96054182e+01
455,530.621433373883,-1.14046242e+01,4.42815003e+01
456,531.391297872259,4.90915736e+00,4.37832256e+01
457,532.064562254438,2.49985096e+01,2.66605077e+01
458,533.159283346408,1.01424029e+01,2.77371693e+01
459,534.140292910096,1.38957166e+01,1.87230376e+01
460,535.820179885350,-2.56139177e+01,1.64816465e+01
461,536.526379010123,1.46824979e+00,3.48923393e+01
462,537.716260250688,-2.33048450e+01,2.36735432e+01
463,538.502320882879,-3.42681211e+01,5.75723001e+01
464,538.928268433898,5.43229768e+01,2.78580631e+01
465,540.080589773436,1.15648550e+01,2.18846387e+01
466,541.562344103153,-4.12745454e+01,2.79966448e+01
467,541.981250532747,3.73016598e+01,3.50611457e+01
468,543.232119276000,-5.78467198e+00,3.21063150e+01
469,543.933841204963,2.14439033e+01,2.12126755e+01
470,545.562460540517,-2.11020464e+01,2.03757348e+01
471,546.362000181788,-3.04057755e+00,3.43982408e+01
472,547.308851461321,-5.17826240e+00,2.83902673e+01
473,548.330567659730,-1.98792856e+01,3.78215384e+01
474,549.047730788006,1.38525071e+01,4.00280157e+01
