n,gamma,gamma_dps,source
1007,1427.3656711094266820289608419437567240773195512938,50,mpmath.zetazero (mpmath python)
1008,1428.5923058759787687058609412082685396161388467711,50,mpmath.zetazero (mpmath python)
1009,1429.6504772761915457648975834317974738132815018175,50,mpmath.zetazero (mpmath python)
1010,1431.2183136727516584223625771090024333677587852298,50,mpmath.zetazero (mpmath python)
1011,1432.0497408933136007269558601250948490592447257692,50,mpmath.zetazero (mpmath python)
1012,1433.8219407370651605131375404260896661153864441144,50,mpmath.zetazero (mpmath python)
1013,1434.5849421682601239660687358274518385631986351979,50,mpmath.zetazero (mpmath python)
1014,1435.6929073834192773839529158101556505856876093668,50,mpmath.zetazero (mpmath python)
1015,1437.2267216238012486844633501534592614297269234387,50,mpmath.zetazero (mpmath python)
1016,1438.0062848417224015183524731674843277835918463333,50,mpmath.zetazero (mpmath python)
1017,1438.9495527468827989761788134547242456963988821485,50,mpmath.zetazero (mpmath python)
1018,1439.6227930781639839739748187002498020175305214889,50,mpmath.zetazero (mpmath python)
1019,1441.9609875048618361805390307109281693126716448357,50,mpmath.zetazero (mpmath python)
1020,1442.9110595808968588678793239611254559143092573370,50,mpmath.zetazero (mpmath python)
1021,1444.0419307063665622430661051589867979464876981005,50,mpmath.zetazero (mpmath python)
1022,1445.0722784592010457440667569065023956975188737685,50,mpmath.zetazero (mpmath python)
1023,1445.8300847797100207833562371135649870125247516238,50,mpmath.zetazero (mpmath python)
1024,1447.2262270999757943922159349507653836806399104431,50,mpmath.zetazero (mpmath python)
1025,1448.3238535157254535176844030742066167502385152451,50,mpmath.zetazero (mpmath python)
1026,1449.4887712807312579028712175297283272699266048269,50,mpmath.zetazero (mpmath python)
1027,1450.7735618582973300899067569548315018306478542590,50,mpmath.zetazero (mpmath python)
1028,1451.8352979993933832642463950130555057731440622816,50,mpmath.zetazero (mpmath python)
1029,1453.7375967571022262546087483409110183325889139029,50,mpmath.zetazero (mpmath python)
1030,1454.2260112602262796180296374662118177261732245284,50,mpmath.zetazero (mpmath python)
1031,1455.3120912398196683550617282458715198664355239217,50,mpmath.zetazero (mpmath python)
1032,1456.1677976083872555580470668606374973423441110652,50,mpmath.zetazero (mpmath python)
1033,1457.5390016684112304398528537142092330120215168410,50,mpmath.zetazero (mpmath python)
1034,1458.3937773686872488973531850503672808482265472916,50,mpmath.zetazero (mpmath python)
1035,1460.6882705354191038864174903755177973509300036668,50,mpmath.zetazero (mpmath python)
1036,1461.2454433451599559299381839372739020511315498141,50,mpmath.zetazero (mpmath python)
1037,1462.2661232657872595375505136998279708297065002402,50,mpmath.zetazero (mpmath python)
1038,1463.2868911904275412630509799382327928398750490382,50,mpmath.zetazero (mpmath python)
1039,1464.6969032978764099623614572281249564892784323832,50,mpmath.zetazero (mpmath python)
1040,1465.8895576140852681590573712352489819573977485915,50,mpmath.zetazero (mpmath python)
1041,1466.5056211078877233689232930431311088630237911809,50,mpmath.zetazero (mpmath python)
1042,1467.7039895860710134018269826440704267829504358977,50,mpmath.zetazero (mpmath python)
1043,1469.3476498782696457992910961977762333995857158473,50,mpmath.zetazero (mpmath python)
1044,1470.9665891271649672004237430624771500372784708074,50,mpmath.zetazero (mpmath python)
1045,1471.3887645271065945155685241420680493879542738425,50,mpmath.zetazero (mpmath python)
1046,1473.0201323241857111437231544186311526600078109858,50,mpmath.zetazero (mpmath python)
1047,1473.7456491857465334740873549614108889437896973337,50,mpmath.zetazero (mpmath python)
1048,1474.2032215656988787856270524716436026694345082432,50,mpmath.zetazero (mpmath python)
1049,1476.0921270382409207025700313686135782973202623430,50,mpmath.zetazero (mpmath python)
1050,1477.4351911475001174050047117179147008579823578110,50,mpmath.zetazero (mpmath python)
1051,1478.4413959734129485850082616484766438577633873334,50,mpmath.zetazero (mpmath python)
1052,1479.7599187064900776753956326362961877393203949618,50,mpmath.zetazero (mpmath python)
1053,1480.7668790179822576795434093609587498133260996760,50,mpmath.zetazero (mpmath python)
1054,1481.9646842098023095757308167465814153787301618829,50,mpmath.zetazero (mpmath python)
1055,1483.0329599580714806503619454521724900663996982928,50,mpmath.zetazero (mpmath python)
1056,1484.1435808817554077749165419457370919687144516943,50,mpmath.zetazero (mpmath python)
1057,1484.8178832312037265766346674879783781343843359115,50,mpmath.zetazero (mpmath python)
1058,1486.1713490275571399283723104794199344642173806758,50,mpmath.zetazero (mpmath python)
1059,1488.1163379762282705270272214898453391835981336865,50,mpmath.zetazero (mpmath python)
1060,1489.2524669464301230720277296469566081410693666750,50,mpmath.zetazero (mpmath python)
1061,1489.9708922046788857587342600468801073197752281334,50,mpmath.zetazero (mpmath python)
1062,1490.6706938146032656107175121423165368749833928553,50,mpmath.zetazero (mpmath python)
1063,1492.1800905440164114486222338983768016938488289671,50,mpmath.zetazero (mpmath python)
1064,1493.3308354212702177606472923862277366484437117203,50,mpmath.zetazero (mpmath python)
1065,1494.1553686136888037426541714608740334168263022449,50,mpmath.zetazero (mpmath python)
1066,1495.7688329789417316402624132387226916513000005580,50,mpmath.zetazero (mpmath python)
1067,1497.0655055717100637076576081861443704556641785428,50,mpmath.zetazero (mpmath python)
1068,1497.7473609331211557025671345320212435999406247422,50,mpmath.zetazero (mpmath python)
1069,1499.6408247466198197270628746777351000473797541762,50,mpmath.zetazero (mpmath python)
1070,1500.3519515166031648772664649706680672979796506928,50,mpmath.zetazero (mpmath python)
1071,1501.1193249221315867552671321007877554321826264257,50,mpmath.zetazero (mpmath python)
1072,1502.3460632923990629246531316179509781605160203852,50,mpmath.zetazero (mpmath python)
1073,1503.0909331266804933694986612503745831309785278488,50,mpmath.zetazero (mpmath python)
1074,1505.2615296546719109266541042772934147707759141358,50,mpmath.zetazero (mpmath python)
1075,1506.1529861381131793145324817448705673514135584254,50,mpmath.zetazero (mpmath python)
1076,1507.4075051638303222802375254564659289108219034303,50,mpmath.zetazero (mpmath python)
1077,1508.2530310295422753053001818528554942277636211234,50,mpmath.zetazero (mpmath python)
1078,1509.2804193632232432901592934240958091055612648605,50,mpmath.zetazero (mpmath python)
1079,1510.3917974464735380383114623716662601215542898253,50,mpmath.zetazero (mpmath python)
1080,1511.9230054590021111884600073304275924909455843317,50,mpmath.zetazero (mpmath python)
1081,1512.5897647054581278027984358014261464778710789877,50,mpmath.zetazero (mpmath python)
1082,1513.5897655399186775867560795115590156427029029842,50,mpmath.zetazero (mpmath python)
1083,1515.7083435868739298973392725036255052814503611290,50,mpmath.zetazero (mpmath python)
1084,1516.4359897187584550054810802025587395837450398324,50,mpmath.zetazero (mpmath python)
1085,1517.7198062541301867851364758255742597663073991054,50,mpmath.zetazero (mpmath python)
1086,1518.4147914872536910704933514278171778363357811410,50,mpmath.zetazero (mpmath python)
1087,1519.7410094939068208628302317922187939510825751423,50,mpmath.zetazero (mpmath python)
1088,1520.2736222203561542700413079516573368020231194607,50,mpmath.zetazero (mpmath python)
1089,1521.9019090654609113954278392993871277690449916096,50,mpmath.zetazero (mpmath python)
1090,1523.4860471492588801365945504957019731986663793277,50,mpmath.zetazero (mpmath python)
1091,1524.7248921606221869898416009107880177497284682181,50,mpmath.zetazero (mpmath python)
1092,1525.2278372337918000714507193014001667781052792540,50,mpmath.zetazero (mpmath python)
1093,1526.5523119103874568333430716768750178442281661874,50,mpmath.zetazero (mpmath python)
1094,1528.0409304292975721597205353347548410722241564299,50,mpmath.zetazero (mpmath python)
1095,1529.0344567287013106279871385178545551241500071043,50,mpmath.zetazero (mpmath python)
1096,1529.3699753651945241655970299239432319892554980274,50,mpmath.zetazero (mpmath python)
1097,1531.0207429702223225758667512932720565334807495420,50,mpmath.zetazero (mpmath python)
1098,1532.2223269393920695287728734112516366273415180662,50,mpmath.zetazero (mpmath python)
1099,1533.8869779132015920966829798853491315620218322903,50,mpmath.zetazero (mpmath python)
1100,1535.0422774712066645852911677878462409214901185502,50,mpmath.zetazero (mpmath python)
1101,1535.7695023952482043277186052549507413217146945239,50,mpmath.zetazero (mpmath python)
1102,1536.6207018240298718982804690567547065712131248011,50,mpmath.zetazero (mpmath python)
1103,1537.6510621679449224647543105565390476084658133664,50,mpmath.zetazero (mpmath python)
1104,1539.3028548555832294278460058118690628408888852190,50,mpmath.zetazero (mpmath python)
1105,1540.0302701395063689737232692961809087590425264962,50,mpmath.zetazero (mpmath python)
1106,1541.7422487627890034935865946229491928365912997471,50,mpmath.zetazero (mpmath python)
1107,1542.4965229227662796047688084405398136691398942238,50,mpmath.zetazero (mpmath python)
1108,1544.1186700545202898953676199985151827995731026064,50,mpmath.zetazero (mpmath python)
1109,1544.8346082275194801102029362351777875474794370400,50,mpmath.zetazero (mpmath python)
1110,1546.0911977863132978861448018812404291502780451196,50,mpmath.zetazero (mpmath python)
1111,1547.2975811214069013680004152633698749561008657373,50,mpmath.zetazero (mpmath python)
1112,1547.8065638018575678123322593373555832013208716904,50,mpmath.zetazero (mpmath python)
1113,1548.8713481787253728839279516717594985886261614391,50,mpmath.zetazero (mpmath python)
1114,1551.2738453264045265679570972914421941893737836057,50,mpmath.zetazero (mpmath python)
1115,1552.0068728376700693968253005575256873899274384732,50,mpmath.zetazero (mpmath python)
1116,1552.7361053298038551302550299238890326457082315031,50,mpmath.zetazero (mpmath python)
1117,1554.1565191096577777888060998046483790251005360605,50,mpmath.zetazero (mpmath python)
1118,1554.9212851649918697488020581931925922417434286942,50,mpmath.zetazero (mpmath python)
1119,1556.1629874975527523457446144541939812957646790523,50,mpmath.zetazero (mpmath python)
1120,1557.3945070176904909878321513278969496236227468078,50,mpmath.zetazero (mpmath python)
1121,1558.3391528523519627863858349866101096902328251283,50,mpmath.zetazero (mpmath python)
1122,1559.7811543907102352552592888871855631410836783804,50,mpmath.zetazero (mpmath python)
1123,1560.8764757778094521399411405138970064190606530908,50,mpmath.zetazero (mpmath python)
1124,1562.4101531801944396805360550518722620199923700146,50,mpmath.zetazero (mpmath python)
1125,1563.3854009584955372679183714399730563138678205988,50,mpmath.zetazero (mpmath python)
1126,1564.1779404604316748205899000632967990289334776677,50,mpmath.zetazero (mpmath python)
1127,1564.9157882622601359302259758773018277622274268456,50,mpmath.zetazero (mpmath python)
1128,1566.2664156015515167371957895211953733793973753279,50,mpmath.zetazero (mpmath python)
1129,1567.6234507172181054566697219592247226005570168039,50,mpmath.zetazero (mpmath python)
1130,1569.0224778043740745285609563817539114263452614790,50,mpmath.zetazero (mpmath python)
1131,1570.5092778669208377501537020184721013061567294379,50,mpmath.zetazero (mpmath python)
1132,1571.0453814855381850569359024149356969453361994315,50,mpmath.zetazero (mpmath python)
1133,1571.8453520880453383653851876817922105360377234116,50,mpmath.zetazero (mpmath python)
1134,1573.8065633302714038347129371087555399254760169313,50,mpmath.zetazero (mpmath python)
1135,1574.2309154298637777553736947807767877709636091926,50,mpmath.zetazero (mpmath python)
1136,1575.6381549520165517044013191660247854913904146807,50,mpmath.zetazero (mpmath python)
1137,1576.1613523634243775613274893113229588105073796370,50,mpmath.zetazero (mpmath python)
1138,1578.1188269457827860746407614418295116552898266305,50,mpmath.zetazero (mpmath python)
1139,1579.5140550677406772480024410969590982301279208881,50,mpmath.zetazero (mpmath python)
1140,1580.3720816254715493750705640413363254291387834572,50,mpmath.zetazero (mpmath python)
1141,1581.3635517730018203930006717247279227245416025547,50,mpmath.zetazero (mpmath python)
1142,1582.3294869441471762565692507187104906211993923140,50,mpmath.zetazero (mpmath python)
1143,1583.3946934354217484331843377127598411125461354626,50,mpmath.zetazero (mpmath python)
1144,1584.2348480663762105178717190128453360075354624872,50,mpmath.zetazero (mpmath python)
1145,1586.2932107503377760655993059499921990703632877961,50,mpmath.zetazero (mpmath python)
1146,1587.0043421070411498290948118452440529134116784232,50,mpmath.zetazero (mpmath python)
1147,1588.1634040289047901480311215143729666044528172585,50,mpmath.zetazero (mpmath python)
1148,1589.3579459495577277760309317414497001409472529246,50,mpmath.zetazero (mpmath python)
1149,1590.8359043213941047713064260832675650175926726971,50,mpmath.zetazero (mpmath python)
1150,1591.2938843735723562314062651764938530665741287819,50,mpmath.zetazero (mpmath python)
1151,1592.6371670392349184734363507304723646451727129767,50,mpmath.zetazero (mpmath python)
1152,1593.5848081888619263354708838136017953449804731668,50,mpmath.zetazero (mpmath python)
1153,1594.4426896556905239619126158288138540709766299507,50,mpmath.zetazero (mpmath python)
1154,1596.4844924096546752466989210793523793067295450660,50,mpmath.zetazero (mpmath python)
1155,1597.7158959444231286463368815034582689108106736112,50,mpmath.zetazero (mpmath python)
1156,1598.4207985496704497457622230835355183367174449310,50,mpmath.zetazero (mpmath python)
1157,1599.6193489504628069109813090586630996695508034292,50,mpmath.zetazero (mpmath python)
1158,1600.0480449034073111176407629861934749801913923970,50,mpmath.zetazero (mpmath python)
1159,1601.9119462285821953190485098516509553013971583351,50,mpmath.zetazero (mpmath python)
1160,1602.8154047937266025175359819514400343233606270935,50,mpmath.zetazero (mpmath python)
1161,1603.6552029961240796684042861366315466344562904899,50,mpmath.zetazero (mpmath python)
1162,1605.5216466466233487043330109109568125436745115173,50,mpmath.zetazero (mpmath python)
1163,1606.2934181265742234985116355746202697592215821023,50,mpmath.zetazero (mpmath python)
1164,1607.5569052119828795406008956108581459806739382557,50,mpmath.zetazero (mpmath python)
1165,1608.8362953050100155482169016982015645422303125985,50,mpmath.zetazero (mpmath python)
1166,1610.0032641900379443104707872025446353739302421377,50,mpmath.zetazero (mpmath python)
1167,1610.2538231625744888075677254581488630141769605445,50,mpmath.zetazero (mpmath python)
1168,1611.4371412695547804192018582160232677627339419109,50,mpmath.zetazero (mpmath python)
1169,1613.0788554510274235135226944675840432913205272787,50,mpmath.zetazero (mpmath python)
1170,1614.7106278521614917396374255367613458846097275304,50,mpmath.zetazero (mpmath python)
1171,1615.5746087189720087599013719002547575426617642890,50,mpmath.zetazero (mpmath python)
1172,1616.3983948415836441768291262614663308408360104451,50,mpmath.zetazero (mpmath python)
1173,1617.7346848409852085609991302228770983755785965790,50,mpmath.zetazero (mpmath python)
1174,1618.5375178319775475283214606293256965460909761894,50,mpmath.zetazero (mpmath python)
1175,1619.9525012611288490533608750989516626057064197964,50,mpmath.zetazero (mpmath python)
1176,1620.7743108213885624188847012797647293035363958568,50,mpmath.zetazero (mpmath python)
1177,1622.0987516980229607345519081848507793096368955651,50,mpmath.zetazero (mpmath python)
1178,1622.9777676994755800472344664122390448806463545395,50,mpmath.zetazero (mpmath python)
1179,1625.0218566579627898498546634302985378672152259604,50,mpmath.zetazero (mpmath python)
1180,1625.9870201636211722415497500096922558541462589697,50,mpmath.zetazero (mpmath python)
1181,1626.3999193116355519204943597645678672839820638685,50,mpmath.zetazero (mpmath python)
1182,1627.7554412763157449551555848739356393586957873129,50,mpmath.zetazero (mpmath python)
1183,1628.7153168567632301919848597863601064266916206450,50,mpmath.zetazero (mpmath python)
1184,1629.6586689549477614627490364214308369484141145665,50,mpmath.zetazero (mpmath python)
1185,1631.1948145515157529828581714283464297276900883459,50,mpmath.zetazero (mpmath python)
1186,1632.7981835707088169655530437952529449320975850072,50,mpmath.zetazero (mpmath python)
1187,1633.5125168897372631580845335015949135977712178453,50,mpmath.zetazero (mpmath python)
1188,1634.5168226620670807064242218142369756830996063169,50,mpmath.zetazero (mpmath python)
1189,1635.7183663262137995255785257691609350604775334295,50,mpmath.zetazero (mpmath python)
1190,1637.0891901733709458763889024833717737967775219259,50,mpmath.zetazero (mpmath python)
1191,1637.9946435860127523320158036126848260905160413898,50,mpmath.zetazero (mpmath python)
1192,1638.5996583042138826963969428696763136637404366511,50,mpmath.zetazero (mpmath python)
1193,1639.8212357298301955213755234333385540635305198941,50,mpmath.zetazero (mpmath python)
1194,1641.8998190085045770394300713441565806451137976775,50,mpmath.zetazero (mpmath python)
1195,1642.4897798223780730573453068239851466625701689474,50,mpmath.zetazero (mpmath python)
1196,1644.1520659597376791967270432029871353311615440223,50,mpmath.zetazero (mpmath python)
1197,1644.7137457746678828761643707921029218770136476645,50,mpmath.zetazero (mpmath python)
1198,1645.5737603627660785824866250101218486326995220339,50,mpmath.zetazero (mpmath python)
1199,1646.6248665931788907658206537864101870848403066721,50,mpmath.zetazero (mpmath python)
1200,1648.2705982225316978075826566440833257480713163286,50,mpmath.zetazero (mpmath python)
1201,1649.1185354092401232922863170234849769999550658608,50,mpmath.zetazero (mpmath python)
1202,1650.4169889830483811499840888287244305221044047932,50,mpmath.zetazero (mpmath python)
1203,1651.7326933413959810369980679741905611684329614134,50,mpmath.zetazero (mpmath python)
1204,1652.6710658996012070823189637721927138268338417784,50,mpmath.zetazero (mpmath python)
1205,1654.2058967593711669430823199627687632176850955033,50,mpmath.zetazero (mpmath python)
1206,1654.7266523933217863817521859675452878922578922688,50,mpmath.zetazero (mpmath python)
1207,1655.8227756767717673182068845261866625929800905888,50,mpmath.zetazero (mpmath python)
1208,1657.1142363997630823537068504287582090563379191249,50,mpmath.zetazero (mpmath python)
1209,1657.5671011793214411128960411351206116979802894687,50,mpmath.zetazero (mpmath python)
1210,1660.0199803379989454244689812029858781648678809571,50,mpmath.zetazero (mpmath python)
1211,1660.8600568333008103014959242794534753985169618139,50,mpmath.zetazero (mpmath python)
1212,1661.8368928840966883047233614966940174126045044313,50,mpmath.zetazero (mpmath python)
1213,1662.3772025492800834672480887394638529869484642891,50,mpmath.zetazero (mpmath python)
1214,1664.0572654181100306172610838912713706758444718545,50,mpmath.zetazero (mpmath python)
1215,1664.9680044863650838069745584169193526574276816547,50,mpmath.zetazero (mpmath python)
1216,1665.8776404144862123309613523861538541992900543811,50,mpmath.zetazero (mpmath python)
1217,1667.2411250517112771393868782869493066932810230543,50,mpmath.zetazero (mpmath python)
1218,1668.3682293274018626521898559181453652261527855572,50,mpmath.zetazero (mpmath python)
1219,1669.6697284523992091500178006445353143319282722575,50,mpmath.zetazero (mpmath python)
1220,1671.0471824333031819792639570379801125597977019894,50,mpmath.zetazero (mpmath python)
1221,1671.9842593337262739424366656145402240071492723045,50,mpmath.zetazero (mpmath python)
1222,1672.9633708307810565977582640167263033602236018371,50,mpmath.zetazero (mpmath python)
1223,1673.6874453339052505110740395404844763397967258128,50,mpmath.zetazero (mpmath python)
1224,1674.6484620970097547961374240312886574206412565569,50,mpmath.zetazero (mpmath python)
1225,1676.3624863239504752167557486596150654760620271123,50,mpmath.zetazero (mpmath python)
1226,1677.6912271415265036186236313139342528788440825707,50,mpmath.zetazero (mpmath python)
1227,1678.6303680910636503934934307850764863699365068467,50,mpmath.zetazero (mpmath python)
1228,1680.0779467168094944398349944731178076167607674559,50,mpmath.zetazero (mpmath python)
1229,1680.5047701128470520805673562396413786629831128023,50,mpmath.zetazero (mpmath python)
1230,1681.8123201742660133606271665236810588889681894011,50,mpmath.zetazero (mpmath python)
1231,1683.2732892606667704704682984471818344107492425013,50,mpmath.zetazero (mpmath python)
1232,1684.1716568370642915790285519702276238723717203058,50,mpmath.zetazero (mpmath python)
1233,1684.5588632525372418613815811379561119000190129168,50,mpmath.zetazero (mpmath python)
1234,1686.4211219478381975932769378263810630192852126729,50,mpmath.zetazero (mpmath python)
1235,1688.0801426931765884367403532303690978217852356967,50,mpmath.zetazero (mpmath python)
1236,1688.9338685097846240565621119854612409617691196420,50,mpmath.zetazero (mpmath python)
1237,1689.7031542561797888658193939820312139332272593852,50,mpmath.zetazero (mpmath python)
1238,1691.0515599168930759445934095118458011396839119699,50,mpmath.zetazero (mpmath python)
1239,1691.5151928920351522991871606030201271547239337050,50,mpmath.zetazero (mpmath python)
1240,1693.0530209301971468671528993815689966380412381622,50,mpmath.zetazero (mpmath python)
1241,1694.0175646526078568668314635040083688859214544801,50,mpmath.zetazero (mpmath python)
1242,1695.8325544741872655130880782647759195741881696955,50,mpmath.zetazero (mpmath python)
1243,1696.6549974397856563489721999740913125902615036863,50,mpmath.zetazero (mpmath python)
1244,1697.3425142865640093492946044325153881893309128447,50,mpmath.zetazero (mpmath python)
1245,1699.2295471876430187928723520348069899268669343465,50,mpmath.zetazero (mpmath python)
1246,1699.9668172668638585643883830736372978013118850401,50,mpmath.zetazero (mpmath python)
1247,1700.8203032450062387334392887123320114077184548978,50,mpmath.zetazero (mpmath python)
1248,1701.8255509970474172335539192320821147524624159259,50,mpmath.zetazero (mpmath python)
1249,1702.9232497644905193993241153479020878165873813170,50,mpmath.zetazero (mpmath python)
1250,1704.2914124266797602813437512405634119708033769907,50,mpmath.zetazero (mpmath python)
1251,1706.2560324315603770554875203856797085178153979678,50,mpmath.zetazero (mpmath python)
1252,1706.6156650350260124701051948167738656310402201310,50,mpmath.zetazero (mpmath python)
1253,1707.9123124933245149392945881519135256861648195224,50,mpmath.zetazero (mpmath python)
1254,1708.5121161784030882508268280165651102416754509623,50,mpmath.zetazero (mpmath python)
1255,1709.7808422985804849234075727062535979848145329424,50,mpmath.zetazero (mpmath python)
1256,1711.1376032585928412728607393011353090337410892775,50,mpmath.zetazero (mpmath python)
1257,1712.1553976543223688431905104841858409017531381714,50,mpmath.zetazero (mpmath python)
1258,1713.0553417275131096287068290332565542976958067406,50,mpmath.zetazero (mpmath python)
1259,1714.7171452554945303809070734271986937180905112204,50,mpmath.zetazero (mpmath python)
1260,1715.8252830398205678356192013624114014690638298319,50,mpmath.zetazero (mpmath python)
1261,1716.7699837173949027443615816670534873185589805086,50,mpmath.zetazero (mpmath python)
1262,1717.9744850661585281531162567397418707418663324533,50,mpmath.zetazero (mpmath python)
1263,1718.9541524985837519961214831277864382335993837755,50,mpmath.zetazero (mpmath python)
1264,1719.7244693218310351104768987071814802373737701494,50,mpmath.zetazero (mpmath python)
1265,1720.4980709475865318104584690805412385138296585752,50,mpmath.zetazero (mpmath python)
1266,1722.8446617399156488259868349881545807153123593810,50,mpmath.zetazero (mpmath python)
1267,1723.5328226312598736010009233614244373655870183931,50,mpmath.zetazero (mpmath python)
1268,1724.7339587376582249117684472880374489545935272607,50,mpmath.zetazero (mpmath python)
1269,1725.6386280199738306533531799678626943566851143911,50,mpmath.zetazero (mpmath python)
1270,1726.6057007398854044625974202374375667838356243613,50,mpmath.zetazero (mpmath python)
1271,1728.1665067609654250405788103143503283360509463994,50,mpmath.zetazero (mpmath python)
1272,1728.6444864803719883969493919328776498126632792614,50,mpmath.zetazero (mpmath python)
1273,1730.0238725447791444225678633570028616743721933809,50,mpmath.zetazero (mpmath python)
1274,1731.0141937618571817830751642135459851456106426480,50,mpmath.zetazero (mpmath python)
1275,1732.4301698592568365420286634406152388120925070872,50,mpmath.zetazero (mpmath python)
1276,1733.8408250214300134044031004028764223105362888213,50,mpmath.zetazero (mpmath python)
1277,1735.1754660211010983398780904453371434761280497995,50,mpmath.zetazero (mpmath python)
1278,1735.6247153428706323275636943657072700114045770550,50,mpmath.zetazero (mpmath python)
1279,1736.3056627332379888873848583801622402347928743102,50,mpmath.zetazero (mpmath python)
1280,1737.8938847869285482841836106809489192261965224197,50,mpmath.zetazero (mpmath python)
1281,1738.7832375888160542614972015962892880743275841721,50,mpmath.zetazero (mpmath python)
1282,1740.1691156801405485872939981618781169794819792885,50,mpmath.zetazero (mpmath python)
1283,1741.7791678087272572893656466607702787026881685085,50,mpmath.zetazero (mpmath python)
1284,1742.4676807207820101989855928148002832249913911595,50,mpmath.zetazero (mpmath python)
1285,1743.4264368587216265215078410967125006736362042165,50,mpmath.zetazero (mpmath python)
1286,1744.7215119376997897767160043898620084612033983349,50,mpmath.zetazero (mpmath python)
1287,1746.0974985956326949810888979655654483302413433570,50,mpmath.zetazero (mpmath python)
1288,1746.5954566271282055716976637749963415573588593820,50,mpmath.zetazero (mpmath python)
1289,1747.7816955277524177479514266046836581831380405862,50,mpmath.zetazero (mpmath python)
1290,1748.5639873810802168275654725221004975675037137989,50,mpmath.zetazero (mpmath python)
1291,1750.8228184898391004969697144042089434639756222757,50,mpmath.zetazero (mpmath python)
1292,1751.6177949462511148368183101728038551853363449007,50,mpmath.zetazero (mpmath python)
1293,1752.5115111406659359933656673510745599328877705240,50,mpmath.zetazero (mpmath python)
1294,1753.6613552431395381519200866524525651258546967224,50,mpmath.zetazero (mpmath python)
1295,1754.7633698742528780744522103848400892523507853772,50,mpmath.zetazero (mpmath python)
1296,1755.1696940681426851827236267007890082806130734982,50,mpmath.zetazero (mpmath python)
1297,1757.0465184607231084327607705576482762462280446448,50,mpmath.zetazero (mpmath python)
1298,1757.9840770328181799914526820623286891362453496946,50,mpmath.zetazero (mpmath python)
1299,1759.2400856466818949571628574647211046918805206322,50,mpmath.zetazero (mpmath python)
1300,1760.2151662427623241851078294254246233510931521467,50,mpmath.zetazero (mpmath python)
1301,1761.8548999387280703800922383538829312434847710711,50,mpmath.zetazero (mpmath python)
1302,1762.4976888706606216305542278314909416403317570743,50,mpmath.zetazero (mpmath python)
1303,1763.7191214962870472636665294047659408485774123487,50,mpmath.zetazero (mpmath python)
1304,1764.5914768490919583547457580583749779267248599668,50,mpmath.zetazero (mpmath python)
1305,1765.4004939917838357278089016481605961682894986075,50,mpmath.zetazero (mpmath python)
1306,1766.6762435994778735452010710409341722436339215674,50,mpmath.zetazero (mpmath python)
1307,1768.2959711363413811986221753672419258250766267293,50,mpmath.zetazero (mpmath python)
1308,1769.9409520516358383343892322428375471164205647427,50,mpmath.zetazero (mpmath python)
1309,1770.2436773121973481926171393984239264905240312138,50,mpmath.zetazero (mpmath python)
1310,1771.2129449835465267259353012850963129583718889158,50,mpmath.zetazero (mpmath python)
1311,1772.3280003635913593076561696562490141055727829144,50,mpmath.zetazero (mpmath python)
1312,1773.8949155107034618118795184415650038794816668011,50,mpmath.zetazero (mpmath python)
1313,1774.6604309900235901076769499918939520537257072928,50,mpmath.zetazero (mpmath python)
1314,1775.3419875737472910269056723742293268299190476346,50,mpmath.zetazero (mpmath python)
1315,1777.2558602240579870629854961545960786496369669370,50,mpmath.zetazero (mpmath python)
1316,1778.0417347622492981165578739026729322312110628606,50,mpmath.zetazero (mpmath python)
1317,1779.5522708091789616068093144797005637857967704621,50,mpmath.zetazero (mpmath python)
1318,1780.6652284929986572327980244331087143653057439028,50,mpmath.zetazero (mpmath python)
1319,1781.3556377228195629719665052423799343887544082144,50,mpmath.zetazero (mpmath python)
1320,1782.4390673200201814517520138630251133803826691058,50,mpmath.zetazero (mpmath python)
1321,1783.0848295199464847114797161994530820215235161049,50,mpmath.zetazero (mpmath python)
1322,1784.6079463966126648688504576772639095685755459537,50,mpmath.zetazero (mpmath python)
1323,1786.3422011793425288213258292238386758608504804388,50,mpmath.zetazero (mpmath python)
1324,1787.0492730868162663902566033609920305753990118604,50,mpmath.zetazero (mpmath python)
1325,1788.2151234796328232476430943520806981177301997081,50,mpmath.zetazero (mpmath python)
1326,1789.2421799636847201408635105579297730524338645848,50,mpmath.zetazero (mpmath python)
1327,1790.4495623697835404655194933118609724100794195993,50,mpmath.zetazero (mpmath python)
1328,1791.2544098187954501491477789654269722707726544020,50,mpmath.zetazero (mpmath python)
1329,1792.6161027351981827359462778835414616305088285528,50,mpmath.zetazero (mpmath python)
1330,1793.5253906524095148220632320174740020206147070476,50,mpmath.zetazero (mpmath python)
1331,1794.1784820072555911987507421158169552313914668660,50,mpmath.zetazero (mpmath python)
1332,1796.4651405374308137511142553708486892467341902495,50,mpmath.zetazero (mpmath python)
1333,1797.3763356711367698556910752020322760755939174491,50,mpmath.zetazero (mpmath python)
1334,1798.1470674580757469268227635321389579408274910836,50,mpmath.zetazero (mpmath python)
1335,1799.2316472097374004000646141838879620594671524462,50,mpmath.zetazero (mpmath python)
1336,1800.0247240197391545681182271495930292990192458517,50,mpmath.zetazero (mpmath python)
1337,1801.3096369452879921310766461352755171955020399336,50,mpmath.zetazero (mpmath python)
1338,1802.3012834914505698588359638705889709407298133846,50,mpmath.zetazero (mpmath python)
