n,gamma,gamma_dps,source
504,816.72773771439471631650257483772409143515678320339,50,mpmath.zetazero (mpmath python)
505,818.38066886636167651158677502630534810871808064153,50,mpmath.zetazero (mpmath python)
506,819.20464217082386260582403884633764954992761907265,50,mpmath.zetazero (mpmath python)
507,820.72189844386928746643102182345919101711278393837,50,mpmath.zetazero (mpmath python)
508,821.71345413337940180987603446496772612303964049951,50,mpmath.zetazero (mpmath python)
509,822.19775749340427714358185558605018441931513400924,50,mpmath.zetazero (mpmath python)
510,824.52629387162974816376648492845943972657919294176,50,mpmath.zetazero (mpmath python)
511,826.03928737657438354801416353322042026636318496536,50,mpmath.zetazero (mpmath python)
512,826.90581095408077197966445091349413799209384632158,50,mpmath.zetazero (mpmath python)
513,828.34017430048990037050421507592183693032156030142,50,mpmath.zetazero (mpmath python)
514,829.43701096830933362304759149231860950130421422302,50,mpmath.zetazero (mpmath python)
515,830.89588405331740073007861761114162031113486626941,50,mpmath.zetazero (mpmath python)
516,831.79977765907058307432460837284024494374216289530,50,mpmath.zetazero (mpmath python)
517,833.00364090915419953831125420799319342109714390296,50,mpmath.zetazero (mpmath python)
518,834.65191514782557580734533987601377741660905797727,50,mpmath.zetazero (mpmath python)
519,836.69357618759186716887034075914646207593628694281,50,mpmath.zetazero (mpmath python)
520,837.34733505953151476748641631572147144545938803287,50,mpmath.zetazero (mpmath python)
521,838.24902199273214583654709591162613412794003226855,50,mpmath.zetazero (mpmath python)
522,839.46539481028247555031030220011628983508371538255,50,mpmath.zetazero (mpmath python)
523,841.03638982901342372441148471800766924656397399234,50,mpmath.zetazero (mpmath python)
524,842.04135420652637133336769920020251909644548824906,50,mpmath.zetazero (mpmath python)
525,844.16619660735076882134610112566780937429031887113,50,mpmath.zetazero (mpmath python)
526,844.80599397576372688128477664963657780524410016486,50,mpmath.zetazero (mpmath python)
527,846.19476992769399776366251853997661282785090486161,50,mpmath.zetazero (mpmath python)
528,847.97171763951200663632758478537615901929233950281,50,mpmath.zetazero (mpmath python)
529,848.48928118094352382488673033472457804880527371286,50,mpmath.zetazero (mpmath python)
530,849.86227434869782626434471470775637222595284725059,50,mpmath.zetazero (mpmath python)
531,850.64544846600409237824204818765872765226368979592,50,mpmath.zetazero (mpmath python)
532,853.16311258338915532583947207126675288063465626137,50,mpmath.zetazero (mpmath python)
533,854.09551171986905862001822163210216312429951805078,50,mpmath.zetazero (mpmath python)
534,855.28671024440493634822843757060150724655800088060,50,mpmath.zetazero (mpmath python)
535,856.48411749079166285403492490159691313994655663220,50,mpmath.zetazero (mpmath python)
536,857.31074060260382603296422995599456717721109318252,50,mpmath.zetazero (mpmath python)
537,858.90402646647569441282957372075879362442713344985,50,mpmath.zetazero (mpmath python)
538,860.41067089601467075159414014632734684709344772177,50,mpmath.zetazero (mpmath python)
539,861.17109821271533760597511040114215121951564104325,50,mpmath.zetazero (mpmath python)
540,863.18971977190893423611013006573866330805125986002,50,mpmath.zetazero (mpmath python)
541,864.34082393006954085568749976524424716116196904203,50,mpmath.zetazero (mpmath python)
542,865.59466432651596539510687707539353848745360442490,50,mpmath.zetazero (mpmath python)
543,866.42373990404264146297958865795176500527199039592,50,mpmath.zetazero (mpmath python)
544,867.69312261178500623876852710732107038856780097063,50,mpmath.zetazero (mpmath python)
545,868.67049422913159666783827457457718302694976157065,50,mpmath.zetazero (mpmath python)
546,870.84690232575401620579527545407891576386559760857,50,mpmath.zetazero (mpmath python)
547,872.18875082161320775587322808163246335645818654440,50,mpmath.zetazero (mpmath python)
548,873.09897897128198149832540295728939018013904102985,50,mpmath.zetazero (mpmath python)
549,873.90838923533753043962998577189439331610860007597,50,mpmath.zetazero (mpmath python)
550,875.98528510878032237439244119674069228599297960943,50,mpmath.zetazero (mpmath python)
551,876.60082583302744239724313001907371143603177705415,50,mpmath.zetazero (mpmath python)
552,877.65469834103347514402209313832403810395338776319,50,mpmath.zetazero (mpmath python)
553,879.38095196979098245646180007203462781687609441085,50,mpmath.zetazero (mpmath python)
554,880.83464884793939028303228725197325306955680895213,50,mpmath.zetazero (mpmath python)
555,882.38669662719646125238465043276881177753667093495,50,mpmath.zetazero (mpmath python)
556,883.43033183870164568456833743642886261738261231830,50,mpmath.zetazero (mpmath python)
557,884.19874311459472696038427915427487222126034357258,50,mpmath.zetazero (mpmath python)
558,885.27230447961712705119808610060086654099254081102,50,mpmath.zetazero (mpmath python)
559,886.85280196291629837203332994697461238854739529953,50,mpmath.zetazero (mpmath python)
560,888.47556667381719477372638874886263805861034916493,50,mpmath.zetazero (mpmath python)
561,889.73529429409073709741218814311571487258672282447,50,mpmath.zetazero (mpmath python)
562,890.81313211252806368619592430668038940023864606374,50,mpmath.zetazero (mpmath python)
563,892.38643326015586934174099927922356818395540474987,50,mpmath.zetazero (mpmath python)
564,893.11911756729425833617554293744952528733433018379,50,mpmath.zetazero (mpmath python)
565,894.88629232086871614219290360338167489950806768195,50,mpmath.zetazero (mpmath python)
566,895.39791967478296505539685939456281563966403115808,50,mpmath.zetazero (mpmath python)
567,896.63225155620272003352658672079041348952952739860,50,mpmath.zetazero (mpmath python)
568,899.22152266838341939009564393985323451432078811558,50,mpmath.zetazero (mpmath python)
569,899.85888460793748344426585531170305958789569860823,50,mpmath.zetazero (mpmath python)
570,900.84973986052139611782464124653877268754563580671,50,mpmath.zetazero (mpmath python)
571,902.24320758675228846164044784238054406526442279665,50,mpmath.zetazero (mpmath python)
572,903.09967444263045494666504638074564427557943925854,50,mpmath.zetazero (mpmath python)
573,904.70290272228132077432409142571697527694579181222,50,mpmath.zetazero (mpmath python)
574,905.82994075822220940483941073031377165174187498980,50,mpmath.zetazero (mpmath python)
575,907.65672946896752531155671350847257537749782583417,50,mpmath.zetazero (mpmath python)
576,908.33354364506092528070819667519431451789421075911,50,mpmath.zetazero (mpmath python)
577,910.18633405717984256535255167880787948693499870657,50,mpmath.zetazero (mpmath python)
578,911.23495148595550409259750128658717663794908511821,50,mpmath.zetazero (mpmath python)
579,912.33104560003558724880716717151551221716248617044,50,mpmath.zetazero (mpmath python)
580,912.82399924674339537799221665873749926548251773147,50,mpmath.zetazero (mpmath python)
581,914.73009695837561333837523921369987412708293365653,50,mpmath.zetazero (mpmath python)
582,916.35500080864276589142084294799952588638591852260,50,mpmath.zetazero (mpmath python)
583,917.82537757042678302648396433404868248883314678387,50,mpmath.zetazero (mpmath python)
584,918.83653524352902957124898261895290929798083351126,50,mpmath.zetazero (mpmath python)
585,919.44834443968230478176512935231792992868694924966,50,mpmath.zetazero (mpmath python)
586,921.15639550715485336739940521902596087859604549268,50,mpmath.zetazero (mpmath python)
587,922.50062930663677026624532908777339748144910429190,50,mpmath.zetazero (mpmath python)
588,923.28571980242224267394310255296062665901979900126,50,mpmath.zetazero (mpmath python)
589,924.77348393347666441624645576483029488838906526818,50,mpmath.zetazero (mpmath python)
590,926.55155278460302894159237505437656378308714308194,50,mpmath.zetazero (mpmath python)
591,927.85085898575359414787096158807575122373958284764,50,mpmath.zetazero (mpmath python)
592,928.66365932893489228875629035794463332736343846570,50,mpmath.zetazero (mpmath python)
593,929.87409285064775477710606749815772394008874299591,50,mpmath.zetazero (mpmath python)
594,931.00921133662807295427616676545137738402814484002,50,mpmath.zetazero (mpmath python)
595,931.85274074552007992168634235099792932185216800371,50,mpmath.zetazero (mpmath python)
596,934.38530683725846475441454119257949634473665150767,50,mpmath.zetazero (mpmath python)
597,934.99542486384645961760973764516760542735655208216,50,mpmath.zetazero (mpmath python)
598,936.22864937928292721371866391377286380615655620768,50,mpmath.zetazero (mpmath python)
599,937.53292571197038127291623388558268869658012231802,50,mpmath.zetazero (mpmath python)
600,939.02430089921838218421841870917956106917858909399,50,mpmath.zetazero (mpmath python)
601,939.66094061452816598560075447474114879307367797912,50,mpmath.zetazero (mpmath python)
602,941.15699964204237260777099694368680778007966856853,50,mpmath.zetazero (mpmath python)
603,942.05234164337549787438994563498231708858859105032,50,mpmath.zetazero (mpmath python)
604,944.18803580957274451197850161510357016130338499182,50,mpmath.zetazero (mpmath python)
605,945.33356250304594614154223892099645252653062327499,50,mpmath.zetazero (mpmath python)
606,946.76584220472785115673216721824137703057177857547,50,mpmath.zetazero (mpmath python)
607,947.07918309625487796511947454302963826381343229587,50,mpmath.zetazero (mpmath python)
608,948.34664625504496716660508599383598359106132619279,50,mpmath.zetazero (mpmath python)
609,950.15161268464384086474681035084544556502562137843,50,mpmath.zetazero (mpmath python)
610,951.03324873382350997449941047639818628263861512032,50,mpmath.zetazero (mpmath python)
611,952.72798861985062608466752132393261231760696810027,50,mpmath.zetazero (mpmath python)
612,954.12971926955141533675800941441692515031987300727,50,mpmath.zetazero (mpmath python)
613,954.82930893821663711951376283810161686271155008433,50,mpmath.zetazero (mpmath python)
614,956.67547934328979602314203213322767062414953792121,50,mpmath.zetazero (mpmath python)
615,957.51005259642372246772876911693232428565223761397,50,mpmath.zetazero (mpmath python)
616,958.41459339013618097000399946725479359022563482575,50,mpmath.zetazero (mpmath python)
617,959.45916880706811256099960903915432846382113270494,50,mpmath.zetazero (mpmath python)
618,961.66957247419275334266865750319864662381206048898,50,mpmath.zetazero (mpmath python)
619,963.18208667131144699713218997217169670474429777860,50,mpmath.zetazero (mpmath python)
620,963.56704019161227067186209951900678663864900345656,50,mpmath.zetazero (mpmath python)
621,965.05557962375111622492669481530713388350203953504,50,mpmath.zetazero (mpmath python)
622,966.11075481841020401872462128611977359790673659564,50,mpmath.zetazero (mpmath python)
623,967.37115376626285431516477820424841189487057524971,50,mpmath.zetazero (mpmath python)
624,968.63630190608732640808990549808301150293127567172,50,mpmath.zetazero (mpmath python)
625,970.12561055694117547921511958924043378121133646976,50,mpmath.zetazero (mpmath python)
626,971.07149148638572794025103456085622964924574115418,50,mpmath.zetazero (mpmath python)
627,973.18536129430119422164909695845071417976363504672,50,mpmath.zetazero (mpmath python)
628,973.87307899265359719423256346532695147033131550729,50,mpmath.zetazero (mpmath python)
629,974.77463506583742987530315484702379752528290386505,50,mpmath.zetazero (mpmath python)
630,976.17850242058960934418779815924373919271609866327,50,mpmath.zetazero (mpmath python)
631,976.91720211705062202141726717178781377776068091852,50,mpmath.zetazero (mpmath python)
632,978.76667153511297445402300674042504626189825225930,50,mpmath.zetazero (mpmath python)
633,980.57800063977441806133895250247559227285823405647,50,mpmath.zetazero (mpmath python)
634,981.28861530175896945936443434712949108905091172724,50,mpmath.zetazero (mpmath python)
635,982.39648516877897840141022187220093532459915117303,50,mpmath.zetazero (mpmath python)
636,983.57507600643132875553311344275996113647857958879,50,mpmath.zetazero (mpmath python)
637,985.18692865577343576952856514903153019458809817361,50,mpmath.zetazero (mpmath python)
638,986.13051511018452664937398821863016197963724894668,50,mpmath.zetazero (mpmath python)
639,986.75600840765603562177783911767275734512758334365,50,mpmath.zetazero (mpmath python)
640,988.99262237065740660736618366671371483701036171324,50,mpmath.zetazero (mpmath python)
641,990.22391780402797236297813057636928767816325740090,50,mpmath.zetazero (mpmath python)
642,991.37429414776150543186343326028614768630923918212,50,mpmath.zetazero (mpmath python)
643,992.72869633673265944362739693309337782393298848603,50,mpmath.zetazero (mpmath python)
644,993.21458095744295370752307112134405390032418864193,50,mpmath.zetazero (mpmath python)
645,994.40459057109449190002780546623487667367224420845,50,mpmath.zetazero (mpmath python)
646,996.20533616429828648352798144930169946433483180804,50,mpmath.zetazero (mpmath python)
647,997.51193475193922921102984007544019312673849262312,50,mpmath.zetazero (mpmath python)
648,998.82754713692963313051961544663936771030437271884,50,mpmath.zetazero (mpmath python)
649,999.79157155741294046316314715784706739154351405864,50,mpmath.zetazero (mpmath python)
650,1001.3494826377827371221033096531061705982745012855,50,mpmath.zetazero (mpmath python)
651,1002.4043054883917113081593275664358464639334338748,50,mpmath.zetazero (mpmath python)
652,1003.2678081794532482575282019014480292578792923499,50,mpmath.zetazero (mpmath python)
653,1004.6750441211728942261333468696004942160451087984,50,mpmath.zetazero (mpmath python)
654,1005.5434203043783641966110481041439319113455590931,50,mpmath.zetazero (mpmath python)
655,1008.0067043070636461981398201251009890817037944739,50,mpmath.zetazero (mpmath python)
656,1008.7957099007422823457725571097604258924233779101,50,mpmath.zetazero (mpmath python)
657,1009.8065907469646294572819357486026322350440284587,50,mpmath.zetazero (mpmath python)
658,1010.5697570110610758985665156918320200863689538626,50,mpmath.zetazero (mpmath python)
659,1012.4100425157615968428532618443719129270826739503,50,mpmath.zetazero (mpmath python)
660,1013.0586380984089850726526376543487087510047381269,50,mpmath.zetazero (mpmath python)
661,1014.6896326223704046881464379534827680612573955708,50,mpmath.zetazero (mpmath python)
662,1016.0601789426473781302897948920619702742016992044,50,mpmath.zetazero (mpmath python)
663,1017.2664023643554066697148619797958639018826708581,50,mpmath.zetazero (mpmath python)
664,1018.6055725186201549509835675665298860164233137006,50,mpmath.zetazero (mpmath python)
665,1019.9124397439440383616715166951726015314827353879,50,mpmath.zetazero (mpmath python)
666,1020.9174750172636783161470844920927747220723792846,50,mpmath.zetazero (mpmath python)
667,1021.5443444999046519071240849683070825796360018408,50,mpmath.zetazero (mpmath python)
668,1022.8852709117163478259996634313590700275887797174,50,mpmath.zetazero (mpmath python)
669,1025.2657241977276963666283117782623562234276248791,50,mpmath.zetazero (mpmath python)
670,1025.7079443714628892377277012466273973761396491258,50,mpmath.zetazero (mpmath python)
671,1027.4676935155877702733974230213630744774474716068,50,mpmath.zetazero (mpmath python)
672,1028.1289642554975178776695317748435224330451527524,50,mpmath.zetazero (mpmath python)
673,1029.2272974439613667311287036044224823942571440145,50,mpmath.zetazero (mpmath python)
674,1030.8973687905965235607265557395420606746780963401,50,mpmath.zetazero (mpmath python)
675,1031.8331802974077625412242242263524840731056632041,50,mpmath.zetazero (mpmath python)
676,1032.8128830351588514606514409583202676617541047666,50,mpmath.zetazero (mpmath python)
677,1034.6129155295208100661743406495350440220641651105,50,mpmath.zetazero (mpmath python)
678,1036.1959173580547402539829278864867995835834731929,50,mpmath.zetazero (mpmath python)
679,1037.0247076462817497505772639763116600328253921789,50,mpmath.zetazero (mpmath python)
680,1038.0877522406188364373469423361710270553105042732,50,mpmath.zetazero (mpmath python)
681,1039.0774014368966887266795988013885201335779214236,50,mpmath.zetazero (mpmath python)
682,1040.2640379376957608311529260519901863711513856807,50,mpmath.zetazero (mpmath python)
683,1041.6215280145422741547117084342493088525633841752,50,mpmath.zetazero (mpmath python)
684,1043.6239543496214938704500954519809271154434236720,50,mpmath.zetazero (mpmath python)
685,1044.5149758290787681146033133725609057037274290532,50,mpmath.zetazero (mpmath python)
686,1045.1070423529779113906503955376558195670931008901,50,mpmath.zetazero (mpmath python)
687,1047.0898174842947842211146505159131122898924537535,50,mpmath.zetazero (mpmath python)
688,1047.9871474896004711313215965099330156246996112494,50,mpmath.zetazero (mpmath python)
689,1048.9537851946859616330570245435336113075533813618,50,mpmath.zetazero (mpmath python)
690,1049.9962842565932197556301997932918347505724970557,50,mpmath.zetazero (mpmath python)
691,1051.5765718432051957955781493207424170981928802471,50,mpmath.zetazero (mpmath python)
692,1053.2457851583857576256105207590716475600769648744,50,mpmath.zetazero (mpmath python)
693,1054.7810394782813499067987929540953135996210413373,50,mpmath.zetazero (mpmath python)
694,1055.0021464756857362093533824334184393349948240878,50,mpmath.zetazero (mpmath python)
695,1056.6888473638282298575247906487940530942949860766,50,mpmath.zetazero (mpmath python)
696,1057.1000436596177836030610857179554481521493222283,50,mpmath.zetazero (mpmath python)
697,1059.1337691068971462294212996924029233509649450223,50,mpmath.zetazero (mpmath python)
698,1060.1395185616078190972389934087855913097383968389,50,mpmath.zetazero (mpmath python)
699,1061.5013044650684200631202118323530801974928062729,50,mpmath.zetazero (mpmath python)
700,1062.9153815078805636024533746996019950626552890281,50,mpmath.zetazero (mpmath python)
701,1064.0715510717185404252860304909203973148887119500,50,mpmath.zetazero (mpmath python)
702,1065.1218551062930554785798230840617391047641376351,50,mpmath.zetazero (mpmath python)
703,1066.4632234692429819437788191314734994776345133896,50,mpmath.zetazero (mpmath python)
704,1067.4188601209645580593451763585802044046710909806,50,mpmath.zetazero (mpmath python)
705,1067.9900000790426254677355643100518404591591338787,50,mpmath.zetazero (mpmath python)
706,1070.5350419968292628093530997920986690655490798984,50,mpmath.zetazero (mpmath python)
707,1071.6186232150895379047280554805599320352893460899,50,mpmath.zetazero (mpmath python)
708,1072.5439980111215553487828189938525840813110895858,50,mpmath.zetazero (mpmath python)
709,1073.5703531650937254377277085988504722036500756168,50,mpmath.zetazero (mpmath python)
710,1074.7477710443109985792942156659212408525997258261,50,mpmath.zetazero (mpmath python)
711,1076.2666255941774098650037502372965345556870755539,50,mpmath.zetazero (mpmath python)
712,1076.9240560657544468875853616394871790667409486093,50,mpmath.zetazero (mpmath python)
713,1078.6471984809563646942905148203205276166916497003,50,mpmath.zetazero (mpmath python)
714,1079.8099654292590692135716642504533144905143727015,50,mpmath.zetazero (mpmath python)
715,1081.1710023434678037850664794818684195816929616120,50,mpmath.zetazero (mpmath python)
716,1082.9527497230696686607919918325521131457176002955,50,mpmath.zetazero (mpmath python)
717,1083.2954665140856067683406798550293560934276291363,50,mpmath.zetazero (mpmath python)
718,1084.1832643104302161431638486172873265468436554399,50,mpmath.zetazero (mpmath python)
719,1085.6478312086393407120200665647913569261731400970,50,mpmath.zetazero (mpmath python)
720,1086.9119989898250931155656903346590819611537647541,50,mpmath.zetazero (mpmath python)
721,1088.7557246748088014716971250019134960648822330728,50,mpmath.zetazero (mpmath python)
722,1089.7953379240747749584235692128102857324790828829,50,mpmath.zetazero (mpmath python)
723,1090.8631910262488607850089899010890855430553417371,50,mpmath.zetazero (mpmath python)
724,1091.7284729669368289993993051948285719703155215280,50,mpmath.zetazero (mpmath python)
725,1093.4408732723686346807955856661005063295806315115,50,mpmath.zetazero (mpmath python)
726,1094.2844575237541598363385591913134443107456423333,50,mpmath.zetazero (mpmath python)
727,1095.4330847586614786896674848699834828710983984591,50,mpmath.zetazero (mpmath python)
728,1096.4019177947425285021494554188744124251977347839,50,mpmath.zetazero (mpmath python)
729,1098.8410154666498617872947335026871664049573211391,50,mpmath.zetazero (mpmath python)
730,1099.3606671785717955946165118018848704062228663442,50,mpmath.zetazero (mpmath python)
731,1100.5744606224625632186244269405290911109942227467,50,mpmath.zetazero (mpmath python)
732,1101.8391111687560134050112143502507975992606596972,50,mpmath.zetazero (mpmath python)
733,1102.5517798999177227467859432365265520278406560485,50,mpmath.zetazero (mpmath python)
734,1103.7322971745469358475961100996695985808577518902,50,mpmath.zetazero (mpmath python)
735,1105.6171888307620715173208090337440700901438895106,50,mpmath.zetazero (mpmath python)
736,1106.7743716758327751009174477157222525247512420794,50,mpmath.zetazero (mpmath python)
737,1107.7745319550101369331516708061225365072161954345,50,mpmath.zetazero (mpmath python)
738,1109.1589188567664518878051750635042119351768595529,50,mpmath.zetazero (mpmath python)
739,1110.4441429936132058032730282104965294081449701849,50,mpmath.zetazero (mpmath python)
740,1111.4435047648998965874183727754232898479207344853,50,mpmath.zetazero (mpmath python)
741,1112.4329954080764445806879193708124884066593834726,50,mpmath.zetazero (mpmath python)
742,1113.3975951148019935136144335694061062490104464520,50,mpmath.zetazero (mpmath python)
743,1115.0653594615666056765302328096647896934600842852,50,mpmath.zetazero (mpmath python)
744,1116.7872538812145241906330399131503560678778582406,50,mpmath.zetazero (mpmath python)
745,1117.9659196691996709454775823758334202988538263616,50,mpmath.zetazero (mpmath python)
746,1118.6841348610183909038781225435778969983543373239,50,mpmath.zetazero (mpmath python)
747,1119.4732474261789829018614472604396922494724138779,50,mpmath.zetazero (mpmath python)
748,1121.1559376758105699053733707335139455877365684660,50,mpmath.zetazero (mpmath python)
749,1122.4586213568805122541328544238160594205993492270,50,mpmath.zetazero (mpmath python)
750,1123.1011173878092001666644555337031373050029503358,50,mpmath.zetazero (mpmath python)
751,1125.3147293978464700797989768024607275049453797164,50,mpmath.zetazero (mpmath python)
752,1125.7634424292525594664439720091224419251849301696,50,mpmath.zetazero (mpmath python)
753,1127.6580235272157192307752739990291912218342521888,50,mpmath.zetazero (mpmath python)
754,1128.4302246138927113721060285205999827969367665914,50,mpmath.zetazero (mpmath python)
755,1129.7289967770655621750891555584349996465722098313,50,mpmath.zetazero (mpmath python)
756,1130.3915978962316708320109077075095043371665387623,50,mpmath.zetazero (mpmath python)
757,1131.4950855619170432222868923537734304161558261931,50,mpmath.zetazero (mpmath python)
758,1133.7086256694562358514102752456044701686561400333,50,mpmath.zetazero (mpmath python)
759,1134.8856545915331964306241983416318489962022900042,50,mpmath.zetazero (mpmath python)
760,1135.5622139754775459565220463973364744181273089611,50,mpmath.zetazero (mpmath python)
761,1136.9292934809695297854696673050760214513301138578,50,mpmath.zetazero (mpmath python)
762,1138.1515897798055407292335318985534072532349751691,50,mpmath.zetazero (mpmath python)
763,1138.9923418204936358938599920165789752598982632005,50,mpmath.zetazero (mpmath python)
764,1140.7218481719033597526553298592634840233631738389,50,mpmath.zetazero (mpmath python)
765,1141.2610229641367583299822815692887145166166726766,50,mpmath.zetazero (mpmath python)
766,1142.8586596078564811184987998415729113961115442809,50,mpmath.zetazero (mpmath python)
767,1144.7822995186253418770652908602546203339798621698,50,mpmath.zetazero (mpmath python)
768,1145.4853275171171068080172815104847358983723554543,50,mpmath.zetazero (mpmath python)
769,1146.5768149248669534060517444816507057037037686261,50,mpmath.zetazero (mpmath python)
770,1147.5017765233193160912998347322856149678941618412,50,mpmath.zetazero (mpmath python)
771,1148.6152772088340190037672330442908967663009157287,50,mpmath.zetazero (mpmath python)
772,1149.9826010281070976654488166630652152463301407964,50,mpmath.zetazero (mpmath python)
773,1151.5628147236732181493886965815913311456211395783,50,mpmath.zetazero (mpmath python)
774,1152.9431285305897959516386594967116591476590027917,50,mpmath.zetazero (mpmath python)
775,1153.8903037162712680265829827084467120502858070037,50,mpmath.zetazero (mpmath python)
776,1154.6975195353823829131712126547446320093419713732,50,mpmath.zetazero (mpmath python)
777,1156.6215678338725434105791154226443350470377792341,50,mpmath.zetazero (mpmath python)
778,1157.4323145756109063328652522083179037098431839653,50,mpmath.zetazero (mpmath python)
779,1158.0016090272949661450866871131299628504253287562,50,mpmath.zetazero (mpmath python)
780,1159.4806570190222973094048349471658086577125931447,50,mpmath.zetazero (mpmath python)
781,1161.3966446343780914984888905217769361539798795347,50,mpmath.zetazero (mpmath python)
782,1162.4875286020054278040176870124724004219031876791,50,mpmath.zetazero (mpmath python)
783,1163.7010316827786155876421965097325514257295731128,50,mpmath.zetazero (mpmath python)
784,1164.7375863512276099346202176355419106346224791797,50,mpmath.zetazero (mpmath python)
785,1165.2712277064576936055335879344202305035222317922,50,mpmath.zetazero (mpmath python)
786,1166.9436134095287126771059541535400839591827109576,50,mpmath.zetazero (mpmath python)
787,1168.0862716101387942979379281227249872889298237267,50,mpmath.zetazero (mpmath python)
788,1169.6983568848849061864685133958863577692231348205,50,mpmath.zetazero (mpmath python)
789,1170.4636385782836660412160301579627318192838233836,50,mpmath.zetazero (mpmath python)
790,1172.1206818656955998464007403285002755078690401845,50,mpmath.zetazero (mpmath python)
791,1173.3056877640483587270421618618794194460125451096,50,mpmath.zetazero (mpmath python)
792,1174.2327668564563026520643616409824451248722744481,50,mpmath.zetazero (mpmath python)
793,1175.2154523959507752470309329528317073502203220310,50,mpmath.zetazero (mpmath python)
794,1176.6328758097884586329938288945022114768356699751,50,mpmath.zetazero (mpmath python)
795,1177.1063044216561469490001192589280358197536545626,50,mpmath.zetazero (mpmath python)
796,1179.7012235019338980325839772036989411545216145019,50,mpmath.zetazero (mpmath python)
797,1180.6535437870843853308739698402027844594874675100,50,mpmath.zetazero (mpmath python)
798,1181.2673181516800189591329756941103262607655220478,50,mpmath.zetazero (mpmath python)
799,1182.5822703469203904400411192758560525045346359305,50,mpmath.zetazero (mpmath python)
800,1183.7127752959743153498903983961819512273711265124,50,mpmath.zetazero (mpmath python)
801,1185.1558428474657922830201409041308754834181033560,50,mpmath.zetazero (mpmath python)
802,1185.8753586953566200126190893688279638549413085167,50,mpmath.zetazero (mpmath python)
803,1187.3451614932673099555465837371781725086905034152,50,mpmath.zetazero (mpmath python)
804,1188.8564442982293067888061519354188999510032452722,50,mpmath.zetazero (mpmath python)
805,1189.9636364979184433437486371083701671480330422826,50,mpmath.zetazero (mpmath python)
806,1191.4826059264134708651333781258402140941203333357,50,mpmath.zetazero (mpmath python)
807,1192.2186114781015450778922055720778312928815815438,50,mpmath.zetazero (mpmath python)
808,1193.3240214274550802753896614893807428381284764350,50,mpmath.zetazero (mpmath python)
809,1193.8574271354369919659411661846939013326566458604,50,mpmath.zetazero (mpmath python)
810,1196.0346717486710622321115398717835129457719698812,50,mpmath.zetazero (mpmath python)
811,1197.0717866588219668044794666530677246374531034978,50,mpmath.zetazero (mpmath python)
812,1198.6865691046305664764870117939281560123162778306,50,mpmath.zetazero (mpmath python)
813,1199.3565137078939681318811109321177998646624896138,50,mpmath.zetazero (mpmath python)
814,1200.5326920312199143103382590281798128252562783395,50,mpmath.zetazero (mpmath python)
815,1201.8103348566060497864604585335833872487817026255,50,mpmath.zetazero (mpmath python)
816,1203.1373508614254794528334901142667450855281399217,50,mpmath.zetazero (mpmath python)
817,1203.8552475940970020270025888089703815623311282458,50,mpmath.zetazero (mpmath python)
818,1204.9854921714664107155865593598107916899179784352,50,mpmath.zetazero (mpmath python)
819,1206.8704997938530682921379458278506080912048438914,50,mpmath.zetazero (mpmath python)
820,1208.4714599495310314629991524712346560258069282230,50,mpmath.zetazero (mpmath python)
821,1208.9894841679390256766525446907884640955682950241,50,mpmath.zetazero (mpmath python)
822,1209.8980300875459557533784787370889285845035133186,50,mpmath.zetazero (mpmath python)
823,1211.4161158927981230604789832015233611603543415558,50,mpmath.zetazero (mpmath python)
824,1212.1131530663197926243942800246138041515347710945,50,mpmath.zetazero (mpmath python)
825,1213.5983726803682184851350529352542461074039248630,50,mpmath.zetazero (mpmath python)
826,1215.3899750650456342698137702074733512929075988900,50,mpmath.zetazero (mpmath python)
827,1216.1837220334674167237727652425366438716329711622,50,mpmath.zetazero (mpmath python)
828,1217.1744824977389190397719142941092132802602246858,50,mpmath.zetazero (mpmath python)
829,1219.0500281774061635092768305730625325409723483153,50,mpmath.zetazero (mpmath python)
830,1219.6144713108584843102217194913428857981742644035,50,mpmath.zetazero (mpmath python)
831,1220.8163476909781314306853617443535569586070640323,50,mpmath.zetazero (mpmath python)
832,1221.6922424831437332117925238799766555120520361477,50,mpmath.zetazero (mpmath python)
833,1222.9524840951083582425642426473740194673901940308,50,mpmath.zetazero (mpmath python)
834,1225.0183300241685391973517570533665960459234023804,50,mpmath.zetazero (mpmath python)
835,1225.8550207607957153966613668714415790494833289706,50,mpmath.zetazero (mpmath python)
836,1227.2318276414909319241461611600853430571688521636,50,mpmath.zetazero (mpmath python)
837,1227.9171416144000444059463490981110531752177501738,50,mpmath.zetazero (mpmath python)
838,1228.7931543629811717691790337819358445061737937296,50,mpmath.zetazero (mpmath python)
839,1230.5846031542492757195017588426352667671084754731,50,mpmath.zetazero (mpmath python)
840,1231.5622738776453981647181786302261188643766048777,50,mpmath.zetazero (mpmath python)
841,1232.5295870405978955510341375484564926373376864073,50,mpmath.zetazero (mpmath python)
842,1234.2778166534317880488442249053047591693864659310,50,mpmath.zetazero (mpmath python)
843,1235.5025485265209973187174269125793988042829812413,50,mpmath.zetazero (mpmath python)
844,1236.3990174657789958654443585032497316420242111820,50,mpmath.zetazero (mpmath python)
845,1237.9772985135811455134264355437881413805370307781,50,mpmath.zetazero (mpmath python)
846,1238.4572327956618071163334249812341266769515771757,50,mpmath.zetazero (mpmath python)
847,1239.4908071467957542777046753797596352014164112683,50,mpmath.zetazero (mpmath python)
